"Journal Data Filtered By:  Selected Categories: UROLOGY & NEPHROLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"WORLD JOURNAL OF UROLOGY","0724-4983","1433-8726","UROLOGY & NEPHROLOGY - SCIE","9,148","4.226","Q1","1.27","12.25"%,
"Kidney International Reports","2468-0249","2468-0249","UROLOGY & NEPHROLOGY - SCIE","2,398","4.164","Q1","1.13","100"%,
"PROSTATE","0270-4137","1097-0045","UROLOGY & NEPHROLOGY - SCIE","8,820","4.104","Q2","1.15","11.23"%,
"JOURNAL OF NEPHROLOGY","1121-8428","1724-6059","UROLOGY & NEPHROLOGY - SCIE","3,926","3.902","Q2","1.08","19.65"%,
"Journal of Sexual Medicine","1743-6095","1743-6109","UROLOGY & NEPHROLOGY - SCIE","13,915","3.802","Q2","1.05","6.44"%,
"AMERICAN JOURNAL OF NEPHROLOGY","0250-8095","1421-9670","UROLOGY & NEPHROLOGY - SCIE","5,998","3.754","Q2","1.19","10.47"%,
"Minerva Urologica E Nefrologica","0393-2249","1827-1758","UROLOGY & NEPHROLOGY - SCIE","1,264","3.72","Q2","0.91","0"%,
"PEDIATRIC NEPHROLOGY","0931-041X","1432-198X","UROLOGY & NEPHROLOGY - SCIE","11,293","3.714","Q2","1.19","17.76"%,
"Kidney Research and Clinical Practice","2211-9132","2211-9140","UROLOGY & NEPHROLOGY - SCIE","923","3.667","Q2","0.98","100"%,
"JOURNAL OF RENAL NUTRITION","1051-2276","1532-8503","UROLOGY & NEPHROLOGY - SCIE","2,824","3.655","Q2","0.92","6.04"%,
"ADVANCES IN CHRONIC KIDNEY DISEASE","1548-5595","1548-5609","UROLOGY & NEPHROLOGY - SCIE","2,555","3.62","Q2","1.16","1.71"%,
"UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS","1078-1439","1873-2496","UROLOGY & NEPHROLOGY - SCIE","6,964","3.498","Q2","0.73","2.7"%,
"SEMINARS IN DIALYSIS","0894-0959","1525-139X","UROLOGY & NEPHROLOGY - SCIE","3,093","3.455","Q2","0.8","4.85"%,
"Urolithiasis","2194-7228","2194-7236","UROLOGY & NEPHROLOGY - SCIE","1,534","3.436","Q2","0.85","12.61"%,
"AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY","1931-857X","1522-1466","UROLOGY & NEPHROLOGY - SCIE","18,514","3.377","Q2","1.03","3.14"%,
"INTERNATIONAL JOURNAL OF UROLOGY","0919-8172","1442-2042","UROLOGY & NEPHROLOGY - SCIE","5,426","3.369","Q2","0.9","7.1"%,
"ASIAN JOURNAL OF ANDROLOGY","1008-682X","1745-7262","UROLOGY & NEPHROLOGY - SCIE","5,215","3.285","Q2","1","100"%,
"Bladder Cancer","2352-3727","2352-3735","UROLOGY & NEPHROLOGY - SCIE","601","3.269","Q2","0.67","0"%,
"Kidney Diseases","2296-9381","2296-9357","UROLOGY & NEPHROLOGY - SCIE","515","3.222","Q2","0.67","100"%,
"Translational Andrology and Urology","2223-4683","2223-4691","UROLOGY & NEPHROLOGY - SCIE","2,494","3.15","Q2","0.64","85.76"%,
"Current Urology Reports","1527-2737","1534-6285","UROLOGY & NEPHROLOGY - SCIE","2,062","3.092","Q2","0.84","6.56"%,
"JOURNAL OF ENDOUROLOGY","0892-7790","1557-900X","UROLOGY & NEPHROLOGY - SCIE","8,429","2.942","Q2","0.88","1.77"%,
"INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH","0955-9930","1476-5489","UROLOGY & NEPHROLOGY - SCIE","3,160","2.896","Q2","0.7","3.04"%,
"CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION","1062-4821","1473-6543","UROLOGY & NEPHROLOGY - SCIE","3,953","2.894","Q2","0.59","3.42"%,
"INTERNATIONAL UROGYNECOLOGY JOURNAL","0937-3462","1433-3023","UROLOGY & NEPHROLOGY - SCIE","8,790","2.894","Q2","0.86","14.11"%,
"Clinical Genitourinary Cancer","1558-7673","1938-0682","UROLOGY & NEPHROLOGY - SCIE","3,644","2.872","Q3","0.75","7.12"%,
"NEPHRON","1660-8151","2235-3186","UROLOGY & NEPHROLOGY - SCIE","4,201","2.847","Q3","0.82","11.24"%,
"International Neurourology Journal","2093-4777","2093-6931","UROLOGY & NEPHROLOGY - SCIE","1,021","2.835","Q3","0.75","100"%,
"Clinical and Experimental Nephrology","1342-1751","1437-7799","UROLOGY & NEPHROLOGY - SCIE","3,523","2.801","Q3","0.8","19.14"%,
"NEUROUROLOGY AND URODYNAMICS","0733-2467","1520-6777","UROLOGY & NEPHROLOGY - SCIE","8,020","2.696","Q3","0.83","8.76"%,
"KIDNEY & BLOOD PRESSURE RESEARCH","1420-4096","1423-0143","UROLOGY & NEPHROLOGY - SCIE","2,671","2.687","Q3","0.64","100"%,
"UROLOGY","0090-4295","1527-9995","UROLOGY & NEPHROLOGY - SCIE","24,276","2.649","Q3","0.74","2.31"%,
"BLOOD PURIFICATION","0253-5068","1421-9735","UROLOGY & NEPHROLOGY - SCIE","2,718","2.614","Q3","0.6","13.99"%,
"RENAL FAILURE","0886-022X","1525-6049","UROLOGY & NEPHROLOGY - SCIE","4,433","2.606","Q3","0.76","100"%,
"NEPHROLOGY","1320-5358","1440-1797","UROLOGY & NEPHROLOGY - SCIE","4,148","2.506","Q3","0.73","7.16"%,
"Sexual Medicine","2050-1161","2050-1161","UROLOGY & NEPHROLOGY - SCIE","719","2.491","Q3","0.8","100"%,
"BMC Nephrology","N/A","1471-2369","UROLOGY & NEPHROLOGY - SCIE","6,980","2.388","Q3","0.75","100"%,
"INTERNATIONAL UROLOGY AND NEPHROLOGY","0301-1623","1573-2584","UROLOGY & NEPHROLOGY - SCIE","5,618","2.37","Q3","0.64","7.49"%,
"Therapeutic Advances in Urology","1756-2872","1756-2880","UROLOGY & NEPHROLOGY - SCIE","967","2.357","Q3","0.56","75.18"%,
"CURRENT OPINION IN UROLOGY","0963-0643","1473-6586","UROLOGY & NEPHROLOGY - SCIE","2,075","2.309","Q3","0.47","0"%,
"Prostate International","2287-8882","2287-903X","UROLOGY & NEPHROLOGY - SCIE","402","2.286","Q3","0.59","100"%,
"BMC Urology","1471-2490","1471-2490","UROLOGY & NEPHROLOGY - SCIE","2,153","2.264","Q3","0.63","100"%,
"UROLOGIC CLINICS OF NORTH AMERICA","0094-0143","1558-318X","UROLOGY & NEPHROLOGY - SCIE","2,315","2.241","Q3","0.75","0.63"%,
"Investigative and Clinical Urology","2466-0493","2466-054X","UROLOGY & NEPHROLOGY - SCIE","725","2.186","Q3","0.59","100"%,
"UROLOGIA INTERNATIONALIS","0042-1138","1423-0399","UROLOGY & NEPHROLOGY - SCIE","3,699","2.089","Q3","0.62","4.13"%,
"CardioRenal Medicine","1664-3828","1664-5502","UROLOGY & NEPHROLOGY - SCIE","652","2.041","Q3","0.52","8.94"%,
"NEFROLOGIA","0211-6995","1989-2284","UROLOGY & NEPHROLOGY - SCIE","1,608","2.033","Q3","0.41","100"%,
"CUAJ-Canadian Urological Association Journal","1911-6470","1920-1214","UROLOGY & NEPHROLOGY - SCIE","2,616","1.862","Q4","0.47","0"%,
"Journal of Pediatric Urology","1477-5131","1873-4898","UROLOGY & NEPHROLOGY - SCIE","4,089","1.83","Q4","0.58","1.13"%,
"Hemodialysis International","1492-7535","1542-4758","UROLOGY & NEPHROLOGY - SCIE","1,923","1.812","Q4","0.58","5.56"%,
"THERAPEUTIC APHERESIS AND DIALYSIS","1744-9979","1744-9987","UROLOGY & NEPHROLOGY - SCIE","1,882","1.762","Q4","0.34","9.09"%,
"PERITONEAL DIALYSIS INTERNATIONAL","0896-8608","1718-4304","UROLOGY & NEPHROLOGY - SCIE","3,455","1.756","Q4","0.58","5.02"%,
"Scandinavian Journal of Urology","2168-1805","2168-1813","UROLOGY & NEPHROLOGY - SCIE","943","1.612","Q4","0.44","15.65"%,
"LUTS-Lower Urinary Tract Symptoms","1757-5664","1757-5672","UROLOGY & NEPHROLOGY - SCIE","497","1.592","Q4","0.62","8.41"%,
"Contributions to Nephrology","0302-5144","1662-2782","UROLOGY & NEPHROLOGY - SCIE","1,454","1.58","Q4","0.57","0"%,
"International Braz J Urol","1677-5538","1677-6119","UROLOGY & NEPHROLOGY - SCIE","2,262","1.541","Q4","0.44","100"%,
"Urology Journal","1735-1308","1735-546X","UROLOGY & NEPHROLOGY - SCIE","1,266","1.51","Q4","0.44","100"%,
"Canadian Journal of Urology","1195-9479","N/A","UROLOGY & NEPHROLOGY - SCIE","1,199","1.344","Q4","0.33","0"%,
"Journal of Renal Care","1755-6678","1755-6686","UROLOGY & NEPHROLOGY - SCIE","595","1.294","Q4","0.54","7.69"%,
"Actas Urologicas Espanolas","0210-4806","1699-7980","UROLOGY & NEPHROLOGY - SCIE","984","0.994","Q4","0.27","0"%,
"CLINICAL NEPHROLOGY","0301-0430","0301-0430","UROLOGY & NEPHROLOGY - SCIE","3,371","0.975","Q4","0.33","0"%,
"Nephrology Nursing Journal","1526-744X","2163-5390","UROLOGY & NEPHROLOGY - SCIE","610","0.959","Q4","0.34","0"%,
"PROGRES EN UROLOGIE","1166-7087","N/A","UROLOGY & NEPHROLOGY - SCIE","1,156","0.915","Q4","0.21","0.29"%,
"Iranian Journal of Kidney Diseases","1735-8582","1735-8604","UROLOGY & NEPHROLOGY - SCIE","931","0.892","Q4","0.31","0"%,
"Nephrologie & Therapeutique","1769-7255","1872-9177","UROLOGY & NEPHROLOGY - SCIE","509","0.722","Q4","0.2","0"%,
"AKTUELLE UROLOGIE","0001-7868","1438-8820","UROLOGY & NEPHROLOGY - SCIE","180","0.658","Q4","0.13","0.72"%,
"UROLOGE","0340-2592","1433-0563","UROLOGY & NEPHROLOGY - SCIE","843","0.639","Q4","0.21","5.58"%,
"ARCHIVOS ESPANOLES DE UROLOGIA","0004-0614","1576-8260","UROLOGY & NEPHROLOGY - SCIE","598","0.436","Q4","0.13","0"%,
"Revista de Nefrologia Dialisis y Trasplante","0326-3428","2346-8548","UROLOGY & NEPHROLOGY - SCIE","31","0.14","Q4","0.03","100"%,
"European Urology Open Science","2666-1691","2666-1683","UROLOGY & NEPHROLOGY - SCIE","13","n/a","Q4","n/a","80.56"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
