"Journal Data Filtered By:  Selected Categories: HEMATOLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Current Hematologic Malignancy Reports","1558-8211","1558-822X","HEMATOLOGY - SCIE","1,281","3.952","Q2","0.43","5.29"%,
"THROMBOSIS RESEARCH","0049-3848","1879-2472","HEMATOLOGY - SCIE","16,275","3.944","Q2","0.76","7.67"%,
"PLATELETS","0953-7104","1369-1635","HEMATOLOGY - SCIE","4,438","3.862","Q2","0.74","7.28"%,
"SEMINARS IN HEMATOLOGY","0037-1963","1532-8686","HEMATOLOGY - SCIE","2,608","3.851","Q2","0.87","5.88"%,
"TRANSFUSION MEDICINE AND HEMOTHERAPY","1660-3796","1660-3818","HEMATOLOGY - SCIE","1,625","3.747","Q2","0.54","8.61"%,
"HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA","0889-8588","1558-1977","HEMATOLOGY - SCIE","3,117","3.722","Q2","0.74","0.85"%,
"ANNALS OF HEMATOLOGY","0939-5555","1432-0584","HEMATOLOGY - SCIE","7,813","3.673","Q2","0.67","17.21"%,
"SHOCK","1073-2322","1540-0514","HEMATOLOGY - SCIE","9,489","3.454","Q2","1.08","5.11"%,
"Blood Transfusion","1723-2007","1723-2007","HEMATOLOGY - SCIE","2,553","3.443","Q2","0.7","0"%,
"CURRENT OPINION IN HEMATOLOGY","1065-6251","1531-7048","HEMATOLOGY - SCIE","3,293","3.284","Q2","0.48","1.6"%,
"LEUKEMIA & LYMPHOMA","1042-8194","1029-2403","HEMATOLOGY - SCIE","10,904","3.28","Q3","0.57","7.68"%,
"STEM CELLS AND DEVELOPMENT","1547-3287","1557-8534","HEMATOLOGY - SCIE","9,332","3.272","Q3","0.91","6.16"%,
"Clinical Lymphoma Myeloma & Leukemia","2152-2650","2152-2669","HEMATOLOGY - SCIE","3,593","3.231","Q3","0.5","12.89"%,
"PEDIATRIC BLOOD & CANCER","1545-5009","1545-5017","HEMATOLOGY - SCIE","16,078","3.167","Q3","0.8","5.8"%,
"TRANSFUSION","0041-1132","1537-2995","HEMATOLOGY - SCIE","15,763","3.157","Q3","0.69","8.43"%,
"LEUKEMIA RESEARCH","0145-2126","1873-5835","HEMATOLOGY - SCIE","7,027","3.156","Q3","0.54","7.44"%,
"EXPERIMENTAL HEMATOLOGY","0301-472X","1873-2399","HEMATOLOGY - SCIE","5,972","3.084","Q3","0.74","16.67"%,
"Hematology-American Society of Hematology Education Program","1520-4391","1520-4383","HEMATOLOGY - SCIE","3,842","3.061","Q3","1.03","0.83"%,
"BLOOD CELLS MOLECULES AND DISEASES","1079-9796","1096-0961","HEMATOLOGY - SCIE","3,541","3.039","Q3","0.63","9.26"%,
"BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY","1521-6926","1532-1924","HEMATOLOGY - SCIE","1,576","3.02","Q3","0.69","1.42"%,
"EUROPEAN JOURNAL OF HAEMATOLOGY","0902-4441","1600-0609","HEMATOLOGY - SCIE","5,815","2.997","Q3","0.6","18.9"%,
"Expert Review of Hematology","1747-4086","1747-4094","HEMATOLOGY - SCIE","1,981","2.929","Q3","0.4","3.3"%,
"International Journal of Laboratory Hematology","1751-5521","1751-553X","HEMATOLOGY - SCIE","2,940","2.877","Q3","0.52","7.89"%,
"JOURNAL OF CLINICAL APHERESIS","0733-2459","1098-1101","HEMATOLOGY - SCIE","1,556","2.821","Q3","0.55","4.2"%,
"MICROCIRCULATION","1073-9688","1549-8719","HEMATOLOGY - SCIE","2,997","2.628","Q3","0.59","12.56"%,
"BLOOD PURIFICATION","0253-5068","1421-9735","HEMATOLOGY - SCIE","2,718","2.614","Q3","0.6","13.99"%,
"Mediterranean Journal of Hematology and Infectious Diseases","N/A","2035-3006","HEMATOLOGY - SCIE","1,321","2.576","Q3","0.45","100"%,
"INTERNATIONAL JOURNAL OF HEMATOLOGY","0925-5710","1865-3774","HEMATOLOGY - SCIE","5,051","2.49","Q3","0.57","0"%,
"CLINICAL AND APPLIED THROMBOSIS-HEMOSTASIS","1076-0296","1938-2723","HEMATOLOGY - SCIE","2,708","2.389","Q3","0.44","81.5"%,
"CLINICAL HEMORHEOLOGY AND MICROCIRCULATION","1386-0291","1875-8622","HEMATOLOGY - SCIE","2,695","2.375","Q4","0.5","0"%,
"JOURNAL OF THROMBOSIS AND THROMBOLYSIS","0929-5305","1573-742X","HEMATOLOGY - SCIE","4,446","2.3","Q4","0.53","12.81"%,
"Hematology","1024-5332","1607-8454","HEMATOLOGY - SCIE","1,936","2.269","Q4","0.46","57.63"%,
"ACTA HAEMATOLOGICA","0001-5792","1421-9662","HEMATOLOGY - SCIE","2,175","2.195","Q4","0.37","2.3"%,
"VOX SANGUINIS","0042-9007","1423-0410","HEMATOLOGY - SCIE","4,025","2.144","Q4","0.47","14.85"%,
"TRANSFUSION MEDICINE","0958-7578","1365-3148","HEMATOLOGY - SCIE","1,622","2.019","Q4","0.47","9.09"%,
"PEDIATRIC HEMATOLOGY AND ONCOLOGY","0888-0018","1521-0669","HEMATOLOGY - SCIE","1,718","1.969","Q4","0.37","1.02"%,
"BIORHEOLOGY","0006-355X","1878-5034","HEMATOLOGY - SCIE","1,622","1.875","Q4","0.39","0"%,
"Turkish Journal of Hematology","1300-7777","1308-5263","HEMATOLOGY - SCIE","605","1.831","Q4","0.24","100"%,
"Hamostaseologie","0720-9355","2567-5761","HEMATOLOGY - SCIE","702","1.778","Q4","0.31","1.42"%,
"TRANSFUSION AND APHERESIS SCIENCE","1473-0502","1878-1683","HEMATOLOGY - SCIE","2,682","1.764","Q4","0.31","4.56"%,
"THERAPEUTIC APHERESIS AND DIALYSIS","1744-9979","1744-9987","HEMATOLOGY - SCIE","1,882","1.762","Q4","0.34","9.09"%,
"TRANSFUSION CLINIQUE ET BIOLOGIQUE","1246-7820","N/A","HEMATOLOGY - SCIE","589","1.406","Q4","0.28","1.38"%,
"JOURNAL OF PEDIATRIC HEMATOLOGY ONCOLOGY","1077-4114","1536-3678","HEMATOLOGY - SCIE","4,840","1.289","Q4","0.35","0.64"%,
"BLOOD COAGULATION & FIBRINOLYSIS","0957-5235","1473-5733","HEMATOLOGY - SCIE","2,941","1.276","Q4","0.29","0.68"%,
"Indian Journal of Hematology and Blood Transfusion","0971-4502","0974-0449","HEMATOLOGY - SCIE","826","0.9","Q4","0.17","2.04"%,
"HEMOGLOBIN","0363-0269","1532-432X","HEMATOLOGY - SCIE","1,325","0.849","Q4","0.15","0.44"%,
"Journal of Hematopathology","1868-9256","1865-5785","HEMATOLOGY - SCIE","145","0.196","Q4","0.11","5.88"%,
"GEMATOLOGIYA I TRANSFUZIOLOGIYA","0234-5730","N/A","HEMATOLOGY - SCIE","48","0.172","Q4","0.02","56.32"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
