"Journal Data Filtered By:  Selected Categories: MEDICINE, GENERAL & INTERNAL Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"NEW ZEALAND MEDICAL JOURNAL","0028-8446","1175-8716","MEDICINE, GENERAL & INTERNAL - ESCI","3,398","n/a","n/a","0.39","0"%,
"Oxford Medical Case Reports","2053-8855","2053-8855","MEDICINE, GENERAL & INTERNAL - ESCI","308","n/a","n/a","0.14","100"%,
"Physician Assistant Clinics","2405-7991","2405-7991","MEDICINE, GENERAL & INTERNAL - ESCI","28","n/a","n/a","0.05","0"%,
"Australasian Medical Journal","1836-1935","1836-1935","MEDICINE, GENERAL & INTERNAL - ESCI","759","n/a","n/a","0.07","100"%,
"Clinical Medicine & Research","1539-4182","1554-6179","MEDICINE, GENERAL & INTERNAL - ESCI","1,309","n/a","n/a","0.4","0"%,
"Eurasian Journal of Medicine","N/A","1308-8742","MEDICINE, GENERAL & INTERNAL - ESCI","629","n/a","n/a","0.37","100"%,
"Medical Journal of Indonesia","0853-1773","2252-8083","MEDICINE, GENERAL & INTERNAL - ESCI","188","n/a","n/a","0.13","100"%,
"New Armenian Medical Journal","1829-0825","1829-0825","MEDICINE, GENERAL & INTERNAL - ESCI","62","n/a","n/a","0.05","0"%,
"Northern Clinics of Istanbul","2148-4902","2148-4902","MEDICINE, GENERAL & INTERNAL - ESCI","402","n/a","n/a","0.29","100"%,
"Russian Open Medical Journal","2304-3415","2304-3415","MEDICINE, GENERAL & INTERNAL - ESCI","76","n/a","n/a","0.11","100"%,
"Archives of Hellenic Medicine","1105-3992","1105-3992","MEDICINE, GENERAL & INTERNAL - ESCI","121","n/a","n/a","0.03","0"%,
"Byulleten Sibirskoy Meditsiny","1682-0363","1819-3684","MEDICINE, GENERAL & INTERNAL - ESCI","129","n/a","n/a","0.06","100"%,
"IIUM Medical Journal Malaysia","N/A","1823-4631","MEDICINE, GENERAL & INTERNAL - ESCI","8","n/a","n/a","n/a","0"%,
"Precision and Future Medicine","2508-7940","2508-7959","MEDICINE, GENERAL & INTERNAL - ESCI","66","n/a","n/a","0.18","100"%,
"South African Family Practice","2078-6190","2078-6204","MEDICINE, GENERAL & INTERNAL - ESCI","593","n/a","n/a","0.22","100"%,
"Alexandria Journal of Medicine","2090-5068","2090-5076","MEDICINE, GENERAL & INTERNAL - ESCI","906","n/a","n/a","0.74","73.08"%,
"Annals of Medicine and Surgery","2049-0801","2049-0801","MEDICINE, GENERAL & INTERNAL - ESCI","1,542","n/a","n/a","0.41","100"%,
"SAGE Open Medical Case Reports","2050-313X","2050-313X","MEDICINE, GENERAL & INTERNAL - ESCI","475","n/a","n/a","0.21","100"%,
"Medical Studies-Studia Medyczne","1899-1874","2300-6722","MEDICINE, GENERAL & INTERNAL - ESCI","158","n/a","n/a","0.13","100"%,
"American Journal of Case Reports","N/A","1941-5923","MEDICINE, GENERAL & INTERNAL - ESCI","1,505","n/a","n/a","0.25","0"%,
"British Columbia Medical Journal","0007-0556","0007-0556","MEDICINE, GENERAL & INTERNAL - ESCI","115","n/a","n/a","0.09","0"%,
"European Journal of Therapeutics","2564-7784","2564-7040","MEDICINE, GENERAL & INTERNAL - ESCI","72","n/a","n/a","0.02","0"%,
"Journal of Laboratory Physicians","0974-2727","0974-7826","MEDICINE, GENERAL & INTERNAL - ESCI","717","n/a","n/a","0.44","99.52"%,
"Medicine and Health-Kuala Lumpur","1823-2140","2289-5728","MEDICINE, GENERAL & INTERNAL - ESCI","80","n/a","n/a","0.07","0"%,
"Gomal Journal of Medical Sciences","1819-7973","1997-2067","MEDICINE, GENERAL & INTERNAL - ESCI","167","n/a","n/a","0.07","100"%,
"Rambam Maimonides Medical Journal","2076-9172","2076-9172","MEDICINE, GENERAL & INTERNAL - ESCI","568","n/a","n/a","0.36","100"%,
"Sudan Journal of Medical Sciences","N/A","1858-5051","MEDICINE, GENERAL & INTERNAL - ESCI","79","n/a","n/a","0.07","100"%,
"WIENER MEDIZINISCHE WOCHENSCHRIFT","0043-5341","1563-258X","MEDICINE, GENERAL & INTERNAL - ESCI","1,251","n/a","n/a","0.43","32.39"%,
"Acta Facultatis Medicae Naissensis","0351-6083","2217-2521","MEDICINE, GENERAL & INTERNAL - ESCI","83","n/a","n/a","0.08","100"%,
"Canadian Journal of Rural Medicine","1203-7796","1488-237X","MEDICINE, GENERAL & INTERNAL - ESCI","209","n/a","n/a","0.3","0"%,
"Internet Journal of Medical Update","1694-0423","1694-0423","MEDICINE, GENERAL & INTERNAL - ESCI","95","n/a","n/a","0.04","0"%,
"Iranian Journal of Medical Sciences","0253-0716","1735-3688","MEDICINE, GENERAL & INTERNAL - ESCI","1,185","n/a","n/a","0.44","100"%,
"Meandros Medical and Dental Journal","2149-9063","2149-9063","MEDICINE, GENERAL & INTERNAL - ESCI","24","n/a","n/a","0.03","100"%,
"Proceedings of Singapore Healthcare","2010-1058","2059-2329","MEDICINE, GENERAL & INTERNAL - ESCI","219","n/a","n/a","0.16","100"%,
"Caspian Journal of Internal Medicine","2008-6164","2008-6172","MEDICINE, GENERAL & INTERNAL - ESCI","1,082","n/a","n/a","0.39","100"%,
"Fukushima Journal of Medical Science","0016-2590","2185-4610","MEDICINE, GENERAL & INTERNAL - ESCI","240","n/a","n/a","0.31","61.9"%,
"Intractable & Rare Diseases Research","2186-3644","2186-361X","MEDICINE, GENERAL & INTERNAL - ESCI","645","n/a","n/a","0.41","0"%,
"Journal of Mind and Medical Sciences","2392-7674","2392-7674","MEDICINE, GENERAL & INTERNAL - ESCI","153","n/a","n/a","0.36","100"%,
"Pragmatic and Observational Research","1179-7266","1179-7266","MEDICINE, GENERAL & INTERNAL - ESCI","126","n/a","n/a","0.5","100"%,
"Bangladesh Journal of Medical Science","2223-4721","2076-0299","MEDICINE, GENERAL & INTERNAL - ESCI","366","n/a","n/a","0.14","100"%,
"Nigerian Postgraduate Medical Journal","1117-1936","2468-6875","MEDICINE, GENERAL & INTERNAL - ESCI","419","n/a","n/a","0.18","0"%,
"Romanian Journal of Internal Medicine","1582-3296","2501-062X","MEDICINE, GENERAL & INTERNAL - ESCI","408","n/a","n/a","0.36","100"%,
"Romanian Journal of Military Medicine","1222-5126","2501-2312","MEDICINE, GENERAL & INTERNAL - ESCI","67","n/a","n/a","0.09","100"%,
"University of Toronto Medical Journal","0833-2207","1913-5440","MEDICINE, GENERAL & INTERNAL - ESCI","29","n/a","n/a","0.04","0"%,
"Electronic Journal of General Medicine","2516-3507","2516-3507","MEDICINE, GENERAL & INTERNAL - ESCI","253","n/a","n/a","0.23","97.17"%,
"Indian Journal of Medical Specialities","0976-2884","0976-2892","MEDICINE, GENERAL & INTERNAL - ESCI","138","n/a","n/a","0.11","0"%,
"International Medical Journal Malaysia","N/A","1823-4631","MEDICINE, GENERAL & INTERNAL - ESCI","126","n/a","n/a","0.05","34.48"%,
"Journal of General and Family Medicine","2189-7948","2189-7948","MEDICINE, GENERAL & INTERNAL - ESCI","287","n/a","n/a","0.29","100"%,
"Khyber Medical University Journal-KMUJ","2305-2643","2305-2651","MEDICINE, GENERAL & INTERNAL - ESCI","70","n/a","n/a","0.06","100"%,
"Clinical Medicine Insights-Case Reports","1179-5476","1179-5476","MEDICINE, GENERAL & INTERNAL - ESCI","195","n/a","n/a","0.22","100"%,
"Journal of Military and Veterans Health","1835-1271","1839-2733","MEDICINE, GENERAL & INTERNAL - ESCI","99","n/a","n/a","0.17","0"%,
"TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING","0029-2001","0807-7096","MEDICINE, GENERAL & INTERNAL - ESCI","269","n/a","n/a","0.07","100"%,
"Journal of Contemporary Medical Sciences","2413-0516","2413-0516","MEDICINE, GENERAL & INTERNAL - ESCI","81","n/a","n/a","0.14","100"%,
"Journal of Health and Allied Sciences NU","2582-4287","2582-4953","MEDICINE, GENERAL & INTERNAL - ESCI","1","n/a","n/a","0","100"%,
"Medical Bulletin of Sisli Etfal Hospital","1302-7123","1308-5123","MEDICINE, GENERAL & INTERNAL - ESCI","57","n/a","n/a","0.04","21.6"%,
"Medical Perspectives-Medicni Perspektivi","2307-0404","2307-0404","MEDICINE, GENERAL & INTERNAL - ESCI","23","n/a","n/a","0.02","100"%,
"Eurasian Journal of Medicine and Oncology","N/A","2587-196X","MEDICINE, GENERAL & INTERNAL - ESCI","188","n/a","n/a","0.03","0.68"%,
"Journal of the Korean Medical Association","1975-8456","2093-5951","MEDICINE, GENERAL & INTERNAL - ESCI","491","n/a","n/a","0.15","100"%,
"Annals of Clinical and Analytical Medicine","N/A","2667-663X","MEDICINE, GENERAL & INTERNAL - ESCI","11","n/a","n/a","0.02","0"%,
"International Medical Case Reports Journal","1179-142X","1179-142X","MEDICINE, GENERAL & INTERNAL - ESCI","344","n/a","n/a","0.22","100"%,
"Izmir Dr Behcet Uz Cocuk Hastanesi Dergisi","2146-2372","1309-9566","MEDICINE, GENERAL & INTERNAL - ESCI","48","n/a","n/a","0.02","0"%,
"Interventional Medicine and Applied Science","2061-1617","2061-5094","MEDICINE, GENERAL & INTERNAL - ESCI","285","n/a","n/a","0.2","100"%,
"Journal of Clinical and Analytical Medicine","1309-0720","1309-2014","MEDICINE, GENERAL & INTERNAL - ESCI","197","n/a","n/a","0.04","0"%,
"Journal of Clinical and Diagnostic Research","2249-782X","0973-709X","MEDICINE, GENERAL & INTERNAL - ESCI","10,358","n/a","n/a","0.14","100"%,
"Bulletin of Russian State Medical University","2500-1094","2542-1204","MEDICINE, GENERAL & INTERNAL - ESCI","73","n/a","n/a","0.06","72.28"%,
"International Journal of Preventive Medicine","2008-7802","2008-8213","MEDICINE, GENERAL & INTERNAL - ESCI","2,948","n/a","n/a","0.5","97.56"%,
"Saudi Journal of Medicine & Medical Sciences","2321-4856","2321-4856","MEDICINE, GENERAL & INTERNAL - ESCI","221","n/a","n/a","0.26","100"%,
"Haseki TIp Bulteni-Medical Bulletin of Haseki","1302-0072","2147-2688","MEDICINE, GENERAL & INTERNAL - ESCI","64","n/a","n/a","0.03","100"%,
"International Journal of Health Sciences-IJHS","1658-3639","1658-7774","MEDICINE, GENERAL & INTERNAL - ESCI","939","n/a","n/a","0.38","100"%,
"Journal of Taibah University Medical Sciences","1658-3612","1658-3612","MEDICINE, GENERAL & INTERNAL - ESCI","752","n/a","n/a","0.3","100"%,
"Pakistan Journal of Medical & Health Sciences","1996-7195","1996-7195","MEDICINE, GENERAL & INTERNAL - ESCI","371","n/a","n/a","0.02","0"%,
"Revista Internacional de Ciencias Podologicas","1887-7249","1989-5151","MEDICINE, GENERAL & INTERNAL - ESCI","5","n/a","n/a","0","58.33"%,
"Viral Hepatit Dergisi-Viral Hepatitis Journal","1307-9441","2147-2939","MEDICINE, GENERAL & INTERNAL - ESCI","62","n/a","n/a","0.11","6.76"%,
"Journal of Academic Research in Medicine-JAREM","2146-6505","2147-1894","MEDICINE, GENERAL & INTERNAL - ESCI","31","n/a","n/a","0.02","0"%,
"Journal of Head & Neck Physicians and Surgeons","2347-8128","2347-8128","MEDICINE, GENERAL & INTERNAL - ESCI","42","n/a","n/a","0.05","100"%,
"Current Issues in Pharmacy and Medical Sciences","2084-980X","2300-6676","MEDICINE, GENERAL & INTERNAL - ESCI","107","n/a","n/a","0.09","100"%,
"JOURNAL OF THE AMERICAN OSTEOPATHIC ASSOCIATION","0098-6151","1945-1997","MEDICINE, GENERAL & INTERNAL - ESCI","2,114","n/a","n/a","0.42","0"%,
"Exercer-La Revue Francophone de Medecine Generale","0998-3953","1961-9138","MEDICINE, GENERAL & INTERNAL - ESCI","141","n/a","n/a","0.04","0"%,
"Medisur-Revista de Ciencias Medicas de Cienfuegos","1727-897X","1727-897X","MEDICINE, GENERAL & INTERNAL - ESCI","184","n/a","n/a","0.01","100"%,
"Agri-The Journal of the Turkish Society of Algology","1300-0012","1300-0012","MEDICINE, GENERAL & INTERNAL - ESCI","356","n/a","n/a","0.24","50.49"%,
"Crescent Journal of Medical and Biological Sciences","2148-9696","2148-9696","MEDICINE, GENERAL & INTERNAL - ESCI","120","n/a","n/a","0.15","100"%,
"International Journal of Health and Allied Sciences","2278-4292","2278-344X","MEDICINE, GENERAL & INTERNAL - ESCI","150","n/a","n/a","0.07","0"%,
"Medical-Surgical Journal-Revista Medico-Chirurgicala","0048-7848","2286-2560","MEDICINE, GENERAL & INTERNAL - ESCI","438","n/a","n/a","0.09","0"%,
"Majalah Kedokteran Bandung-MKB-Bandung Medical Journal","0126-074X","2338-6223","MEDICINE, GENERAL & INTERNAL - ESCI","17","n/a","n/a","0.02","100"%,
"Journal of the Royal College of Physicians of Edinburgh","1478-2715","2042-8189","MEDICINE, GENERAL & INTERNAL - ESCI","658","n/a","n/a","0.31","100"%,
"Annals of King Edward Medical University Lahore Pakistan","2079-7192","2079-0694","MEDICINE, GENERAL & INTERNAL - ESCI","146","n/a","n/a","0.05","100"%,
"GAZZETTA MEDICA ITALIANA ARCHIVIO PER LE SCIENZE MEDICHE","0393-3660","1827-1812","MEDICINE, GENERAL & INTERNAL - ESCI","79","n/a","n/a","0.04","0"%,
"Journal of Evolution of Medical and Dental Sciences-JEMDS","2278-4748","2278-4802","MEDICINE, GENERAL & INTERNAL - ESCI","924","n/a","n/a","0.02","0"%,
"Journal of Investigative Medicine High Impact Case Reports","2324-7096","2324-7096","MEDICINE, GENERAL & INTERNAL - ESCI","417","n/a","n/a","0.25","100"%,
"Journal of Krishna Institute of Medical Sciences University","2231-4261","2231-4261","MEDICINE, GENERAL & INTERNAL - ESCI","162","n/a","n/a","0.1","100"%,
"Journal of Community Hospital Internal Medicine Perspectives","2000-9666","2000-9666","MEDICINE, GENERAL & INTERNAL - ESCI","701","n/a","n/a","0.28","100"%,
"Annals Abbasi Shaheed Hospital & Karachi Medical & Dental College","1563-3241","1563-3241","MEDICINE, GENERAL & INTERNAL - ESCI","27","n/a","n/a","0.03","0"%,
"Anil Aggrawals Internet Journal of Forensic Medicine and Toxicology","0972-8066","0972-8074","MEDICINE, GENERAL & INTERNAL - ESCI","5","n/a","n/a","0.02","0"%,
"Anales de la Facultad de Medicina-Universidad de la Republica Uruguay","2301-1254","2301-1254","MEDICINE, GENERAL & INTERNAL - ESCI","15","n/a","n/a","0.02","100"%,
"Journal of Istanbul Faculty of Medicine-Istanbul Tip Fakultesi Dergisi","N/A","1305-6441","MEDICINE, GENERAL & INTERNAL - ESCI","19","n/a","n/a","0.03","53.08"%,
"Revista del Cuerpo Medico del Hospital Nacional Almanzor Aguinaga Asenjo","2225-5109","2227-4731","MEDICINE, GENERAL & INTERNAL - ESCI","26","n/a","n/a","0.01","38.97"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
