"Journal Data Filtered By:  Selected Categories: REHABILITATION Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY","1058-0360","1558-9110","REHABILITATION - SCIE","3,908","2.408","Q2","1.18","4.28"%,
"JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY","1050-6411","1873-5711","REHABILITATION - SCIE","6,544","2.368","Q2","0.75","5.88"%,
"PHYSICAL THERAPY IN SPORT","1466-853X","N/A","REHABILITATION - SCIE","2,382","2.365","Q2","0.94","1.21"%,
"PHYSICAL & OCCUPATIONAL THERAPY IN PEDIATRICS","0194-2638","1541-3144","REHABILITATION - SCIE","1,384","2.36","Q2","0.99","8.81"%,
"BRAIN INJURY","0269-9052","1362-301X","REHABILITATION - SCIE","8,333","2.311","Q2","0.72","2.58"%,
"Developmental Neurorehabilitation","1751-8423","1751-8431","REHABILITATION - SCIE","1,541","2.308","Q3","0.84","4.37"%,
"PM&R","1934-1482","1934-1563","REHABILITATION - SCIE","4,703","2.298","Q3","0.73","3.13"%,
"JOURNAL OF SPEECH LANGUAGE AND HEARING RESEARCH","1092-4388","1558-9102","REHABILITATION - SCIE","11,095","2.297","Q3","1.27","8.71"%,
"JOURNAL OF COMMUNICATION DISORDERS","0021-9924","1873-7994","REHABILITATION - SCIE","2,694","2.288","Q3","1.01","6.79"%,
"PHYSIOTHERAPY THEORY AND PRACTICE","0959-3985","1532-5040","REHABILITATION - SCIE","2,401","2.279","Q3","0.99","5.26"%,
"AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION","0894-9115","1537-7385","REHABILITATION - SCIE","7,281","2.159","Q3","0.8","1.52"%,
"International Journal of Osteopathic Medicine","1746-0689","1878-0164","REHABILITATION - SCIE","515","2.149","Q3","0.62","1.35"%,
"NEUROREHABILITATION","1053-8135","1878-6448","REHABILITATION - SCIE","3,753","2.138","Q3","0.67","0"%,
"Topics in Stroke Rehabilitation","1074-9357","1945-5119","REHABILITATION - SCIE","2,543","2.119","Q3","1.01","1.79"%,
"Chiropractic & Manual Therapies","N/A","2045-709X","REHABILITATION - SCIE","742","2.073","Q3","0.71","100"%,
"Journal of Hand Therapy","0894-1130","1545-004X","REHABILITATION - SCIE","2,077","1.95","Q3","0.66","2.11"%,
"BMC Sports Science Medicine and Rehabilitation","2052-1847","2052-1847","REHABILITATION - SCIE","944","1.934","Q3","0.69","100"%,
"JOURNAL OF SPORT REHABILITATION","1056-6716","1543-3072","REHABILITATION - SCIE","2,377","1.931","Q3","0.84","0.24"%,
"PROSTHETICS AND ORTHOTICS INTERNATIONAL","0309-3646","1746-1553","REHABILITATION - SCIE","2,337","1.895","Q3","0.72","8.37"%,
"Geriatric Orthopaedic Surgery & Rehabilitation","2151-4585","2151-4593","REHABILITATION - SCIE","817","1.87","Q3","0.57","100"%,
"Australian Occupational Therapy Journal","0045-0766","1440-1630","REHABILITATION - SCIE","1,939","1.856","Q3","0.67","1.02"%,
"Physical Medicine and Rehabilitation Clinics of North America","1047-9651","1558-1381","REHABILITATION - SCIE","2,189","1.784","Q3","1.03","1.38"%,
"SEMINARS IN SPEECH AND LANGUAGE","0734-0478","1098-9056","REHABILITATION - SCIE","997","1.761","Q4","0.62","0"%,
"Brain Impairment","1443-9646","1839-5252","REHABILITATION - SCIE","513","1.727","Q4","0.51","1.54"%,
"Rehabilitation Nursing","0278-4807","2048-7940","REHABILITATION - SCIE","1,073","1.625","Q4","0.67","0.88"%,
"Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie","0008-4174","1911-9828","REHABILITATION - SCIE","1,575","1.614","Q4","0.67","0.91"%,
"INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH","0342-5282","1473-5660","REHABILITATION - SCIE","1,944","1.479","Q4","0.63","4.6"%,
"Kinesiology","1331-1441","1848-638X","REHABILITATION - SCIE","761","1.452","Q4","0.55","100"%,
"Occupational Therapy International","0966-7903","1557-0703","REHABILITATION - SCIE","666","1.448","Q4","0.46","100"%,
"JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS","0161-4754","N/A","REHABILITATION - SCIE","3,239","1.437","Q4","0.51","1.55"%,
"JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION","1053-8127","1878-6324","REHABILITATION - SCIE","1,737","1.398","Q4","0.5","0"%,
"CLINICAL LINGUISTICS & PHONETICS","0269-9206","1464-5076","REHABILITATION - SCIE","1,876","1.346","Q4","0.86","5.74"%,
"British Journal of Occupational Therapy","0308-0226","1477-6006","REHABILITATION - SCIE","1,922","1.243","Q4","0.53","4.96"%,
"REHABILITATION","0034-3536","1439-1309","REHABILITATION - SCIE","612","1.113","Q4","0.45","0"%,
"Turkish Journal of Physical Medicine and Rehabilitation","2587-0823","N/A","REHABILITATION - SCIE","358","1.078","Q4","0.32","50.63"%,
"Physiotherapy Canada","0300-0508","1708-8313","REHABILITATION - SCIE","1,173","1.037","Q4","0.48","0"%,
"Hong Kong Journal of Occupational Therapy","1569-1861","1876-4398","REHABILITATION - SCIE","167","0.917","Q4","0.32","100"%,
"PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN","0940-6689","1439-085X","REHABILITATION - SCIE","197","0.903","Q4","0.24","0.85"%,
"FOLIA PHONIATRICA ET LOGOPAEDICA","1021-7762","1421-9972","REHABILITATION - SCIE","1,336","0.849","Q4","0.4","4.5"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
