"Journal Data Filtered By:  Selected Categories: GASTROENTEROLOGY & HEPATOLOGY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Annals of Gastroenterology","1108-7471","1792-7463","GASTROENTEROLOGY & HEPATOLOGY - ESCI","2,166","n/a","n/a","0.53","0"%,
"Frontline Gastroenterology","2041-4137","2041-4145","GASTROENTEROLOGY & HEPATOLOGY - ESCI","822","n/a","n/a","0.44","14.29"%,
"PRACTICAL GASTROENTEROLOGY","0277-4208","0277-4208","GASTROENTEROLOGY & HEPATOLOGY - ESCI","150","n/a","n/a","0.04","0"%,
"World Journal of Hepatology","1948-5182","1948-5182","GASTROENTEROLOGY & HEPATOLOGY - ESCI","4,063","n/a","n/a","0.61","95.62"%,
"Endoscopy International Open","2364-3722","2196-9736","GASTROENTEROLOGY & HEPATOLOGY - ESCI","2,923","n/a","n/a","0.52","99.7"%,
"Advances in Digestive Medicine","2351-9797","2351-9800","GASTROENTEROLOGY & HEPATOLOGY - ESCI","49","n/a","n/a","0.03","0"%,
"Journal of Digestive Endoscopy","0976-5042","0976-5050","GASTROENTEROLOGY & HEPATOLOGY - ESCI","95","n/a","n/a","0.05","100"%,
"Indian Journal of Gastroenterology","0254-8860","0975-0711","GASTROENTEROLOGY & HEPATOLOGY - ESCI","1,487","n/a","n/a","0.33","2.34"%,
"International Journal of Hepatology","2090-3448","2090-3456","GASTROENTEROLOGY & HEPATOLOGY - ESCI","535","n/a","n/a","0.64","100"%,
"Clinical Journal of Gastroenterology","1865-7257","1865-7265","GASTROENTEROLOGY & HEPATOLOGY - ESCI","969","n/a","n/a","0.24","6.71"%,
"Clinical and Experimental Hepatology","2392-1099","2449-8238","GASTROENTEROLOGY & HEPATOLOGY - ESCI","241","n/a","n/a","0.28","0"%,
"Journal of the Anus Rectum and Colon","2432-3853","2432-3853","GASTROENTEROLOGY & HEPATOLOGY - ESCI","116","n/a","n/a","0.21","100"%,
"Hepatic Medicine-Evidence and Research","1179-1535","1179-1535","GASTROENTEROLOGY & HEPATOLOGY - ESCI","380","n/a","n/a","0.54","100"%,
"Revista de Gastroenterologia de Mexico","0375-0906","0375-0906","GASTROENTEROLOGY & HEPATOLOGY - ESCI","445","n/a","n/a","0.26","100"%,
"Techniques in Gastrointestinal Endoscopy","1096-2883","1558-5050","GASTROENTEROLOGY & HEPATOLOGY - ESCI","145","n/a","n/a","0.05","1.49"%,
"Case Reports in Gastrointestinal Medicine","2090-6528","2090-6536","GASTROENTEROLOGY & HEPATOLOGY - ESCI","363","n/a","n/a","0.12","100"%,
"GE Portuguese Journal of Gastroenterology","2341-4545","2387-1954","GASTROENTEROLOGY & HEPATOLOGY - ESCI","338","n/a","n/a","0.27","100"%,
"Clinical and Experimental Gastroenterology","1178-7023","1178-7023","GASTROENTEROLOGY & HEPATOLOGY - ESCI","1,103","n/a","n/a","0.58","100"%,
"Clinical Medicine Insights-Gastroenterology","1179-5522","1179-5522","GASTROENTEROLOGY & HEPATOLOGY - ESCI","148","n/a","n/a","0.24","100"%,
"World Journal of Gastrointestinal Endoscopy","1948-5190","1948-5190","GASTROENTEROLOGY & HEPATOLOGY - ESCI","1,690","n/a","n/a","0.36","98.67"%,
"Translational Gastroenterology and Hepatology","N/A","2415-1289","GASTROENTEROLOGY & HEPATOLOGY - ESCI","808","n/a","n/a","0.44","72.02"%,
"Journal of Clinical and Experimental Hepatology","0973-6883","2213-3453","GASTROENTEROLOGY & HEPATOLOGY - ESCI","1,514","n/a","n/a","0.46","1.88"%,
"Therapeutic Advances in Gastrointestinal Endoscopy","2631-7745","2631-7745","GASTROENTEROLOGY & HEPATOLOGY - ESCI","21","n/a","n/a","0.24","100"%,
"Gastroenterology Review-Przeglad Gastroenterologiczny","1895-5770","1897-4317","GASTROENTEROLOGY & HEPATOLOGY - ESCI","533","n/a","n/a","0.52","100"%,
"International Journal of Gastrointestinal Intervention","2636-0004","2636-0012","GASTROENTEROLOGY & HEPATOLOGY - ESCI","19","n/a","n/a","0.03","100"%,
"International Journal of Hepatobiliary and Pancreatic Diseases","2230-9012","2230-9012","GASTROENTEROLOGY & HEPATOLOGY - ESCI","12","n/a","n/a","0.06","57.89"%,
"COLOPROCTOLOGY","0174-2442","1615-6730","GASTROENTEROLOGY & HEPATOLOGY - ESCI","124","n/a","n/a","0.06","8.02"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
