"Journal Data Filtered By:  Selected Categories: HEALTH CARE SCIENCES & SERVICES Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Ethiopian Journal of Health Sciences","1029-1857","2413-7170","HEALTH CARE SCIENCES & SERVICES - ESCI","1,231","n/a","n/a","0.4","100"%,
"JOURNAL OF AMBULATORY CARE MANAGEMENT","0148-9917","1550-3267","HEALTH CARE SCIENCES & SERVICES - ESCI","678","n/a","n/a","0.48","6.54"%,
"ClinicoEconomics and Outcomes Research","1178-6981","1178-6981","HEALTH CARE SCIENCES & SERVICES - ESCI","1,170","n/a","n/a","0.6","100"%,
"Medycyna Paliatywna-Palliative Medicine","2081-0016","2081-2833","HEALTH CARE SCIENCES & SERVICES - ESCI","34","n/a","n/a","0.05","0"%,
"Smart Homecare Technology and TeleHealth","2253-1564","2253-1564","HEALTH CARE SCIENCES & SERVICES - ESCI","76","n/a","n/a","0.21","100"%,
"Chronic Wound Care Management and Research","2324-481X","2324-481X","HEALTH CARE SCIENCES & SERVICES - ESCI","106","n/a","n/a","0.17","100"%,
"BMJ Simulation & Technology Enhanced Learning","2056-6697","2056-6697","HEALTH CARE SCIENCES & SERVICES - ESCI","227","n/a","n/a","0.39","10.69"%,
"Journal of Basic and Clinical Health Sciences","2458-8938","2564-7288","HEALTH CARE SCIENCES & SERVICES - ESCI","21","n/a","n/a","0.07","0"%,
"Annals of Medical and Health Sciences Research","2141-9248","2277-9205","HEALTH CARE SCIENCES & SERVICES - ESCI","1,024","n/a","n/a","0.09","0"%,
"Global & Regional Health Technology Assessment","2284-2403","2283-5733","HEALTH CARE SCIENCES & SERVICES - ESCI","40","n/a","n/a","0.09","100"%,
"African Journal of Health Professions Education","2078-5127","2078-5127","HEALTH CARE SCIENCES & SERVICES - ESCI","128","n/a","n/a","0.17","100"%,
"Journal of Patient-Centered Research and Reviews","2330-068X","2330-0698","HEALTH CARE SCIENCES & SERVICES - ESCI","87","n/a","n/a","0.41","100"%,
"Health Services and Outcomes Research Methodology","1387-3741","1572-9400","HEALTH CARE SCIENCES & SERVICES - ESCI","355","n/a","n/a","0.58","10.71"%,
"Annali di Igiene Medicina Preventiva e di Comunita","1120-9135","1120-9135","HEALTH CARE SCIENCES & SERVICES - ESCI","508","n/a","n/a","0.77","0"%,
"Journal of Pharmaceutical Health Services Research","1759-8885","1759-8893","HEALTH CARE SCIENCES & SERVICES - ESCI","265","n/a","n/a","0.29","3.77"%,
"Farmeconomia-Health Economics and Therapeutic Pathways","1721-6915","2240-256X","HEALTH CARE SCIENCES & SERVICES - ESCI","36","n/a","n/a","0.14","100"%,
"International Journal of Telemedicine and Applications","1687-6415","1687-6423","HEALTH CARE SCIENCES & SERVICES - ESCI","361","n/a","n/a","0.54","100"%,
"Joint Commission Journal on Quality and Patient Safety","1553-7250","1938-131X","HEALTH CARE SCIENCES & SERVICES - ESCI","2,258","n/a","n/a","0.74","8.64"%,
"Internet Journal of Allied Health Sciences and Practice","1540-580X","1540-580X","HEALTH CARE SCIENCES & SERVICES - ESCI","271","n/a","n/a","0.13","100"%,
"International Journal of Healthcare Technology and Management","1368-2156","1741-5144","HEALTH CARE SCIENCES & SERVICES - ESCI","78","n/a","n/a","0.09","0"%,
"Vigilancia Sanitaria em Debate-Sociedade Ciencia & Tecnologia","2317-269X","2317-269X","HEALTH CARE SCIENCES & SERVICES - ESCI","102","n/a","n/a","0.06","100"%,
"Journal of the Liaquat University of Medical and Health Sciences","1729-0341","1729-0341","HEALTH CARE SCIENCES & SERVICES - ESCI","129","n/a","n/a","0.06","100"%,
"Medecine Palliative","1636-6522","2213-0098","HEALTH CARE SCIENCES & SERVICES - ESCI","71","n/a","n/a","0.06","1.37"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
