"Journal Data Filtered By:  Selected Categories: SPORT SCIENCES Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Sports Health-A Multidisciplinary Approach","1941-7381","1941-0921","SPORT SCIENCES - SCIE","2,942","3.843","Q2","1.13","1.83"%,
"JOURNAL OF STRENGTH AND CONDITIONING RESEARCH","1064-8011","1533-4287","SPORT SCIENCES - SCIE","24,341","3.775","Q2","1.17","0.96"%,
"JOURNAL OF SPORT MANAGEMENT","0888-4773","1543-270X","SPORT SCIENCES - SCIE","3,610","3.691","Q2","1","0.79"%,
"CLINICAL JOURNAL OF SPORT MEDICINE","1050-642X","1536-3724","SPORT SCIENCES - SCIE","5,012","3.638","Q2","1.08","0"%,
"JOURNAL OF APPLIED SPORT PSYCHOLOGY","1041-3200","1533-1571","SPORT SCIENCES - SCIE","2,837","3.585","Q2","1.07","0.78"%,
"JOURNAL OF APPLIED PHYSIOLOGY","8750-7587","1522-1601","SPORT SCIENCES - SCIE","48,946","3.531","Q2","1.05","3.34"%,
"JOURNAL OF SPORTS SCIENCES","0264-0414","1466-447X","SPORT SCIENCES - SCIE","17,304","3.337","Q2","1.16","2.14"%,
"INTERNATIONAL JOURNAL OF SPORTS MEDICINE","0172-4622","1439-3964","SPORT SCIENCES - SCIE","9,853","3.118","Q2","0.9","1.31"%,
"Journal of Exercise Science & Fitness","1728-869X","1728-869X","SPORT SCIENCES - SCIE","514","3.103","Q2","0.88","100"%,
"EUROPEAN JOURNAL OF APPLIED PHYSIOLOGY","1439-6319","1439-6327","SPORT SCIENCES - SCIE","19,176","3.078","Q2","0.96","22.48"%,
"JOURNAL OF SHOULDER AND ELBOW SURGERY","1058-2746","N/A","SPORT SCIENCES - SCIE","16,721","3.019","Q2","1.14","2.65"%,
"JOURNAL OF SPORT & EXERCISE PSYCHOLOGY","0895-2779","1543-2904","SPORT SCIENCES - SCIE","5,742","3.016","Q2","0.84","1.83"%,
"Journal of Sports Science and Medicine","1303-2968","1303-2968","SPORT SCIENCES - SCIE","4,651","2.988","Q2","0.89","100"%,
"ADAPTED PHYSICAL ACTIVITY QUARTERLY","0736-5829","1543-2777","SPORT SCIENCES - SCIE","1,651","2.929","Q2","0.98","0"%,
"JOURNAL OF REHABILITATION MEDICINE","1650-1977","1651-2081","SPORT SCIENCES - SCIE","6,773","2.912","Q2","0.98","100"%,
"QUEST","0033-6297","1543-2750","SPORT SCIENCES - SCIE","2,179","2.91","Q2","1.46","0"%,
"JOURNAL OF ATHLETIC TRAINING","1062-6050","1938-162X","SPORT SCIENCES - SCIE","7,924","2.86","Q2","0.92","2.65"%,
"GAIT & POSTURE","0966-6362","1879-2219","SPORT SCIENCES - SCIE","18,460","2.84","Q2","0.88","3.2"%,
"Sports Biomechanics","1476-3141","1752-6116","SPORT SCIENCES - SCIE","1,547","2.832","Q2","0.77","0.38"%,
"Science and Medicine in Football","2473-3938","2473-4446","SPORT SCIENCES - SCIE","497","2.815","Q2","0.83","2.44"%,
"BIOLOGY OF SPORT","0860-021X","2083-1862","SPORT SCIENCES - SCIE","1,255","2.806","Q2","0.93","100"%,
"Orthopaedic Journal of Sports Medicine","N/A","2325-9671","SPORT SCIENCES - SCIE","4,653","2.727","Q3","0.89","99.91"%,
"Applied Physiology Nutrition and Metabolism","1715-5312","1715-5320","SPORT SCIENCES - SCIE","7,321","2.665","Q3","0.78","5.62"%,
"JOURNAL OF ORTHOPAEDIC TRAUMA","0890-5339","1531-2291","SPORT SCIENCES - SCIE","10,850","2.512","Q3","0.81","0.81"%,
"RESEARCH QUARTERLY FOR EXERCISE AND SPORT","0270-1367","2168-3824","SPORT SCIENCES - SCIE","5,627","2.5","Q3","0.74","0.65"%,
"JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY","1050-6411","1873-5711","SPORT SCIENCES - SCIE","6,544","2.368","Q3","0.75","5.88"%,
"PHYSICAL THERAPY IN SPORT","1466-853X","N/A","SPORT SCIENCES - SCIE","2,382","2.365","Q3","0.94","1.21"%,
"PEDIATRIC EXERCISE SCIENCE","0899-8493","1543-2920","SPORT SCIENCES - SCIE","2,327","2.333","Q3","0.86","0"%,
"Measurement in Physical Education and Exercise Science","1091-367X","1532-7841","SPORT SCIENCES - SCIE","947","2.304","Q3","1.14","1.67"%,
"PM&R","1934-1482","1934-1563","SPORT SCIENCES - SCIE","4,703","2.298","Q3","0.73","3.13"%,
"PHYSICIAN AND SPORTSMEDICINE","0091-3847","2326-3660","SPORT SCIENCES - SCIE","1,918","2.241","Q3","0.75","1.16"%,
"KNEE","0968-0160","1873-5800","SPORT SCIENCES - SCIE","6,011","2.199","Q3","0.82","1.71"%,
"Journal of Human Kinetics","1640-5544","1899-7562","SPORT SCIENCES - SCIE","2,830","2.193","Q3","0.71","100"%,
"CLINICS IN SPORTS MEDICINE","0278-5919","1556-228X","SPORT SCIENCES - SCIE","2,732","2.182","Q3","0.95","1.41"%,
"HUMAN MOVEMENT SCIENCE","0167-9457","1872-7646","SPORT SCIENCES - SCIE","6,137","2.161","Q3","0.69","3.63"%,
"AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION","0894-9115","1537-7385","SPORT SCIENCES - SCIE","7,281","2.159","Q3","0.8","1.52"%,
"STRENGTH AND CONDITIONING JOURNAL","1524-1602","1533-4295","SPORT SCIENCES - SCIE","1,927","2.143","Q3","0.59","0.94"%,
"SOCIOLOGY OF SPORT JOURNAL","0741-1235","1543-2785","SPORT SCIENCES - SCIE","1,866","2.134","Q3","0.88","2"%,
"CLINICAL BIOMECHANICS","0268-0033","1879-1271","SPORT SCIENCES - SCIE","10,509","2.063","Q3","0.68","4.6"%,
"SPORTS MEDICINE AND ARTHROSCOPY REVIEW","1062-8592","1538-1951","SPORT SCIENCES - SCIE","1,100","1.985","Q3","0.26","0"%,
"HIGH ALTITUDE MEDICINE & BIOLOGY","1527-0297","1557-8682","SPORT SCIENCES - SCIE","1,570","1.981","Q3","0.57","4.73"%,
"JOURNAL OF AGING AND PHYSICAL ACTIVITY","1063-8652","1543-267X","SPORT SCIENCES - SCIE","2,679","1.961","Q3","0.61","0.35"%,
"International Journal of Performance Analysis in Sport","2474-8668","1474-8185","SPORT SCIENCES - SCIE","2,026","1.95","Q3","0.6","1.17"%,
"BMC Sports Science Medicine and Rehabilitation","2052-1847","2052-1847","SPORT SCIENCES - SCIE","944","1.934","Q4","0.69","100"%,
"JOURNAL OF SPORT REHABILITATION","1056-6716","1543-3072","SPORT SCIENCES - SCIE","2,377","1.931","Q4","0.84","0.24"%,
"JOURNAL OF APPLIED BIOMECHANICS","1065-8483","1543-2688","SPORT SCIENCES - SCIE","2,658","1.833","Q4","0.56","0.56"%,
"Current Sports Medicine Reports","1537-890X","1537-8918","SPORT SCIENCES - SCIE","1,898","1.733","Q4","0.25","0"%,
"JOURNAL OF SPORTS MEDICINE AND PHYSICAL FITNESS","0022-4707","1827-1928","SPORT SCIENCES - SCIE","4,411","1.637","Q4","0.59","0"%,
"WILDERNESS & ENVIRONMENTAL MEDICINE","1080-6032","1545-1534","SPORT SCIENCES - SCIE","1,433","1.518","Q4","0.55","3.79"%,
"SPORT PSYCHOLOGIST","0888-4781","1543-2793","SPORT SCIENCES - SCIE","2,441","1.453","Q4","0.54","0"%,
"Kinesiology","1331-1441","1848-638X","SPORT SCIENCES - SCIE","761","1.452","Q4","0.55","100"%,
"MOTOR CONTROL","1087-1640","1543-2696","SPORT SCIENCES - SCIE","874","1.422","Q4","0.5","0.99"%,
"Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte","1577-0354","1577-0354","SPORT SCIENCES - SCIE","766","1.406","Q4","0.4","100"%,
"ACSMS HEALTH & FITNESS JOURNAL","1091-5397","1536-593X","SPORT SCIENCES - SCIE","347","1.364","Q4","0.35","0"%,
"JOURNAL OF MOTOR BEHAVIOR","0022-2895","1940-1027","SPORT SCIENCES - SCIE","2,775","1.328","Q4","0.46","2.23"%,
"Proceedings of the Institution of Mechanical Engineers Part P-Journal of Sports Engineering and Technology","1754-3371","1754-338X","SPORT SCIENCES - SCIE","455","1.263","Q4","0.4","3.49"%,
"Archives of Budo","1643-8698","1643-8698","SPORT SCIENCES - SCIE","441","1.113","Q4","0.44","0"%,
"SPORTVERLETZUNG-SPORTSCHADEN","0932-0555","1439-1236","SPORT SCIENCES - SCIE","258","1.077","Q4","0.43","0"%,
"PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN","0940-6689","1439-085X","SPORT SCIENCES - SCIE","197","0.903","Q4","0.24","0.85"%,
"SCIENCE & SPORTS","0765-1597","0765-1597","SPORT SCIENCES - SCIE","638","0.789","Q4","0.19","0.47"%,
"MEDICINA DELLO SPORT","0025-7826","1827-1863","SPORT SCIENCES - SCIE","386","0.723","Q4","0.21","0"%,
"INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY","0047-0767","N/A","SPORT SCIENCES - SCIE","1,334","0.6","Q4","0.22","0"%,
"Revista Brasileira de Medicina do Esporte","1517-8692","1806-9940","SPORT SCIENCES - SCIE","903","0.589","Q4","0.13","100"%,
"ISOKINETICS AND EXERCISE SCIENCE","0959-3020","1878-5913","SPORT SCIENCES - SCIE","587","0.519","Q4","0.16","0"%,
"OPERATIVE TECHNIQUES IN SPORTS MEDICINE","1060-1872","1557-9794","SPORT SCIENCES - SCIE","398","0.28","Q4","0.14","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
