"Journal Data Filtered By:  Selected Categories: SURGERY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Journal of Hand Surgery-Asian-Pacific Volume","2424-8355","2424-8363","SURGERY - ESCI","621","n/a","n/a","0.17","0"%,
"Annals of Laparoscopic and Endoscopic Surgery","2518-6973","2518-6973","SURGERY - ESCI","158","n/a","n/a","0.12","80.85"%,
"European Journal of Pediatric Surgery Reports","2194-7619","2194-7627","SURGERY - ESCI","100","n/a","n/a","0.22","100"%,
"International Journal of Surgery Case Reports","2210-2612","2210-2612","SURGERY - ESCI","3,564","n/a","n/a","0.27","98.77"%,
"Plastic and Reconstructive Surgery-Global Open","2169-7574","2169-7574","SURGERY - ESCI","3,206","n/a","n/a","0.49","99.65"%,
"Case Reports in Plastic Surgery and Hand Surgery","2332-0885","2332-0885","SURGERY - ESCI","64","n/a","n/a","0.15","88.24"%,
"Indian Journal of Otolaryngology and Head & Neck Surgery","2231-3796","0973-7707","SURGERY - ESCI","1,729","n/a","n/a","0.18","1.11"%,
"Journal of EndoVascular Resuscitation and Trauma Management","2002-7567","2002-7567","SURGERY - ESCI","27","n/a","n/a","0.25","0"%,
"Journal of Vascular Surgery Cases and Innovative Techniques","2468-4287","2468-4287","SURGERY - ESCI","272","n/a","n/a","0.25","100"%,
"Brazilian Neurosurgery-Arquivos Brasileiros de Neurocirurgia","0103-5355","2359-5922","SURGERY - ESCI","56","n/a","n/a","0.04","100"%,
"GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW","2193-8091","2193-8091","SURGERY - ESCI","108","n/a","n/a","0.21","100"%,
"Postepy w Chirurgii Glowy i Szyi-Advances in Head and Neck Surgery","1643-9279","2084-9842","SURGERY - ESCI","2","n/a","n/a","0","0"%,
"Innovations-Technology and Techniques in Cardiothoracic and Vascular Surgery","1556-9845","1559-0879","SURGERY - ESCI","1,242","n/a","n/a","0.41","2.99"%,
"Surgical Technology International-International Developments in Surgery and Surgical Research","N/A","1090-3941","SURGERY - ESCI","1,072","n/a","n/a","0.14","0"%,
"ARTHROSKOPIE","0933-7946","1434-3924","SURGERY - ESCI","77","n/a","n/a","0.05","4.55"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
