"Journal Data Filtered By:  Selected Categories: GASTROENTEROLOGY & HEPATOLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"INTERNATIONAL JOURNAL OF COLORECTAL DISEASE","0179-1958","1432-1262","GASTROENTEROLOGY & HEPATOLOGY - SCIE","8,097","2.571","Q4","0.74","14.04"%,
"EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY","0954-691X","1473-5687","GASTROENTEROLOGY & HEPATOLOGY - SCIE","7,696","2.566","Q4","0.5","2.74"%,
"Saudi Journal of Gastroenterology","1319-3767","1998-4049","GASTROENTEROLOGY & HEPATOLOGY - SCIE","1,373","2.485","Q4","0.45","100"%,
"SCANDINAVIAN JOURNAL OF GASTROENTEROLOGY","0036-5521","1502-7708","GASTROENTEROLOGY & HEPATOLOGY - SCIE","10,164","2.423","Q4","0.48","12.31"%,
"DIGESTIVE DISEASES","0257-2753","1421-9875","GASTROENTEROLOGY & HEPATOLOGY - SCIE","3,151","2.404","Q4","0.56","3.91"%,
"Annals of Hepatology","1665-2681","1665-2681","GASTROENTEROLOGY & HEPATOLOGY - SCIE","2,610","2.4","Q4","0.47","97.95"%,
"Clinics in Colon and Rectal Surgery","1531-0043","1530-9681","GASTROENTEROLOGY & HEPATOLOGY - SCIE","1,666","2.373","Q4","0.6","0"%,
"Journal of Digestive Diseases","1751-2972","1751-2980","GASTROENTEROLOGY & HEPATOLOGY - SCIE","2,031","2.325","Q4","0.41","5.33"%,
"Gastroenterology Research and Practice","1687-6121","1687-630X","GASTROENTEROLOGY & HEPATOLOGY - SCIE","3,948","2.26","Q4","0.32","100"%,
"Gastroenterologia y Hepatologia","0210-5705","0210-5705","GASTROENTEROLOGY & HEPATOLOGY - SCIE","788","2.102","Q4","0.26","7.84"%,
"REVISTA ESPANOLA DE ENFERMEDADES DIGESTIVAS","1130-0108","2340-4167","GASTROENTEROLOGY & HEPATOLOGY - SCIE","1,999","2.086","Q4","0.3","100"%,
"Arab Journal of Gastroenterology","1687-1979","2090-2387","GASTROENTEROLOGY & HEPATOLOGY - SCIE","504","2.076","Q4","0.24","0"%,
"Journal of Gastrointestinal and Liver Diseases","1841-8724","1842-1121","GASTROENTEROLOGY & HEPATOLOGY - SCIE","1,735","2.008","Q4","0.4","44.66"%,
"ZEITSCHRIFT FUR GASTROENTEROLOGIE","0044-2771","1439-7803","GASTROENTEROLOGY & HEPATOLOGY - SCIE","1,594","2","Q4","0.3","0.44"%,
"Visceral Medicine","2297-4725","2297-475X","GASTROENTEROLOGY & HEPATOLOGY - SCIE","579","1.96","Q4","0.52","7.69"%,
"Turkish Journal of Gastroenterology","N/A","2148-5607","GASTROENTEROLOGY & HEPATOLOGY - SCIE","1,482","1.852","Q4","0.3","0"%,
"ACTA GASTRO-ENTEROLOGICA BELGICA","1784-3227","N/A","GASTROENTEROLOGY & HEPATOLOGY - SCIE","704","1.316","Q4","0.16","0"%,
"Gastroenterology Nursing","1042-895X","1538-9766","GASTROENTEROLOGY & HEPATOLOGY - SCIE","585","0.978","Q4","0.32","0.64"%,
"Hepatitis Monthly","1735-143X","1735-3408","GASTROENTEROLOGY & HEPATOLOGY - SCIE","1,323","0.66","Q4","0.13","92.72"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
