"Journal Data Filtered By:  Selected Categories: PEDIATRICS Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Clinical Pediatric Emergency Medicine","1522-8401","1558-2310","PEDIATRICS - ESCI","250","n/a","n/a","0.18","0"%,
"South African Journal of Child Health","1994-3032","1999-7671","PEDIATRICS - ESCI","225","n/a","n/a","0.22","100"%,
"Egyptian Pediatric Association Gazette","1110-6638","2090-9942","PEDIATRICS - ESCI","93","n/a","n/a","0.19","100"%,
"Archives of Pediatric Infectious Diseases","2322-1828","2322-1836","PEDIATRICS - ESCI","176","n/a","n/a","0.27","96.88"%,
"Journal of Pediatric Surgery Case Reports","2213-5766","2213-5766","PEDIATRICS - ESCI","363","n/a","n/a","0.1","100"%,
"Pediatric Health Medicine and Therapeutics","N/A","1179-9927","PEDIATRICS - ESCI","270","n/a","n/a","0.72","100"%,
"Adolescent Health Medicine and Therapeutics","1179-318X","1179-318X","PEDIATRICS - ESCI","672","n/a","n/a","1.01","100"%,
"International Journal of Neonatal Screening","N/A","2409-515X","PEDIATRICS - ESCI","251","n/a","n/a","0.58","100"%,
"International Journal of Pediatrics-Mashhad","2345-5047","2345-5055","PEDIATRICS - ESCI","673","n/a","n/a","0.27","100"%,
"Journal of Pediatric Rehabilitation Medicine","1874-5393","1875-8894","PEDIATRICS - ESCI","668","n/a","n/a","0.42","0"%,
"Guncel Pediatri-Journal of Current Pediatrics","1304-9054","1308-6308","PEDIATRICS - ESCI","46","n/a","n/a","0.03","0"%,
"Annals of Pediatric Endocrinology & Metabolism","2287-1012","2287-1292","PEDIATRICS - ESCI","250","n/a","n/a","0.44","100"%,
"Boletin Medico del Hospital Infantil de Mexico","0539-6115","1665-1146","PEDIATRICS - ESCI","332","n/a","n/a","0.22","0"%,
"Pediatric Gastroenterology Hepatology & Nutrition","2234-8646","2234-8840","PEDIATRICS - ESCI","578","n/a","n/a","0.6","60.45"%,
"International Journal of Child Health and Nutrition","1929-4247","1929-4247","PEDIATRICS - ESCI","91","n/a","n/a","0.1","30"%,
"Turk Pediatri Arsivi-Turkish Archives of Pediatrics","1306-0015","1308-6278","PEDIATRICS - ESCI","420","n/a","n/a","0.29","0"%,
"Iranian Journal of Pediatric Hematology and Oncology","2008-8892","2228-6993","PEDIATRICS - ESCI","171","n/a","n/a","0.18","0"%,
"Journal of Pediatric and Neonatal Individualized Medicine","2281-0692","2281-0692","PEDIATRICS - ESCI","173","n/a","n/a","0.12","100"%,
"Pediatria i Medycyna Rodzinna-Paediatrics and Family Medicine","1734-1531","2451-0742","PEDIATRICS - ESCI","63","n/a","n/a","0.03","100"%,
"Pediatric Reports","2036-749X","2036-7503","PEDIATRICS - ESCI","296","n/a","n/a","0.34","100"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
