"Journal Data Filtered By:  Selected Categories: ONCOLOGY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Molecular and Clinical Oncology","2049-9450","2049-9469","ONCOLOGY - ESCI","3,075","n/a","n/a","0.29","35.83"%,
"Journal of Kidney Cancer and VHL","2203-5826","2203-5826","ONCOLOGY - ESCI","179","n/a","n/a","0.43","100"%,
"Breast Cancer-Targets and Therapy","1179-1314","1179-1314","ONCOLOGY - ESCI","941","n/a","n/a","0.69","100"%,
"Current Colorectal Cancer Reports","1556-3790","1556-3804","ONCOLOGY - ESCI","439","n/a","n/a","0.27","6.06"%,
"European Journal of Breast Health","N/A","2587-0831","ONCOLOGY - ESCI","297","n/a","n/a","0.35","0"%,
"Journal of Gastrointestinal Cancer","1941-6628","1941-6636","ONCOLOGY - ESCI","1,446","n/a","n/a","0.31","3.45"%,
"Revista Colombiana de Cancerologia","0123-9015","2346-0199","ONCOLOGY - ESCI","67","n/a","n/a","0.02","0"%,
"World Journal of Clinical Oncology","2218-4333","2218-4333","ONCOLOGY - ESCI","1,393","n/a","n/a","0.48","99.25"%,
"Indian Journal of Surgical Oncology","0975-7651","0976-6952","ONCOLOGY - ESCI","699","n/a","n/a","0.11","1.55"%,
"Case Reports in Oncological Medicine","2090-6706","2090-6714","ONCOLOGY - ESCI","527","n/a","n/a","0.15","100"%,
"Clinical Cancer Investigation Journal","2278-0513","2278-0513","ONCOLOGY - ESCI","193","n/a","n/a","0.04","0"%,
"International Journal of Breast Cancer","2090-3170","2090-3189","ONCOLOGY - ESCI","489","n/a","n/a","0.35","100"%,
"Hematology Transfusion and Cell Therapy","2531-1379","2531-1379","ONCOLOGY - ESCI","221","n/a","n/a","0.28","100"%,
"International Cancer Conference Journal","2192-3183","2192-3183","ONCOLOGY - ESCI","121","n/a","n/a","0.09","2.78"%,
"Breast Cancer-Basic and Clinical Research","1178-2234","1178-2234","ONCOLOGY - ESCI","597","n/a","n/a","0.42","100"%,
"Eurasian Journal of Medicine and Oncology","N/A","2587-196X","ONCOLOGY - ESCI","188","n/a","n/a","0.03","0.68"%,
"International Journal of Particle Therapy","N/A","2331-5180","ONCOLOGY - ESCI","221","n/a","n/a","0.39","100"%,
"International Journal of Surgery-Oncology","2471-3864","2471-3864","ONCOLOGY - ESCI","85","n/a","n/a","0.17","50"%,
"Clinical Advances in Hematology & Oncology","1543-0790","1543-0790","ONCOLOGY - ESCI","990","n/a","n/a","0.15","0"%,
"International Journal of Cancer Management","2538-4422","2538-497X","ONCOLOGY - ESCI","228","n/a","n/a","0.11","76.25"%,
"International Journal of Surgical Oncology","2090-1402","2090-1410","ONCOLOGY - ESCI","431","n/a","n/a","0.33","100"%,
"Memo-Magazine of European Medical Oncology","1865-5041","1865-5076","ONCOLOGY - ESCI","280","n/a","n/a","0.11","46.27"%,
"International Journal of Endocrine Oncology","2045-0869","2045-0877","ONCOLOGY - ESCI","74","n/a","n/a","0.14","100"%,
"Uroonkoloji Bulteni-Bulletin of Urooncology","2147-2270","2147-2270","ONCOLOGY - ESCI","18","n/a","n/a","0.01","100"%,
"Wspolczesna Onkologia-Contemporary Oncology","1428-2526","1897-4309","ONCOLOGY - ESCI","1,212","n/a","n/a","0.27","100"%,
"Clinical and Translational Radiation Oncology","N/A","2405-6308","ONCOLOGY - ESCI","968","n/a","n/a","0.71","100"%,
"Blood and Lymphatic Cancer-Targets and Therapy","1179-9889","1179-9889","ONCOLOGY - ESCI","62","n/a","n/a","0.21","100"%,
"Reports of Practical Oncology and Radiotherapy","1507-1367","2083-4640","ONCOLOGY - ESCI","1,141","n/a","n/a","0.3","0"%,
"Indian Journal of Medical and Paediatric Oncology","0971-5851","0975-2129","ONCOLOGY - ESCI","734","n/a","n/a","0.09","0.26"%,
"Journal of Experimental Therapeutics and Oncology","1359-4117","1533-869X","ONCOLOGY - ESCI","310","n/a","n/a","0.13","0"%,
"Journal of the Egyptian National Cancer Institute","1110-0362","2589-0409","ONCOLOGY - ESCI","345","n/a","n/a","0.23","100"%,
"Turk Onkoloji Dergisi-Turkish Journal of Oncology","1300-7467","1300-7467","ONCOLOGY - ESCI","54","n/a","n/a","0.03","0"%,
"International Journal of Clinical and Experimental Pathology","1936-2625","1936-2625","ONCOLOGY - ESCI","11,102","n/a","n/a","0.15","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
