"Journal Data Filtered By:  Selected Categories: REHABILITATION Selected Editions: SSCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"JOURNAL OF INTELLECTUAL & DEVELOPMENTAL DISABILITY","1366-8250","1469-9532","REHABILITATION - SSCI","1,963","2.093","Q2","1.07","12.35"%,
"Journal of Intellectual Disabilities","1744-6295","1744-6309","REHABILITATION - SSCI","802","2.049","Q2","0.84","9.92"%,
"JOURNAL OF EARLY INTERVENTION","1053-8151","2154-3992","REHABILITATION - SSCI","1,228","2.023","Q3","0.81","0"%,
"Intellectual and Developmental Disabilities","1934-9491","1934-9556","REHABILITATION - SSCI","1,382","1.94","Q3","0.79","0"%,
"PSYCHIATRIC REHABILITATION JOURNAL","1095-158X","1559-3126","REHABILITATION - SSCI","2,321","1.935","Q3","0.83","0"%,
"Career Development and Transition for Exceptional Individuals","2165-1434","2165-1442","REHABILITATION - SSCI","924","1.923","Q3","1.02","2.41"%,
"DYSLEXIA","1076-9242","1099-0909","REHABILITATION - SSCI","1,072","1.887","Q3","0.87","21.59"%,
"Journal of Special Education Technology","0162-6434","2381-3121","REHABILITATION - SSCI","597","1.886","Q3","0.9","0.99"%,
"LEARNING DISABILITY QUARTERLY","0731-9487","2168-376X","REHABILITATION - SSCI","1,238","1.865","Q3","0.86","0"%,
"Journal of Policy and Practice in Intellectual Disabilities","1741-1122","1741-1130","REHABILITATION - SSCI","1,097","1.806","Q3","0.58","11.57"%,
"OTJR-OCCUPATION PARTICIPATION AND HEALTH","1539-4492","1938-2383","REHABILITATION - SSCI","1,040","1.768","Q3","0.73","1.04"%,
"Journal of Deaf Studies and Deaf Education","1081-4159","1465-7325","REHABILITATION - SSCI","1,948","1.763","Q3","0.9","2.54"%,
"JOURNAL OF MUSIC THERAPY","0022-2917","2053-7395","REHABILITATION - SSCI","985","1.742","Q3","2.63","0"%,
"JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES","1056-263X","1573-3580","REHABILITATION - SSCI","1,521","1.71","Q3","0.63","5.71"%,
"Journal of Disability Policy Studies","1044-2073","1538-4802","REHABILITATION - SSCI","784","1.696","Q3","0.82","0"%,
"Rehabilitation Nursing","0278-4807","2048-7940","REHABILITATION - SSCI","1,073","1.625","Q3","0.67","0.88"%,
"Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie","0008-4174","1911-9828","REHABILITATION - SSCI","1,575","1.614","Q3","0.67","0.91"%,
"REHABILITATION COUNSELING BULLETIN","0034-3552","1538-4853","REHABILITATION - SSCI","880","1.614","Q3","0.58","0"%,
"Education and Training in Autism and Developmental Disabilities","2154-1647","N/A","REHABILITATION - SSCI","968","1.578","Q3","0.56","0"%,
"International Journal of Disability Development and Education","1034-912X","1465-346X","REHABILITATION - SSCI","1,247","1.543","Q3","0.65","2.76"%,
"ANNALS OF DYSLEXIA","0736-9387","1934-7243","REHABILITATION - SSCI","1,134","1.515","Q4","0.95","14.81"%,
"Education and Treatment of Children","0748-8491","1934-8924","REHABILITATION - SSCI","1,497","1.491","Q4","0.53","0"%,
"TOPICS IN LANGUAGE DISORDERS","0271-8294","1550-3259","REHABILITATION - SSCI","973","1.484","Q4","1.4","0"%,
"INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH","0342-5282","1473-5660","REHABILITATION - SSCI","1,944","1.479","Q4","0.63","4.6"%,
"Infants & Young Children","0896-3746","1550-5081","REHABILITATION - SSCI","945","1.475","Q4","0.6","0"%,
"SEXUALITY AND DISABILITY","0146-1044","1573-6717","REHABILITATION - SSCI","1,194","1.463","Q4","0.51","10"%,
"Kinesiology","1331-1441","1848-638X","REHABILITATION - SSCI","761","1.452","Q4","0.55","100"%,
"Occupational Therapy International","0966-7903","1557-0703","REHABILITATION - SSCI","666","1.448","Q4","0.46","100"%,
"ARTS IN PSYCHOTHERAPY","0197-4556","1873-5878","REHABILITATION - SSCI","1,558","1.404","Q4","0.66","4.6"%,
"CLINICAL LINGUISTICS & PHONETICS","0269-9206","1464-5076","REHABILITATION - SSCI","1,876","1.346","Q4","0.86","5.74"%,
"Nordic Journal of Music Therapy","0809-8131","1944-8260","REHABILITATION - SSCI","412","1.255","Q4","0.57","3.53"%,
"British Journal of Occupational Therapy","0308-0226","1477-6006","REHABILITATION - SSCI","1,922","1.243","Q4","0.53","4.96"%,
"Communication Disorders Quarterly","1525-7401","1538-4837","REHABILITATION - SSCI","565","0.98","Q4","0.63","0"%,
"International Journal of Developmental Disabilities","2047-3869","2047-3877","REHABILITATION - SSCI","309","0.973","Q4","0.55","4.57"%,
"AMERICAN ANNALS OF THE DEAF","0002-726X","1543-0375","REHABILITATION - SSCI","858","0.872","Q4","0.38","0"%,
"FOLIA PHONIATRICA ET LOGOPAEDICA","1021-7762","1421-9972","REHABILITATION - SSCI","1,336","0.849","Q4","0.4","4.5"%,
"JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS","0145-482X","1559-1476","REHABILITATION - SSCI","1,319","0.798","Q4","0.32","1.38"%,
"JOURNAL OF REHABILITATION","0022-4154","N/A","REHABILITATION - SSCI","557","0.796","Q4","0.29","0"%,
"TOPICS IN GERIATRIC REHABILITATION","0882-7524","1550-2414","REHABILITATION - SSCI","438","0.622","Q4","0.18","0.88"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
