"Journal Data Filtered By:  Selected Categories: DENTISTRY, ORAL SURGERY & MEDICINE Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"JOURNAL OF PUBLIC HEALTH DENTISTRY","0022-4006","1752-7325","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","2,142","1.821","Q4","0.7","2.33"%,
"Journal of Oral Implantology","0160-6972","1548-1336","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","1,970","1.779","Q4","0.59","0"%,
"INTERNATIONAL JOURNAL OF PROSTHODONTICS","0893-2174","1942-4426","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","3,962","1.681","Q4","0.71","0"%,
"QUINTESSENCE INTERNATIONAL","0033-6572","1936-7163","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","3,148","1.677","Q4","0.71","0"%,
"Australian Endodontic Journal","1329-1947","1747-4477","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","712","1.659","Q4","0.72","1.59"%,
"BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY","0266-4356","1532-1940","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","6,230","1.651","Q4","0.51","0.89"%,
"BRITISH DENTAL JOURNAL","0007-0610","1476-5373","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","7,330","1.626","Q4","0.74","1.48"%,
"Journal of Stomatology Oral and Maxillofacial Surgery","2468-8509","2468-7855","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","433","1.569","Q4","0.46","0"%,
"Journal of Oral Science","1343-4934","1880-4926","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","1,802","1.556","Q4","0.45","0"%,
"AMERICAN JOURNAL OF DENTISTRY","0894-8275","N/A","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","1,972","1.522","Q4","0.55","0"%,
"CLEFT PALATE-CRANIOFACIAL JOURNAL","1055-6656","1545-1569","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","5,115","1.433","Q4","0.6","1.67"%,
"Korean Journal of Orthodontics","2234-7518","2005-372X","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","668","1.372","Q4","0.63","20.47"%,
"COMMUNITY DENTAL HEALTH","0265-539X","0265-539X","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","1,586","1.349","Q4","0.45","0"%,
"JOURNAL OF THE CANADIAN DENTAL ASSOCIATION","1488-2159","N/A","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","1,482","1.316","Q4","0.2","0"%,
"Oral Health & Preventive Dentistry","1602-1622","1757-9996","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","1,201","1.256","Q4","0.46","47.43"%,
"Journal of Clinical Pediatric Dentistry","1053-4628","1557-5268","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","1,522","1.065","Q4","0.45","0"%,
"Seminars in Orthodontics","1073-8746","1558-4631","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","872","0.97","Q4","0.33","3.57"%,
"Australasian Orthodontic Journal","2207-7472","2207-7480","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","22","0.226","Q4","0.09","0"%,
"Implantologie","0943-9692","0943-9692","DENTISTRY, ORAL SURGERY & MEDICINE - SCIE","33","0.125","Q4","0.06","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
