"Journal Data Filtered By:  Selected Categories: RESPIRATORY SYSTEM Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"BMC Pulmonary Medicine","1471-2466","1471-2466","RESPIRATORY SYSTEM - SCIE","5,581","3.317","Q2","0.79","100"%,
"Journal of Breath Research","1752-7155","1752-7163","RESPIRATORY SYSTEM - SCIE","2,296","3.262","Q2","0.87","21.46"%,
"CURRENT OPINION IN PULMONARY MEDICINE","1070-5287","1531-6971","RESPIRATORY SYSTEM - SCIE","3,373","3.155","Q3","0.63","2.75"%,
"TUBERCULOSIS","1472-9792","N/A","RESPIRATORY SYSTEM - SCIE","3,832","3.131","Q3","0.64","13.25"%,
"SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE","1069-3424","1098-9048","RESPIRATORY SYSTEM - SCIE","2,733","3.119","Q3","0.46","0"%,
"PEDIATRIC PULMONOLOGY","8755-6863","1099-0496","RESPIRATORY SYSTEM - SCIE","9,235","3.039","Q3","0.98","7.6"%,
"Pulmonary Circulation","2045-8932","2045-8940","RESPIRATORY SYSTEM - SCIE","2,397","3.017","Q3","0.59","98.56"%,
"Journal of Thoracic Disease","2072-1439","2077-6624","RESPIRATORY SYSTEM - SCIE","14,062","2.895","Q3","0.53","68.53"%,
"CLINICS IN CHEST MEDICINE","0272-5231","1557-8216","RESPIRATORY SYSTEM - SCIE","3,362","2.878","Q3","0.82","0.52"%,
"npj Primary Care Respiratory Medicine","N/A","2055-1010","RESPIRATORY SYSTEM - SCIE","1,079","2.871","Q3","1.03","100"%,
"Journal of Aerosol Medicine and Pulmonary Drug Delivery","1941-2711","1941-2703","RESPIRATORY SYSTEM - SCIE","1,660","2.849","Q3","0.75","21.37"%,
"Sleep and Breathing","1520-9512","1522-1709","RESPIRATORY SYSTEM - SCIE","4,728","2.816","Q3","0.72","12.37"%,
"Paediatric Respiratory Reviews","1526-0542","1526-0550","RESPIRATORY SYSTEM - SCIE","2,234","2.726","Q3","1.02","4.73"%,
"JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA","1053-0770","1532-8422","RESPIRATORY SYSTEM - SCIE","7,080","2.628","Q3","0.58","2.07"%,
"Jornal Brasileiro de Pneumologia","1806-3713","1806-3756","RESPIRATORY SYSTEM - SCIE","2,228","2.624","Q3","0.46","100"%,
"LUNG","0341-2040","1432-1750","RESPIRATORY SYSTEM - SCIE","3,180","2.584","Q3","0.59","11.15"%,
"Clinical Respiratory Journal","1752-6981","1752-699X","RESPIRATORY SYSTEM - SCIE","2,225","2.57","Q3","0.59","4"%,
"JOURNAL OF ASTHMA","0277-0903","1532-4303","RESPIRATORY SYSTEM - SCIE","5,004","2.515","Q3","0.56","7.5"%,
"EXPERIMENTAL LUNG RESEARCH","0190-2148","1521-0499","RESPIRATORY SYSTEM - SCIE","1,567","2.459","Q4","0.52","3.28"%,
"Chronic Respiratory Disease","1479-9723","1479-9731","RESPIRATORY SYSTEM - SCIE","1,252","2.444","Q4","0.61","100"%,
"COPD-Journal of Chronic Obstructive Pulmonary Disease","1541-2555","1541-2563","RESPIRATORY SYSTEM - SCIE","2,791","2.409","Q4","0.64","12.44"%,
"Canadian Respiratory Journal","1198-2241","1916-7245","RESPIRATORY SYSTEM - SCIE","1,893","2.409","Q4","0.47","100"%,
"INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE","1027-3719","1815-7920","RESPIRATORY SYSTEM - SCIE","8,150","2.373","Q4","0.65","6.37"%,
"Respiratory Care","0020-1324","1943-3654","RESPIRATORY SYSTEM - SCIE","7,084","2.258","Q4","0.54","0"%,
"Annals of Thoracic Medicine","1817-1737","1998-3557","RESPIRATORY SYSTEM - SCIE","1,050","2.219","Q4","0.47","100"%,
"HEART & LUNG","0147-9563","1527-3288","RESPIRATORY SYSTEM - SCIE","3,080","2.21","Q4","0.76","2.8"%,
"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY","1569-9048","1878-1519","RESPIRATORY SYSTEM - SCIE","7,515","1.931","Q4","0.58","3.67"%,
"Interactive Cardiovascular and Thoracic Surgery","1569-9293","1569-9285","RESPIRATORY SYSTEM - SCIE","6,701","1.905","Q4","0.54","0.36"%,
"THORACIC AND CARDIOVASCULAR SURGEON","0171-6425","1439-1902","RESPIRATORY SYSTEM - SCIE","2,225","1.827","Q4","0.41","2.22"%,
"Thoracic Surgery Clinics","1547-4127","1558-5069","RESPIRATORY SYSTEM - SCIE","1,127","1.75","Q4","0.6","0.64"%,
"Pediatric Allergy Immunology and Pulmonology","2151-321X","2151-3228","RESPIRATORY SYSTEM - SCIE","376","1.349","Q4","0.26","5.15"%,
"Respiratory Medicine and Research","N/A","2590-0412","RESPIRATORY SYSTEM - SCIE","35","1.125","Q4","0.29","6.38"%,
"SARCOIDOSIS VASCULITIS AND DIFFUSE LUNG DISEASES","1124-0490","N/A","RESPIRATORY SYSTEM - SCIE","1,387","0.67","Q4","0.14","0"%,
"REVUE DES MALADIES RESPIRATOIRES","0761-8425","1776-2588","RESPIRATORY SYSTEM - SCIE","840","0.622","Q4","0.12","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
