"Journal Data Filtered By:  Selected Categories: HEALTH CARE SCIENCES & SERVICES Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"International Journal of Health Policy and Management","N/A","2322-5939","HEALTH CARE SCIENCES & SERVICES - SCIE","2,118","5.007","Q1","1.15","100"%,
"PHARMACOECONOMICS","1170-7690","1179-2027","HEALTH CARE SCIENCES & SERVICES - SCIE","6,543","4.981","Q1","1.29","42.07"%,
"Journal of Personalized Medicine","N/A","2075-4426","HEALTH CARE SCIENCES & SERVICES - SCIE","1,071","4.945","Q1","1.29","100"%,
"MILBANK QUARTERLY","0887-378X","1468-0009","HEALTH CARE SCIENCES & SERVICES - SCIE","4,632","4.911","Q1","1.7","27.84"%,
"JMIR mHealth and uHealth","2291-5222","2291-5222","HEALTH CARE SCIENCES & SERVICES - SCIE","7,694","4.773","Q1","1.33","100"%,
"PALLIATIVE MEDICINE","0269-2163","1477-030X","HEALTH CARE SCIENCES & SERVICES - SCIE","7,332","4.762","Q1","1.45","37.78"%,
"BMC Medical Research Methodology","N/A","1471-2288","HEALTH CARE SCIENCES & SERVICES - SCIE","16,557","4.615","Q1","1.28","100"%,
"JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION","1067-5027","1527-974X","HEALTH CARE SCIENCES & SERVICES - SCIE","12,078","4.497","Q1","1.43","25.55"%,
"JOURNAL OF MEDICAL SYSTEMS","0148-5598","1573-689X","HEALTH CARE SCIENCES & SERVICES - SCIE","8,017","4.46","Q1","1.23","6.56"%,
"JOURNAL OF RURAL HEALTH","0890-765X","1748-0361","HEALTH CARE SCIENCES & SERVICES - SCIE","2,866","4.333","Q1","1.63","6.02"%,
"Internet Interventions-The Application of Information Technology in Mental and Behavioural Health","N/A","2214-7829","HEALTH CARE SCIENCES & SERVICES - SCIE","1,658","4.333","Q1","1.2","100"%,
"QUALITY OF LIFE RESEARCH","0962-9343","1573-2649","HEALTH CARE SCIENCES & SERVICES - SCIE","19,584","4.147","Q1","1.19","27.58"%,
"JMIR Serious Games","2291-9279","2291-9279","HEALTH CARE SCIENCES & SERVICES - SCIE","641","4.143","Q1","1.06","85"%,
"INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","1386-5056","1872-8243","HEALTH CARE SCIENCES & SERVICES - SCIE","7,651","4.046","Q1","1.13","10.48"%,
"HEALTH TECHNOLOGY ASSESSMENT","1366-5278","2046-4924","HEALTH CARE SCIENCES & SERVICES - SCIE","6,820","4.014","Q1","1.27","100"%,
"MEDICAL CARE RESEARCH AND REVIEW","1077-5587","1552-6801","HEALTH CARE SCIENCES & SERVICES - SCIE","2,973","3.929","Q2","1.33","4.65"%,
"Patient-Patient Centered Outcomes Research","1178-1653","1178-1661","HEALTH CARE SCIENCES & SERVICES - SCIE","1,738","3.883","Q2","1.08","40.32"%,
"JOURNAL OF HEALTH ECONOMICS","0167-6296","1879-1646","HEALTH CARE SCIENCES & SERVICES - SCIE","9,140","3.883","Q2","1.42","16.41"%,
"ADVANCES IN HEALTH SCIENCES EDUCATION","1382-4996","1573-1677","HEALTH CARE SCIENCES & SERVICES - SCIE","3,798","3.853","Q2","1.53","30.85"%,
"MEDICAL TEACHER","0142-159X","1466-187X","HEALTH CARE SCIENCES & SERVICES - SCIE","12,121","3.65","Q2","1.46","9.08"%,
"JOURNAL OF PAIN AND SYMPTOM MANAGEMENT","0885-3924","1873-6513","HEALTH CARE SCIENCES & SERVICES - SCIE","15,063","3.612","Q2","1.11","5.7"%,
"SUPPORTIVE CARE IN CANCER","0941-4355","1433-7339","HEALTH CARE SCIENCES & SERVICES - SCIE","18,289","3.603","Q2","1.12","14.6"%,
"BMJ Supportive & Palliative Care","2045-435X","2045-4368","HEALTH CARE SCIENCES & SERVICES - SCIE","2,039","3.568","Q2","1.07","15.22"%,
"Telemedicine and e-Health","1530-5627","1556-3669","HEALTH CARE SCIENCES & SERVICES - SCIE","6,307","3.536","Q2","1.13","5.23"%,
"Digital Health","2055-2076","2055-2076","HEALTH CARE SCIENCES & SERVICES - SCIE","676","3.495","Q2","0.88","100"%,
"HEALTH SERVICES RESEARCH","0017-9124","1475-6773","HEALTH CARE SCIENCES & SERVICES - SCIE","9,969","3.402","Q2","1.19","12.89"%,
"HEALTH EXPECTATIONS","1369-6513","1369-7625","HEALTH CARE SCIENCES & SERVICES - SCIE","4,873","3.377","Q2","1.13","100"%,
"HEALTH POLICY AND PLANNING","0268-1080","1460-2237","HEALTH CARE SCIENCES & SERVICES - SCIE","6,543","3.344","Q2","1.13","47.48"%,
"BMC Palliative Care","1472-684X","1472-684X","HEALTH CARE SCIENCES & SERVICES - SCIE","2,800","3.234","Q2","1.02","100"%,
"Risk Management and Healthcare Policy","N/A","1179-1594","HEALTH CARE SCIENCES & SERVICES - SCIE","945","3.2","Q2","0.86","100"%,
"Health and Quality of Life Outcomes","N/A","1477-7525","HEALTH CARE SCIENCES & SERVICES - SCIE","12,375","3.186","Q2","1.08","99.87"%,
"HEALTH ECONOMICS","1057-9230","1099-1050","HEALTH CARE SCIENCES & SERVICES - SCIE","7,932","3.046","Q2","1.12","21.71"%,
"STATISTICAL METHODS IN MEDICAL RESEARCH","0962-2802","1477-0334","HEALTH CARE SCIENCES & SERVICES - SCIE","6,654","3.021","Q2","1.08","11.99"%,
"MEDICAL CARE","0025-7079","1537-1948","HEALTH CARE SCIENCES & SERVICES - SCIE","23,770","2.983","Q2","1.27","5.77"%,
"HEALTH POLICY","0168-8510","1872-6054","HEALTH CARE SCIENCES & SERVICES - SCIE","9,058","2.98","Q2","0.99","29.18"%,
"JOURNAL OF PALLIATIVE MEDICINE","1096-6218","1557-7740","HEALTH CARE SCIENCES & SERVICES - SCIE","8,370","2.947","Q2","0.96","3.02"%,
"Perspectives on Medical Education","2212-2761","2212-277X","HEALTH CARE SCIENCES & SERVICES - SCIE","1,193","2.947","Q2","1.03","100"%,
"Journal of Managed Care & Specialty Pharmacy","2376-0540","2376-1032","HEALTH CARE SCIENCES & SERVICES - SCIE","2,384","2.903","Q2","0.9","0.22"%,
"Journal of Patient Safety","1549-8417","1549-8425","HEALTH CARE SCIENCES & SERVICES - SCIE","1,525","2.844","Q2","0.78","15.14"%,
"HASTINGS CENTER REPORT","0093-0334","1552-146X","HEALTH CARE SCIENCES & SERVICES - SCIE","2,050","2.683","Q2","0.92","1.69"%,
"Journal of Healthcare Engineering","2040-2295","2040-2309","HEALTH CARE SCIENCES & SERVICES - SCIE","1,992","2.682","Q2","0.72","100"%,
"Health Informatics Journal","1460-4582","1741-2811","HEALTH CARE SCIENCES & SERVICES - SCIE","1,497","2.681","Q2","0.98","41.76"%,
"BMC HEALTH SERVICES RESEARCH","N/A","1472-6963","HEALTH CARE SCIENCES & SERVICES - SCIE","25,956","2.655","Q3","0.82","99.94"%,
"EVALUATION & THE HEALTH PROFESSIONS","0163-2787","1552-3918","HEALTH CARE SCIENCES & SERVICES - SCIE","1,622","2.651","Q3","0.79","2.02"%,
"Healthcare","N/A","2227-9032","HEALTH CARE SCIENCES & SERVICES - SCIE","2,175","2.645","Q3","0.79","100"%,
"Annals of Palliative Medicine","2224-5820","2224-5839","HEALTH CARE SCIENCES & SERVICES - SCIE","1,097","2.595","Q3","0.61","92.41"%,
"MEDICAL DECISION MAKING","0272-989X","1552-681X","HEALTH CARE SCIENCES & SERVICES - SCIE","6,391","2.583","Q3","0.86","19.56"%,
"SCANDINAVIAN JOURNAL OF PRIMARY HEALTH CARE","0281-3432","1502-7724","HEALTH CARE SCIENCES & SERVICES - SCIE","1,842","2.581","Q3","0.92","100"%,
"Applied Health Economics and Health Policy","1175-5652","1179-1896","HEALTH CARE SCIENCES & SERVICES - SCIE","1,726","2.561","Q3","0.9","31.33"%,
"Disability and Health Journal","1936-6574","1876-7583","HEALTH CARE SCIENCES & SERVICES - SCIE","2,139","2.554","Q3","0.99","4.35"%,
"International Journal of Evidence-Based Healthcare","N/A","1744-1609","HEALTH CARE SCIENCES & SERVICES - SCIE","1,721","2.548","Q3","0.64","4.71"%,
"EUROPEAN JOURNAL OF CANCER CARE","0961-5423","1365-2354","HEALTH CARE SCIENCES & SERVICES - SCIE","4,547","2.52","Q3","1","10.2"%,
"American Journal of Hospice & Palliative Medicine","1049-9091","1938-2715","HEALTH CARE SCIENCES & SERVICES - SCIE","3,368","2.5","Q3","0.81","4.31"%,
"Population Health Management","1942-7891","1942-7905","HEALTH CARE SCIENCES & SERVICES - SCIE","1,333","2.459","Q3","0.91","16.47"%,
"JOURNAL OF MEDICAL ECONOMICS","1369-6998","1941-837X","HEALTH CARE SCIENCES & SERVICES - SCIE","2,936","2.448","Q3","0.83","30.62"%,
"Informatics for Health & Social Care","1753-8157","1753-8165","HEALTH CARE SCIENCES & SERVICES - SCIE","511","2.439","Q3","0.73","4.35"%,
"JOURNAL OF EVALUATION IN CLINICAL PRACTICE","1356-1294","1365-2753","HEALTH CARE SCIENCES & SERVICES - SCIE","5,408","2.431","Q3","0.72","12.42"%,
"Therapeutics and Clinical Risk Management","N/A","1178-203X","HEALTH CARE SCIENCES & SERVICES - SCIE","4,454","2.423","Q3","0.64","100"%,
"TEACHING AND LEARNING IN MEDICINE","1040-1334","1532-8015","HEALTH CARE SCIENCES & SERVICES - SCIE","1,914","2.414","Q3","1.12","5.24"%,
"Chronic Illness","1742-3953","1745-9206","HEALTH CARE SCIENCES & SERVICES - SCIE","898","2.409","Q3","0.66","2.11"%,
"Journal of Multidisciplinary Healthcare","1178-2390","1178-2390","HEALTH CARE SCIENCES & SERVICES - SCIE","1,737","2.404","Q3","0.74","100"%,
"Journal of Interprofessional Care","1356-1820","1469-9567","HEALTH CARE SCIENCES & SERVICES - SCIE","4,227","2.338","Q3","0.69","4.48"%,
"Current Opinion in Supportive and Palliative Care","1751-4258","1751-4266","HEALTH CARE SCIENCES & SERVICES - SCIE","1,552","2.302","Q3","0.4","2.35"%,
"JOURNAL OF HEALTH POLITICS POLICY AND LAW","0361-6878","N/A","HEALTH CARE SCIENCES & SERVICES - SCIE","1,586","2.265","Q3","1","0"%,
"JOURNAL OF PALLIATIVE CARE","0825-8597","2369-5293","HEALTH CARE SCIENCES & SERVICES - SCIE","1,241","2.25","Q3","0.59","2.22"%,
"AMERICAN JOURNAL OF MANAGED CARE","1088-0224","N/A","HEALTH CARE SCIENCES & SERVICES - SCIE","5,296","2.229","Q3","0.6","0.24"%,
"JOURNAL OF PUBLIC HEALTH POLICY","0197-5897","1745-655X","HEALTH CARE SCIENCES & SERVICES - SCIE","1,228","2.222","Q3","0.72","15.32"%,
"Expert Review of Pharmacoeconomics & Outcomes Research","1473-7167","1744-8379","HEALTH CARE SCIENCES & SERVICES - SCIE","2,176","2.217","Q3","0.65","4.43"%,
"INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE","0266-4623","1471-6348","HEALTH CARE SCIENCES & SERVICES - SCIE","2,522","2.188","Q3","0.5","18.18"%,
"METHODS OF INFORMATION IN MEDICINE","0026-1270","2511-705X","HEALTH CARE SCIENCES & SERVICES - SCIE","1,601","2.176","Q4","0.58","28.26"%,
"Gaceta Sanitaria","0213-9111","1578-1283","HEALTH CARE SCIENCES & SERVICES - SCIE","2,417","2.139","Q4","0.62","100"%,
"JOURNAL OF SCHOOL HEALTH","0022-4391","1746-1561","HEALTH CARE SCIENCES & SERVICES - SCIE","5,051","2.118","Q4","0.97","7.16"%,
"JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES","0022-5045","1468-4373","HEALTH CARE SCIENCES & SERVICES - SCIE","614","2.088","Q4","0.68","12"%,
"American Health and Drug Benefits","1942-2962","1942-2970","HEALTH CARE SCIENCES & SERVICES - SCIE","757","2.07","Q4","0.92","0"%,
"INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE","1353-4505","1464-3677","HEALTH CARE SCIENCES & SERVICES - SCIE","7,191","2.038","Q4","0.71","17.16"%,
"Australian Health Review","0156-5788","1449-8944","HEALTH CARE SCIENCES & SERVICES - SCIE","2,253","1.99","Q4","0.7","33.33"%,
"Families Systems & Health","1091-7527","1939-0602","HEALTH CARE SCIENCES & SERVICES - SCIE","1,285","1.95","Q4","0.61","0"%,
"Simulation in Healthcare-Journal of the Society for Simulation in Healthcare","1559-2332","1559-713X","HEALTH CARE SCIENCES & SERVICES - SCIE","2,043","1.929","Q4","0.62","2.96"%,
"AMERICAN JOURNAL OF MEDICAL QUALITY","1062-8606","1555-824X","HEALTH CARE SCIENCES & SERVICES - SCIE","1,737","1.852","Q4","0.54","2.99"%,
"Journal of Comparative Effectiveness Research","2042-6305","2042-6313","HEALTH CARE SCIENCES & SERVICES - SCIE","907","1.744","Q4","0.62","40.55"%,
"INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING","0046-9580","1945-7243","HEALTH CARE SCIENCES & SERVICES - SCIE","975","1.73","Q4","0.55","100"%,
"INTERNATIONAL JOURNAL OF HEALTH SERVICES","0020-7314","1541-4469","HEALTH CARE SCIENCES & SERVICES - SCIE","2,012","1.663","Q4","0.6","10"%,
"EASTERN MEDITERRANEAN HEALTH JOURNAL","1020-3397","1687-1634","HEALTH CARE SCIENCES & SERVICES - SCIE","3,247","1.628","Q4","0.39","0"%,
"JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH","1094-3412","1556-3308","HEALTH CARE SCIENCES & SERVICES - SCIE","1,596","1.505","Q4","0.68","5.14"%,
"JOURNAL OF MANIPULATIVE AND PHYSIOLOGICAL THERAPEUTICS","0161-4754","N/A","HEALTH CARE SCIENCES & SERVICES - SCIE","3,239","1.437","Q4","0.51","1.55"%,
"MEDICAL HISTORY","0025-7273","2048-8343","HEALTH CARE SCIENCES & SERVICES - SCIE","854","1.419","Q4","0.71","31.25"%,
"JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS","0894-1912","1554-558X","HEALTH CARE SCIENCES & SERVICES - SCIE","1,661","1.355","Q4","0.64","4.24"%,
"BULLETIN OF THE HISTORY OF MEDICINE","0007-5140","1086-3176","HEALTH CARE SCIENCES & SERVICES - SCIE","997","1.314","Q4","0.6","8.51"%,
"Australian Journal of Primary Health","1448-7527","1836-7399","HEALTH CARE SCIENCES & SERVICES - SCIE","1,185","1.307","Q4","0.54","15.02"%,
"TECHNOLOGY AND HEALTH CARE","0928-7329","1878-7401","HEALTH CARE SCIENCES & SERVICES - SCIE","1,506","1.285","Q4","0.32","0"%,
"CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS","0963-1801","1469-2147","HEALTH CARE SCIENCES & SERVICES - SCIE","907","1.284","Q4","0.54","9.09"%,
"Geospatial Health","1827-1987","1970-7096","HEALTH CARE SCIENCES & SERVICES - SCIE","862","1.212","Q4","0.41","100"%,
"Journal of the American Association of Nurse Practitioners","2327-6886","2327-6924","HEALTH CARE SCIENCES & SERVICES - SCIE","1,043","1.165","Q4","0.62","1.33"%,
"Journal for Healthcare Quality","1062-2551","1945-1474","HEALTH CARE SCIENCES & SERVICES - SCIE","769","1.095","Q4","0.42","3.21"%,
"Quality Management in Health Care","1063-8628","1550-5154","HEALTH CARE SCIENCES & SERVICES - SCIE","561","0.926","Q4","0.35","1.94"%,
"JBI Evidence Implementation","2691-3321","2691-3321","HEALTH CARE SCIENCES & SERVICES - SCIE",0,"n/a","Q4","n/a","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
