"Journal Data Filtered By:  Selected Categories: PSYCHIATRY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"NEUROPSYCHOPHARMACOLOGY","0893-133X","1740-634X","PSYCHIATRY - SCIE","30,856","7.853","Q1","1.98","19.64"%,
"PSYCHOLOGICAL MEDICINE","0033-2917","1469-8978","PSYCHIATRY - SCIE","34,876","7.723","Q1","2.02","20.3"%,
"BRAIN BEHAVIOR AND IMMUNITY","0889-1591","1090-2139","PSYCHIATRY - SCIE","24,161","7.217","Q1","1.78","14.06"%,
"Clinical Psychological Science","2167-7026","2167-7034","PSYCHIATRY - SCIE","3,811","7.169","Q1","1.83","10.34"%,
"Epidemiology and Psychiatric Sciences","2045-7960","2045-7979","PSYCHIATRY - SCIE","2,571","6.892","Q1","1.87","61.92"%,
"Journal of Behavioral Addictions","2062-5871","2063-5303","PSYCHIATRY - SCIE","4,024","6.756","Q1","1.48","100"%,
"BIPOLAR DISORDERS","1398-5647","1399-5618","PSYCHIATRY - SCIE","6,185","6.744","Q1","1.32","13.97"%,
"ADDICTION","0965-2140","1360-0443","PSYCHIATRY - SCIE","23,843","6.526","Q1","1.92","24.75"%,
"DEPRESSION AND ANXIETY","1091-4269","1520-6394","PSYCHIATRY - SCIE","12,440","6.505","Q1","1.63","10.68"%,
"ACTA PSYCHIATRICA SCANDINAVICA","0001-690X","1600-0447","PSYCHIATRY - SCIE","16,412","6.392","Q1","1.6","20.61"%,
"Translational Psychiatry","2158-3188","2158-3188","PSYCHIATRY - SCIE","13,269","6.222","Q1","1.7","100"%,
"JOURNAL OF PSYCHIATRY & NEUROSCIENCE","1180-4882","1488-2434","PSYCHIATRY - SCIE","4,100","6.186","Q1","1.04","0"%,
"PHARMACOPSYCHIATRY","0176-3679","1439-0795","PSYCHIATRY - SCIE","2,099","5.788","Q1","0.71","0"%,
"CNS DRUGS","1172-7047","1179-1934","PSYCHIATRY - SCIE","5,948","5.749","Q1","1.23","24.42"%,
"AUSTRALIAN AND NEW ZEALAND JOURNAL OF PSYCHIATRY","0004-8674","1440-1614","PSYCHIATRY - SCIE","8,920","5.744","Q1","1.14","5.56"%,
"EUROPEAN PSYCHIATRY","0924-9338","1778-3585","PSYCHIATRY - SCIE","7,865","5.361","Q1","1.21","40.38"%,
"Current Psychiatry Reports","1523-3812","1535-1645","PSYCHIATRY - SCIE","7,165","5.285","Q1","0.76","10"%,
"EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE","0940-1334","1433-8491","PSYCHIATRY - SCIE","5,451","5.27","Q1","1.25","20.8"%,
"npj Schizophrenia","N/A","2334-265X","PSYCHIATRY - SCIE","830","5.2","Q1","1.29","100"%,
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","1323-1316","1440-1819","PSYCHIATRY - SCIE","5,454","5.188","Q1","0.93","18.14"%,
"INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","1461-1457","1469-5111","PSYCHIATRY - SCIE","7,865","5.176","Q1","1.32","100"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","0278-5846","1878-4216","PSYCHIATRY - SCIE","13,777","5.067","Q1","1.26","4.38"%,
"Therapeutic Advances in Psychopharmacology","2045-1253","2045-1261","PSYCHIATRY - SCIE","961","5","Q1","0.69","83.49"%,
"SCHIZOPHRENIA RESEARCH","0920-9964","1573-2509","PSYCHIATRY - SCIE","26,508","4.939","Q1","1.24","7.42"%,
"PSYCHONEUROENDOCRINOLOGY","0306-4530","1873-3360","PSYCHIATRY - SCIE","22,335","4.905","Q1","1.26","10.05"%,
"INTERNATIONAL JOURNAL OF EATING DISORDERS","0276-3478","1098-108X","PSYCHIATRY - SCIE","12,593","4.861","Q1","1.31","8.92"%,
"JOURNAL OF AFFECTIVE DISORDERS","0165-0327","1573-2517","PSYCHIATRY - SCIE","46,992","4.839","Q2","1.27","6.01"%,
"JOURNAL OF PSYCHIATRIC RESEARCH","0022-3956","1879-1379","PSYCHIATRY - SCIE","20,371","4.791","Q2","1.3","5.67"%,
"EUROPEAN CHILD & ADOLESCENT PSYCHIATRY","1018-8827","1435-165X","PSYCHIATRY - SCIE","7,765","4.785","Q2","1.48","38.82"%,
"CURRENT OPINION IN PSYCHIATRY","0951-7367","1473-6578","PSYCHIATRY - SCIE","5,634","4.741","Q2","0.67","2.73"%,
"Eating and Weight Disorders-Studies on Anorexia Bulimia and Obesity","1124-4909","1590-1262","PSYCHIATRY - SCIE","3,458","4.652","Q2","1.22","11.76"%,
"EUROPEAN NEUROPSYCHOPHARMACOLOGY","0924-977X","1873-7862","PSYCHIATRY - SCIE","8,999","4.6","Q2","1.05","11.48"%,
"World Journal of Psychiatry","2220-3206","2220-3206","PSYCHIATRY - SCIE","1,184","4.571","Q2","0.73","95.56"%,
"PSYCHOPHARMACOLOGY","0033-3158","1432-2072","PSYCHIATRY - SCIE","26,451","4.53","Q2","1.07","19.93"%,
"DRUG AND ALCOHOL DEPENDENCE","0376-8716","1879-0046","PSYCHIATRY - SCIE","25,688","4.492","Q2","1.25","7.1"%,
"JMIR Mental Health","2368-7959","2368-7959","PSYCHIATRY - SCIE","2,188","4.388","Q2","1.14","100"%,
"JOURNAL OF CLINICAL PSYCHIATRY","0160-6689","1555-2101","PSYCHIATRY - SCIE","21,978","4.384","Q2","1.3","0"%,
"CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE","0706-7437","1497-0015","PSYCHIATRY - SCIE","8,554","4.356","Q2","1.03","11.34"%,
"International Journal of Bipolar Disorders","2194-7511","2194-7511","PSYCHIATRY - SCIE","730","4.34","Q2","0.94","100"%,
"Internet Interventions-The Application of Information Technology in Mental and Behavioural Health","N/A","2214-7829","PSYCHIATRY - SCIE","1,658","4.333","Q2","1.2","100"%,
"SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY","0933-7954","1433-9285","PSYCHIATRY - SCIE","11,913","4.328","Q2","1.04","31.09"%,
"PSYCHOSOMATIC MEDICINE","0033-3174","1534-7796","PSYCHIATRY - SCIE","14,749","4.312","Q2","1.24","3.53"%,
"Frontiers in Psychiatry","1664-0640","1664-0640","PSYCHIATRY - SCIE","13,383","4.157","Q2","0.88","99.97"%,
"JOURNAL OF PSYCHOPHARMACOLOGY","0269-8811","1461-7285","PSYCHIATRY - SCIE","8,158","4.153","Q2","0.97","16.01"%,
"WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY","1562-2975","1814-1412","PSYCHIATRY - SCIE","3,122","4.132","Q2","1.16","7.98"%,
"AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY","1064-7481","1545-7214","PSYCHIATRY - SCIE","9,399","4.105","Q2","1.14","6.23"%,
"Journal of Eating Disorders","2050-2974","2050-2974","PSYCHIATRY - SCIE","1,364","4.049","Q2","0.85","100"%,
"INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH","1049-8931","1557-0657","PSYCHIATRY - SCIE","4,339","4.035","Q2","0.97","45.24"%,
"PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE","1476-0835","2044-8341","PSYCHIATRY - SCIE","1,904","3.915","Q2","1.07","23.84"%,
"INTERNATIONAL PSYCHOGERIATRICS","1041-6102","1741-203X","PSYCHIATRY - SCIE","9,732","3.878","Q2","0.99","11.98"%,
"International Journal of Mental Health and Addiction","1557-1874","1557-1882","PSYCHIATRY - SCIE","3,487","3.836","Q2","0.83","23.29"%,
"CNS SPECTRUMS","1092-8529","2165-6509","PSYCHIATRY - SCIE","3,177","3.79","Q2","0.82","12.85"%,
"COMPREHENSIVE PSYCHIATRY","0010-440X","1532-8384","PSYCHIATRY - SCIE","8,889","3.735","Q2","1.01","49.84"%,
"HARVARD REVIEW OF PSYCHIATRY","1067-3229","1465-7309","PSYCHIATRY - SCIE","2,499","3.732","Q2","0.75","1.9"%,
"AGING & MENTAL HEALTH","1360-7863","1364-6915","PSYCHIATRY - SCIE","9,359","3.658","Q2","1.05","10.57"%,
"JOURNAL OF ECT","1095-0680","1533-4112","PSYCHIATRY - SCIE","2,177","3.635","Q2","0.79","2.11"%,
"Archives of Womens Mental Health","1434-1816","1435-1102","PSYCHIATRY - SCIE","4,723","3.633","Q2","0.84","15.14"%,
"BMC Psychiatry","N/A","1471-244X","PSYCHIATRY - SCIE","17,109","3.63","Q2","0.89","100"%,
"AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS","1552-4841","1552-485X","PSYCHIATRY - SCIE","4,408","3.568","Q2","0.91","18.29"%,
"Asian Journal of Psychiatry","1876-2018","1876-2026","PSYCHIATRY - SCIE","5,338","3.543","Q2","0.74","3.2"%,
"STRESS AND HEALTH","1532-3005","1532-2998","PSYCHIATRY - SCIE","3,167","3.519","Q2","0.94","5.49"%,
"International Journal of Mental Health Nursing","1445-8330","1447-0349","PSYCHIATRY - SCIE","3,269","3.503","Q2","1.4","7.94"%,
"Global Mental Health","2054-4251","2054-4251","PSYCHIATRY - SCIE","561","3.5","Q2","0.73","100"%,
"INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY","0885-6230","1099-1166","PSYCHIATRY - SCIE","12,377","3.485","Q2","0.94","17.95"%,
"Annals of General Psychiatry","N/A","1744-859X","PSYCHIATRY - SCIE","1,416","3.455","Q2","0.78","100"%,
"ACTA NEUROPSYCHIATRICA","1601-5215","1601-5215","PSYCHIATRY - SCIE","1,241","3.403","Q3","0.67","7.96"%,
"Revista de Psiquiatria y Salud Mental","1888-9891","1989-4600","PSYCHIATRY - SCIE","594","3.318","Q3","0.56","0"%,
"Borderline Personality Disorder and Emotion Dysregulation","2051-6673","2051-6673","PSYCHIATRY - SCIE","469","3.297","Q3","0.72","100"%,
"Journal of Attention Disorders","1087-0547","1557-1246","PSYCHIATRY - SCIE","5,101","3.256","Q3","1.15","6.77"%,
"GENERAL HOSPITAL PSYCHIATRY","0163-8343","1873-7714","PSYCHIATRY - SCIE","7,175","3.238","Q3","0.84","4.2"%,
"PSYCHIATRY RESEARCH","0165-1781","1872-7123","PSYCHIATRY - SCIE","32,778","3.222","Q3","0.82","4.66"%,
"Eating Disorders","1064-0266","1532-530X","PSYCHIATRY - SCIE","1,655","3.222","Q3","0.79","0.78"%,
"BJPsych Open","2056-4724","2056-4724","PSYCHIATRY - SCIE","1,155","3.209","Q3","0.81","100"%,
"EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY","1064-1297","1936-2293","PSYCHIATRY - SCIE","3,292","3.157","Q3","0.89","0"%,
"JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY","0271-0749","1533-712X","PSYCHIATRY - SCIE","5,759","3.153","Q3","0.65","5.36"%,
"BEHAVIORAL MEDICINE","0896-4289","1940-4026","PSYCHIATRY - SCIE","1,318","3.104","Q3","0.82","0"%,
"PSYCHIATRIC SERVICES","1075-2730","1557-9700","PSYCHIATRY - SCIE","13,896","3.084","Q3","1.05","0.17"%,
"Child and Adolescent Psychiatry and Mental Health","N/A","1753-2000","PSYCHIATRY - SCIE","2,021","3.033","Q3","0.94","100"%,
"EUROPEAN ADDICTION RESEARCH","1022-6877","1421-9891","PSYCHIATRY - SCIE","1,502","3.015","Q3","0.71","19.64"%,
"JOURNAL OF PSYCHOSOMATIC RESEARCH","0022-3999","1879-1360","PSYCHIATRY - SCIE","16,908","3.006","Q3","0.8","7.22"%,
"Brazilian Journal of Psychiatry","1516-4446","1809-452X","PSYCHIATRY - SCIE","481","3","Q3","0.9","100"%,
"Behavioral Sleep Medicine","1540-2002","1540-2010","PSYCHIATRY - SCIE","2,032","2.964","Q3","1.16","3.57"%,
"DEMENTIA AND GERIATRIC COGNITIVE DISORDERS","1420-8008","1421-9824","PSYCHIATRY - SCIE","5,326","2.959","Q3","0.71","10.47"%,
"Journal of Psychiatric and Mental Health Nursing","1351-0126","1365-2850","PSYCHIATRY - SCIE","3,537","2.952","Q3","0.96","10.09"%,
"Journal of Psychosomatic Obstetrics & Gynecology","0167-482X","1743-8942","PSYCHIATRY - SCIE","2,085","2.949","Q3","0.91","6.08"%,
"EPILEPSY & BEHAVIOR","1525-5050","1525-5069","PSYCHIATRY - SCIE","14,990","2.937","Q3","0.79","7.41"%,
"JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY","1355-6177","1469-7661","PSYCHIATRY - SCIE","8,866","2.892","Q3","0.78","4.59"%,
"Early Intervention in Psychiatry","1751-7885","1751-7893","PSYCHIATRY - SCIE","3,006","2.732","Q3","0.89","9.08"%,
"REVISTA BRASILEIRA DE PSIQUIATRIA","N/A","1809-452X","PSYCHIATRY - SCIE","2,499","2.697","Q3","0.62","100"%,
"JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY","0891-9887","1552-5708","PSYCHIATRY - SCIE","2,184","2.68","Q3","0.67","8.24"%,
"Clinical Gerontologist","0731-7115","1545-2301","PSYCHIATRY - SCIE","1,478","2.619","Q3","0.89","1.8"%,
"JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY","1044-5463","1557-8992","PSYCHIATRY - SCIE","3,485","2.576","Q3","0.9","10.32"%,
"Neuropsychiatric Disease and Treatment","N/A","1178-2021","PSYCHIATRY - SCIE","8,303","2.57","Q3","0.62","100"%,
"Clinical Child Psychology and Psychiatry","1359-1045","1461-7021","PSYCHIATRY - SCIE","1,791","2.544","Q3","0.69","12.09"%,
"Asia-Pacific Psychiatry","1758-5864","1758-5872","PSYCHIATRY - SCIE","774","2.538","Q3","0.47","4.42"%,
"Psychiatry Investigation","1738-3684","1976-3026","PSYCHIATRY - SCIE","2,403","2.505","Q3","0.53","79.24"%,
"PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES","0033-2747","1943-281X","PSYCHIATRY - SCIE","2,957","2.458","Q3","0.55","0"%,
"Psychogeriatrics","1346-3500","1479-8301","PSYCHIATRY - SCIE","1,252","2.44","Q3","0.58","6.69"%,
"PSYCHOSOMATICS","0033-3182","1545-7206","PSYCHIATRY - SCIE","4,861","2.386","Q3","0.55","1.14"%,
"Journal of the American Psychiatric Nurses Association","1078-3903","1532-5725","PSYCHIATRY - SCIE","894","2.385","Q3","0.82","0.59"%,
"PSYCHIATRY RESEARCH-NEUROIMAGING","0925-4927","1872-7506","PSYCHIATRY - SCIE","6,308","2.376","Q3","0.62","6.12"%,
"NEUROPSYCHOBIOLOGY","0302-282X","1423-0224","PSYCHIATRY - SCIE","3,122","2.328","Q3","0.51","1.79"%,
"JOURNAL OF NERVOUS AND MENTAL DISEASE","0022-3018","1539-736X","PSYCHIATRY - SCIE","10,037","2.254","Q3","0.58","0.45"%,
"ARCHIVES OF PSYCHIATRIC NURSING","0883-9417","1532-8228","PSYCHIATRY - SCIE","2,788","2.218","Q3","0.82","2.6"%,
"NORDIC JOURNAL OF PSYCHIATRY","0803-9488","1502-4725","PSYCHIATRY - SCIE","2,731","2.202","Q4","0.6","17.16"%,
"JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES","0895-0172","1545-7222","PSYCHIATRY - SCIE","4,177","2.198","Q4","0.63","1.26"%,
"PERSPECTIVES IN PSYCHIATRIC CARE","0031-5990","1744-6163","PSYCHIATRY - SCIE","1,276","2.186","Q4","0.9","1.28"%,
"Child and Adolescent Mental Health","1475-357X","1475-3588","PSYCHIATRY - SCIE","1,532","2.175","Q4","0.67","16.3"%,
"SUBSTANCE USE & MISUSE","1082-6084","1532-2491","PSYCHIATRY - SCIE","5,705","2.164","Q4","0.61","2.72"%,
"PSYCHOPATHOLOGY","0254-4962","1423-033X","PSYCHIATRY - SCIE","2,377","1.944","Q4","0.54","6.61"%,
"Rivista di Psichiatria","0035-6484","2038-2502","PSYCHIATRY - SCIE","600","1.911","Q4","0.36","0"%,
"Cognitive Neuropsychiatry","1354-6805","1464-0619","PSYCHIATRY - SCIE","1,169","1.871","Q4","0.53","6.93"%,
"CLINICAL EEG AND NEUROSCIENCE","1550-0594","2169-5202","PSYCHIATRY - SCIE","1,341","1.843","Q4","0.56","2.94"%,
"Issues in Mental Health Nursing","0161-2840","1096-4673","PSYCHIATRY - SCIE","3,310","1.835","Q4","0.66","6.67"%,
"INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE","1365-1501","1471-1788","PSYCHIATRY - SCIE","1,173","1.812","Q4","0.57","4.49"%,
"Indian Journal of Psychiatry","0019-5545","1998-3794","PSYCHIATRY - SCIE","2,864","1.759","Q4","0.38","100"%,
"Journal of Obsessive-Compulsive and Related Disorders","2211-3649","2211-3657","PSYCHIATRY - SCIE","1,109","1.677","Q4","0.47","4.06"%,
"HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL","0885-6222","1099-1077","PSYCHIATRY - SCIE","2,481","1.672","Q4","0.64","13.39"%,
"INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY","0268-1315","1473-5857","PSYCHIATRY - SCIE","2,131","1.659","Q4","0.49","12.03"%,
"Psychiatria Polska","0033-2674","N/A","PSYCHIATRY - SCIE","1,157","1.657","Q4","0.45","0"%,
"Annals of Clinical Psychiatry","1040-1237","1547-3325","PSYCHIATRY - SCIE","1,167","1.567","Q4","0.4","0"%,
"South African Journal of Psychiatry","1608-9685","1608-9685","PSYCHIATRY - SCIE","339","1.55","Q4","0.28","100"%,
"ARQUIVOS DE NEURO-PSIQUIATRIA","0004-282X","1678-4227","PSYCHIATRY - SCIE","3,770","1.42","Q4","0.28","100"%,
"Australasian Psychiatry","1039-8562","1440-1665","PSYCHIATRY - SCIE","1,836","1.369","Q4","0.35","3.7"%,
"Journal of Psychiatric Practice","1527-4160","1538-1145","PSYCHIATRY - SCIE","1,352","1.325","Q4","0.26","1.54"%,
"ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE","0013-7006","N/A","PSYCHIATRY - SCIE","1,634","1.291","Q4","0.23","1.89"%,
"NERVENARZT","0028-2804","1433-0407","PSYCHIATRY - SCIE","2,034","1.214","Q4","0.29","14.1"%,
"INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE","0091-2174","1541-3527","PSYCHIATRY - SCIE","1,786","1.21","Q4","0.32","0.65"%,
"ACTAS ESPANOLAS DE PSIQUIATRIA","1139-9287","1578-2735","PSYCHIATRY - SCIE","752","1.196","Q4","0.31","0"%,
"Psychiatry and Clinical Psychopharmacology","2475-0573","2475-0581","PSYCHIATRY - SCIE","280","1.181","Q4","0.27","64.78"%,
"Psychiatria Danubina","0353-5053","N/A","PSYCHIATRY - SCIE","1,890","1.063","Q4","0.24","0"%,
"Archives of Clinical Psychiatry","0101-6083","1806-938X","PSYCHIATRY - SCIE","479","0.909","Q4","0.19","100"%,
"VERHALTENSTHERAPIE","1016-6262","1423-0402","PSYCHIATRY - SCIE","320","0.905","Q4","0.2","5.13"%,
"NEUROCASE","1355-4794","1465-3656","PSYCHIATRY - SCIE","1,305","0.881","Q4","0.26","3.38"%,
"Geriatrie et Psychologie Neuropsychiatrie de Vieillissement","2115-8789","2115-7863","PSYCHIATRY - SCIE","296","0.838","Q4","0.23","0"%,
"ZEITSCHRIFT FUR PSYCHOSOMATISCHE MEDIZIN UND PSYCHOTHERAPIE","1438-3608","2196-8349","PSYCHIATRY - SCIE","389","0.791","Q4","0.76","30.51"%,
"FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE","0720-4299","1439-3522","PSYCHIATRY - SCIE","673","0.752","Q4","0.2","0"%,
"Recht & Psychiatrie","0724-2247","N/A","PSYCHIATRY - SCIE","74","0.541","Q4","0.29","0"%,
"Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry","1302-6631","1302-6631","PSYCHIATRY - SCIE","682","0.518","Q4","0.11","0"%,
"ISRAEL JOURNAL OF PSYCHIATRY AND RELATED SCIENCES","0333-7308","0333-7308","PSYCHIATRY - SCIE","733","0.481","Q4","0.14","0"%,
"Suchttherapie","1439-9903","1439-989X","PSYCHIATRY - SCIE","105","0.463","Q4","0.11","2.99"%,
"ANNALES MEDICO-PSYCHOLOGIQUES","0003-4487","1769-6631","PSYCHIATRY - SCIE","744","0.38","Q4","0.09","0"%,
"PSYCHIATRIE DE L ENFANT","0079-726X","2102-5320","PSYCHIATRY - SCIE","74","0.087","Q4","0.02","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
