"Journal Data Filtered By:  Selected Categories: NURSING Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Iranian Journal of Nursing and Midwifery Research","1735-9066","2228-5504","NURSING - ESCI","238","n/a","n/a","0.61","100"%,
"Nordisk Sygeplejeforskning-Nordic Nursing Research","1892-2678","1892-2686","NURSING - ESCI","44","n/a","n/a","0.07","0"%,
"Journal of Child and Adolescent Psychiatric Nursing","1073-6077","1744-6171","NURSING - ESCI","649","n/a","n/a","0.47","2.9"%,
"Pacific Rim International Journal of Nursing Research","1906-8107","1906-8107","NURSING - ESCI","214","n/a","n/a","0.32","0"%,
"International Journal of Orthopaedic and Trauma Nursing","1878-1241","1878-1292","NURSING - ESCI","275","n/a","n/a","0.67","5.88"%,
"Comprehensive Child and Adolescent Nursing-Buildng Evidence for Practice","2469-4193","2469-4207","NURSING - ESCI","418","n/a","n/a","0.38","1.04"%,
"Nurse Leader","1541-4612","1541-4620","NURSING - ESCI","261","n/a","n/a","0.32","1.36"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
