"Journal Data Filtered By:  Selected Categories: SURGERY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Journal of NeuroInterventional Surgery","1759-8478","1759-8486","SURGERY - SCIE","7,426","5.836","Q1","1.56","8.77"%,
"LIVER TRANSPLANTATION","1527-6465","1527-6473","SURGERY - SCIE","11,872","5.799","Q1","1.51","8.5"%,
"World Journal of Emergency Surgery","1749-7922","1749-7922","SURGERY - SCIE","2,562","5.469","Q1","1.67","100"%,
"ANNALS OF SURGICAL ONCOLOGY","1068-9265","1534-4681","SURGERY - SCIE","37,490","5.344","Q1","1.42","10.56"%,
"JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME","0021-9355","1535-1386","SURGERY - SCIE","53,702","5.284","Q1","1.91","2.51"%,
"JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY","0022-5223","1097-685X","SURGERY - SCIE","33,066","5.209","Q1","1.4","4.05"%,
"JOURNAL OF NEUROSURGERY","0022-3085","1933-0693","SURGERY - SCIE","43,275","5.115","Q1","1.77","0.93"%,
"Burns & Trauma","2321-3868","2321-3876","SURGERY - SCIE","937","5.099","Q1","1.3","99.12"%,
"Bone & Joint Journal","2049-4394","2049-4394","SURGERY - SCIE","9,587","5.082","Q1","1.9","6.3"%,
"TRANSPLANTATION","0041-1337","1534-6080","SURGERY - SCIE","27,214","4.939","Q1","1.35","4.09"%,
"ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY","0749-8063","1526-3231","SURGERY - SCIE","20,208","4.772","Q1","1.72","1.23"%,
"Hernia","1265-4906","1248-9204","SURGERY - SCIE","5,350","4.739","Q1","1.23","15.45"%,
"Surgery for Obesity and Related Diseases","1550-7289","1878-7533","SURGERY - SCIE","10,541","4.734","Q1","1.57","2.97"%,
"PLASTIC AND RECONSTRUCTIVE SURGERY","0032-1052","1529-4242","SURGERY - SCIE","45,656","4.73","Q1","1.64","1.74"%,
"NEUROSURGERY","0148-396X","1524-4040","SURGERY - SCIE","34,635","4.654","Q1","1.64","7.44"%,
"JAMA Facial Plastic Surgery","2168-6076","2168-6092","SURGERY - SCIE","1,662","4.611","Q1","1.34","1.59"%,
"DISEASES OF THE COLON & RECTUM","0012-3706","1530-0358","SURGERY - SCIE","16,654","4.585","Q1","1.3","1.85"%,
"SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES","0930-2794","1432-2218","SURGERY - SCIE","31,681","4.584","Q1","1.62","11.28"%,
"EJSO","0748-7983","1532-2157","SURGERY - SCIE","12,510","4.424","Q1","1.16","5.23"%,
"KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY","0942-2056","1433-7347","SURGERY - SCIE","21,052","4.342","Q1","1.53","14.28"%,
"ANNALS OF THORACIC SURGERY","0003-4975","1552-6259","SURGERY - SCIE","41,620","4.33","Q1","1.18","0.34"%,
"Aesthetic Surgery Journal","1090-820X","1527-330X","SURGERY - SCIE","5,829","4.283","Q1","1.59","7.4"%,
"JOURNAL OF VASCULAR SURGERY","0741-5214","N/A","SURGERY - SCIE","31,991","4.268","Q1","1.16","2.7"%,
"EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY","1010-7940","1873-734X","SURGERY - SCIE","18,818","4.191","Q1","1.17","6.03"%,
"CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","0009-921X","1528-1132","SURGERY - SCIE","44,823","4.176","Q1","1.7","1.62"%,
"OBESITY SURGERY","0960-8923","1708-0428","SURGERY - SCIE","19,974","4.129","Q1","1.48","12.05"%,
"Annals of Cardiothoracic Surgery","2225-319X","2304-1021","SURGERY - SCIE","2,434","4.101","Q1","1.04","67.33"%,
"Neurosurgical Focus","1092-0684","1092-0684","SURGERY - SCIE","9,818","4.047","Q1","1.21","3.98"%,
"LASERS IN SURGERY AND MEDICINE","0196-8092","1096-9101","SURGERY - SCIE","7,332","4.025","Q1","1.39","11.86"%,
"SURGERY","0039-6060","N/A","SURGERY - SCIE","25,223","3.982","Q1","1.5","2.16"%,
"JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY","0898-4921","1537-1921","SURGERY - SCIE","1,988","3.956","Q1","1.04","1.47"%,
"Colorectal Disease","1462-8910","1463-1318","SURGERY - SCIE","8,971","3.788","Q1","0.9","13.3"%,
"TRANSPLANT INTERNATIONAL","0934-0874","1432-2277","SURGERY - SCIE","5,770","3.782","Q1","1.2","18.02"%,
"Techniques in Coloproctology","1123-6337","1128-045X","SURGERY - SCIE","3,480","3.781","Q1","0.86","17.69"%,
"HPB","1365-182X","1477-2574","SURGERY - SCIE","6,923","3.647","Q1","1.01","1.92"%,
"WOUND REPAIR AND REGENERATION","1067-1927","1524-475X","SURGERY - SCIE","7,277","3.617","Q1","0.93","13.79"%,
"JOURNAL OF NEUROSURGERY-SPINE","1547-5654","1547-5646","SURGERY - SCIE","10,175","3.602","Q1","1.13","0.32"%,
"JOURNAL OF REFRACTIVE SURGERY","1081-597X","1938-2391","SURGERY - SCIE","5,617","3.573","Q1","1.36","0.97"%,
"Perioperative Medicine","N/A","2047-0525","SURGERY - SCIE","497","3.535","Q2","1.16","100"%,
"OTOLARYNGOLOGY-HEAD AND NECK SURGERY","0194-5998","1097-6817","SURGERY - SCIE","19,487","3.497","Q2","1.28","2.82"%,
"Surgical Oncology Clinics of North America","1055-3207","1558-5042","SURGERY - SCIE","1,726","3.495","Q2","0.83","0"%,
"Neurospine","2586-6583","2586-6591","SURGERY - SCIE","498","3.492","Q2","0.91","100"%,
"JOURNAL OF ENDOVASCULAR THERAPY","1526-6028","1545-1550","SURGERY - SCIE","4,318","3.487","Q2","1.04","11.58"%,
"JOURNAL OF SURGICAL ONCOLOGY","0022-4790","1096-9098","SURGERY - SCIE","14,157","3.454","Q2","0.93","4.18"%,
"SHOCK","1073-2322","1540-0514","SURGERY - SCIE","9,489","3.454","Q2","1.08","5.11"%,
"JOURNAL OF GASTROINTESTINAL SURGERY","1091-255X","1873-4626","SURGERY - SCIE","13,867","3.452","Q2","0.91","5.18"%,
"LANGENBECKS ARCHIVES OF SURGERY","1435-2443","1435-2451","SURGERY - SCIE","5,093","3.445","Q2","1.08","19.15"%,
"DERMATOLOGIC SURGERY","1076-0512","1524-4725","SURGERY - SCIE","10,750","3.398","Q2","0.89","1.83"%,
"BJS Open","2474-9842","2474-9842","SURGERY - SCIE","683","3.396","Q2","1.08","100"%,
"WORLD JOURNAL OF SURGERY","0364-2313","1432-2323","SURGERY - SCIE","21,622","3.352","Q2","1.16","14.16"%,
"JOURNAL OF CATARACT AND REFRACTIVE SURGERY","0886-3350","1873-4502","SURGERY - SCIE","16,061","3.351","Q2","1.16","2.77"%,
"International Wound Journal","1742-4801","1742-481X","SURGERY - SCIE","4,946","3.315","Q2","1.19","17.42"%,
"Journal of Trauma and Acute Care Surgery","2163-0755","2163-0763","SURGERY - SCIE","11,459","3.313","Q2","1","1.22"%,
"SURGICAL ONCOLOGY-OXFORD","0960-7404","1879-3320","SURGERY - SCIE","3,000","3.279","Q2","0.83","5.69"%,
"LASERS IN MEDICAL SCIENCE","0268-8921","1435-604X","SURGERY - SCIE","7,562","3.161","Q2","0.87","5.49"%,
"HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK","1043-3074","1097-0347","SURGERY - SCIE","16,925","3.147","Q2","1.27","6.81"%,
"ARCHIVES OF ORTHOPAEDIC AND TRAUMA SURGERY","0936-8051","1434-3916","SURGERY - SCIE","8,816","3.067","Q2","1.02","16.51"%,
"NEUROSURGICAL REVIEW","0344-5607","1437-2320","SURGERY - SCIE","3,616","3.042","Q2","0.92","11.93"%,
"JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS","1067-151X","1940-5480","SURGERY - SCIE","8,269","3.02","Q2","0.92","1.21"%,
"JOURNAL OF SHOULDER AND ELBOW SURGERY","1058-2746","N/A","SURGERY - SCIE","16,721","3.019","Q2","1.14","2.65"%,
"Gland Surgery","2227-684X","2227-8575","SURGERY - SCIE","1,734","2.953","Q2","0.8","88.89"%,
"International Journal of Computer Assisted Radiology and Surgery","1861-6410","1861-6429","SURGERY - SCIE","3,780","2.924","Q2","0.9","20.26"%,
"Journal of Surgical Education","1931-7204","1878-7452","SURGERY - SCIE","4,853","2.891","Q2","1.1","1.37"%,
"JOURNAL OF RECONSTRUCTIVE MICROSURGERY","0743-684X","1098-8947","SURGERY - SCIE","3,242","2.873","Q2","0.93","0"%,
"CLINICAL TRANSPLANTATION","0902-0063","1399-0012","SURGERY - SCIE","6,281","2.863","Q2","0.88","3.57"%,
"Journal of Vascular Surgery-Venous and Lymphatic Disorders","2213-333X","2213-333X","SURGERY - SCIE","1,769","2.859","Q2","0.82","4.28"%,
"Updates in Surgery","2038-131X","2038-3312","SURGERY - SCIE","1,663","2.797","Q2","0.95","11.41"%,
"PHOTOMEDICINE AND LASER SURGERY","1549-5418","1557-8550","SURGERY - SCIE","3,542","2.796","Q2","0.79","1.02"%,
"INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY","0901-5027","1399-0020","SURGERY - SCIE","10,324","2.789","Q2","0.96","2.91"%,
"Asian Journal of Surgery","1015-9584","0219-3108","SURGERY - SCIE","1,603","2.767","Q2","0.9","100"%,
"World Journal of Surgical Oncology","N/A","1477-7819","SURGERY - SCIE","6,910","2.754","Q2","0.68","100"%,
"Seminars in Pediatric Surgery","1055-8586","1532-9453","SURGERY - SCIE","2,233","2.754","Q2","1.11","2.16"%,
"BURNS","0305-4179","1879-1409","SURGERY - SCIE","10,973","2.744","Q2","0.78","3.8"%,
"SURGICAL CLINICS OF NORTH AMERICA","0039-6109","1558-3171","SURGERY - SCIE","4,502","2.741","Q2","1.1","0.39"%,
"Journal of Plastic Reconstructive and Aesthetic Surgery","1748-6815","1878-0539","SURGERY - SCIE","8,470","2.74","Q2","0.83","2.48"%,
"Frontiers in Surgery","2296-875X","2296-875X","SURGERY - SCIE","1,238","2.718","Q2","0.75","100"%,
"Operative Neurosurgery","2332-4252","2332-4260","SURGERY - SCIE","2,150","2.703","Q2","0.81","2.55"%,
"Journal of Hand Surgery-European Volume","1753-1934","2043-6289","SURGERY - SCIE","6,037","2.688","Q2","0.75","7.49"%,
"Ostomy Wound Management","0889-5899","1943-2720","SURGERY - SCIE","1,451","2.629","Q2","0.68","0"%,
"DIGESTIVE SURGERY","0253-4886","1421-9883","SURGERY - SCIE","2,652","2.588","Q2","0.74","9.05"%,
"INJURY-INTERNATIONAL JOURNAL OF THE CARE OF THE INJURED","0020-1383","1879-0267","SURGERY - SCIE","19,692","2.586","Q2","0.86","4.88"%,
"World Journal of Gastrointestinal Surgery","1948-9366","1948-9366","SURGERY - SCIE","1,299","2.582","Q2","0.53","96.3"%,
"INTERNATIONAL JOURNAL OF COLORECTAL DISEASE","0179-1958","1432-1262","SURGERY - SCIE","8,097","2.571","Q2","0.74","14.04"%,
"AMERICAN JOURNAL OF SURGERY","0002-9610","1879-1883","SURGERY - SCIE","21,583","2.565","Q2","0.92","1.26"%,
"SURGERY TODAY","0941-1291","1436-2813","SURGERY - SCIE","5,872","2.549","Q2","0.86","7.67"%,
"International Journal of Medical Robotics and Computer Assisted Surgery","1478-5951","1478-596X","SURGERY - SCIE","2,222","2.547","Q2","0.92","7.83"%,
"JOURNAL OF PEDIATRIC SURGERY","0022-3468","1531-5037","SURGERY - SCIE","20,364","2.545","Q2","1","1.47"%,
"JOURNAL OF INVESTIGATIVE SURGERY","0894-1939","1521-0553","SURGERY - SCIE","1,586","2.533","Q2","0.82","4.94"%,
"NEUROSURGERY CLINICS OF NORTH AMERICA","1042-3680","1558-1349","SURGERY - SCIE","2,414","2.509","Q2","0.86","2.92"%,
"MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES","1364-5706","1365-2931","SURGERY - SCIE","1,319","2.442","Q2","0.63","2.49"%,
"MICROSURGERY","0738-1085","1098-2752","SURGERY - SCIE","4,125","2.425","Q2","0.82","2.97"%,
"SURGEON-JOURNAL OF THE ROYAL COLLEGES OF SURGEONS OF EDINBURGH AND IRELAND","1479-666X","2405-5840","SURGERY - SCIE","1,702","2.392","Q3","0.86","1.2"%,
"Journal of Neurosurgery-Pediatrics","1933-0707","1933-0715","SURGERY - SCIE","5,911","2.375","Q3","0.88","0.37"%,
"Clinics in Colon and Rectal Surgery","1531-0043","1530-9681","SURGERY - SCIE","1,666","2.373","Q3","0.6","0"%,
"Scandinavian Journal of Surgery","1457-4969","1799-7267","SURGERY - SCIE","1,361","2.36","Q3","0.83","9.79"%,
"Advances in Skin & Wound Care","1527-7941","1538-8654","SURGERY - SCIE","1,782","2.347","Q3","0.88","6.28"%,
"AESTHETIC PLASTIC SURGERY","0364-216X","1432-5241","SURGERY - SCIE","5,410","2.326","Q3","0.73","7.5"%,
"Seminars in Plastic Surgery","1535-2188","1536-0067","SURGERY - SCIE","1,256","2.314","Q3","0.62","0"%,
"Journal of Neurosurgical Sciences","0390-5616","1827-1855","SURGERY - SCIE","1,160","2.279","Q3","0.44","0"%,
"Orthopaedics & Traumatology-Surgery & Research","1877-0568","1877-0568","SURGERY - SCIE","5,600","2.256","Q3","0.78","0.78"%,
"Journal of Cosmetic and Laser Therapy","1476-4172","1476-4180","SURGERY - SCIE","1,570","2.247","Q3","0.59","1.02"%,
"JOURNAL OF HAND SURGERY-AMERICAN VOLUME","0363-5023","1531-6564","SURGERY - SCIE","14,875","2.23","Q3","0.79","0.86"%,
"Photobiomodulation Photomedicine and Laser Surgery","N/A","2578-5478","SURGERY - SCIE","319","2.222","Q3","0.78","4.57"%,
"ACTA NEUROCHIRURGICA","0001-6268","0942-0940","SURGERY - SCIE","11,865","2.216","Q3","0.68","19.26"%,
"KNEE","0968-0160","1873-5800","SURGERY - SCIE","6,011","2.199","Q3","0.82","1.71"%,
"JOURNAL OF SURGICAL RESEARCH","0022-4804","1095-8673","SURGERY - SCIE","17,062","2.192","Q3","0.84","1.5"%,
"EUROPEAN JOURNAL OF PEDIATRIC SURGERY","0939-7248","1439-359X","SURGERY - SCIE","2,105","2.191","Q3","0.87","0.36"%,
"JSLS-Journal of the Society of Laparoendoscopic Surgeons","1086-8089","N/A","SURGERY - SCIE","2,396","2.172","Q3","0.58","89.1"%,
"Surgical Infections","1096-2964","1557-8674","SURGERY - SCIE","3,093","2.15","Q3","0.72","2.34"%,
"World Neurosurgery","1878-8750","1878-8769","SURGERY - SCIE","23,506","2.104","Q3","0.63","0.79"%,
"BMC Surgery","N/A","1471-2482","SURGERY - SCIE","2,772","2.102","Q3","0.79","100"%,
"CANADIAN JOURNAL OF SURGERY","0008-428X","1488-2310","SURGERY - SCIE","3,251","2.089","Q3","0.63","0"%,
"JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY","1010-5182","1878-4119","SURGERY - SCIE","7,808","2.078","Q3","0.84","0.96"%,
"Surgical Innovation","1553-3506","1553-3514","SURGERY - SCIE","1,669","2.058","Q3","0.65","4.79"%,
"International Journal of Lower Extremity Wounds","1534-7346","1552-6941","SURGERY - SCIE","1,152","2.057","Q3","0.69","0"%,
"Journal of Visceral Surgery","1878-7886","1878-7886","SURGERY - SCIE","1,265","2.043","Q3","0.6","0.65"%,
"CLINICS IN PLASTIC SURGERY","0094-1298","1558-0504","SURGERY - SCIE","2,943","2.017","Q3","0.77","5.75"%,
"Visceral Medicine","2297-4725","2297-475X","SURGERY - SCIE","579","1.96","Q3","0.52","7.69"%,
"Journal of Hand Therapy","0894-1130","1545-004X","SURGERY - SCIE","2,077","1.95","Q3","0.66","2.11"%,
"Facial Plastic Surgery Clinics of North America","1064-7406","1558-1926","SURGERY - SCIE","1,180","1.918","Q3","0.68","0.68"%,
"CURRENT PROBLEMS IN SURGERY","0011-3840","1535-6337","SURGERY - SCIE","629","1.909","Q3","0.39","0"%,
"Interactive Cardiovascular and Thoracic Surgery","1569-9293","1569-9285","SURGERY - SCIE","6,701","1.905","Q3","0.54","0.36"%,
"ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND","0035-8843","1478-7083","SURGERY - SCIE","5,057","1.891","Q3","0.51","0"%,
"JOURNAL OF CARDIOVASCULAR SURGERY","0021-9509","1827-191X","SURGERY - SCIE","2,091","1.888","Q3","0.4","0"%,
"Journal of Laparoendoscopic & Advanced Surgical Techniques","1092-6429","1557-9034","SURGERY - SCIE","4,506","1.878","Q3","0.69","0.57"%,
"CLINICAL NEUROLOGY AND NEUROSURGERY","0303-8467","1872-6968","SURGERY - SCIE","7,916","1.876","Q3","0.56","2.43"%,
"STEREOTACTIC AND FUNCTIONAL NEUROSURGERY","1011-6125","1423-0372","SURGERY - SCIE","2,298","1.875","Q3","0.46","10.73"%,
"ANZ JOURNAL OF SURGERY","1445-1433","1445-2197","SURGERY - SCIE","5,909","1.872","Q3","0.61","2.24"%,
"Geriatric Orthopaedic Surgery & Rehabilitation","2151-4585","2151-4593","SURGERY - SCIE","817","1.87","Q3","0.57","100"%,
"Annals of Surgical Treatment and Research","2288-6575","2288-6796","SURGERY - SCIE","1,110","1.859","Q3","0.67","47.21"%,
"Journal of Burn Care & Research","1559-047X","1559-0488","SURGERY - SCIE","4,287","1.845","Q3","0.57","4.19"%,
"THORACIC AND CARDIOVASCULAR SURGEON","0171-6425","1439-1902","SURGERY - SCIE","2,225","1.827","Q3","0.41","2.22"%,
"PEDIATRIC SURGERY INTERNATIONAL","0179-0358","1437-9813","SURGERY - SCIE","5,254","1.827","Q3","0.76","6.36"%,
"Journal of Neurological Surgery Part B-Skull Base","2193-6331","2193-634X","SURGERY - SCIE","1,330","1.826","Q3","0.44","11.96"%,
"Computer Assisted Surgery","N/A","2469-9322","SURGERY - SCIE","213","1.787","Q3","0.54","100"%,
"Thoracic Surgery Clinics","1547-4127","1558-5069","SURGERY - SCIE","1,127","1.75","Q3","0.6","0.64"%,
"OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY","0740-9303","1537-2677","SURGERY - SCIE","4,117","1.746","Q3","0.55","0"%,
"EUROPEAN SURGICAL RESEARCH","0014-312X","1421-9921","SURGERY - SCIE","1,325","1.745","Q3","0.77","6.25"%,
"NEUROLOGIA MEDICO-CHIRURGICA","0470-8105","1349-8029","SURGERY - SCIE","3,545","1.742","Q3","0.52","98.53"%,
"Journal of Korean Neurosurgical Society","2005-3711","1598-7876","SURGERY - SCIE","2,692","1.729","Q3","0.48","100"%,
"SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES","1530-4515","1534-4908","SURGERY - SCIE","3,343","1.719","Q3","0.54","2.98"%,
"CIRUGIA ESPANOLA","0009-739X","1578-147X","SURGERY - SCIE","999","1.653","Q3","0.46","0"%,
"BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY","0266-4356","1532-1940","SURGERY - SCIE","6,230","1.651","Q3","0.51","0.89"%,
"Journal of Cardiothoracic Surgery","N/A","1749-8090","SURGERY - SCIE","2,757","1.637","Q3","0.48","100"%,
"JOURNAL OF CARDIAC SURGERY","0886-0440","1540-8191","SURGERY - SCIE","3,035","1.62","Q4","0.46","7.78"%,
"BRITISH JOURNAL OF NEUROSURGERY","0268-8697","1360-046X","SURGERY - SCIE","3,840","1.596","Q4","0.44","1.84"%,
"NEUROCHIRURGIE","0028-3770","1773-0619","SURGERY - SCIE","1,151","1.553","Q4","0.4","1.08"%,
"WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE","1044-7946","1943-2704","SURGERY - SCIE","1,501","1.546","Q4","0.5","0"%,
"ANNALS OF PLASTIC SURGERY","0148-7043","1536-3708","SURGERY - SCIE","10,891","1.539","Q4","0.56","0.94"%,
"Annals of Transplantation","1425-9524","N/A","SURGERY - SCIE","1,328","1.53","Q4","0.47","0"%,
"Annals of Thoracic and Cardiovascular Surgery","1341-1098","2186-1005","SURGERY - SCIE","1,322","1.52","Q4","0.48","99.33"%,
"General Thoracic and Cardiovascular Surgery","1863-6705","1863-6713","SURGERY - SCIE","1,831","1.517","Q4","0.42","5.97"%,
"CHILDS NERVOUS SYSTEM","0256-7040","1433-0350","SURGERY - SCIE","7,901","1.475","Q4","0.5","7.27"%,
"ANNALS OF VASCULAR SURGERY","0890-5096","1615-5947","SURGERY - SCIE","7,121","1.466","Q4","0.4","2.8"%,
"Journal of Plastic Surgery and Hand Surgery","2000-656X","2000-6764","SURGERY - SCIE","998","1.462","Q4","0.58","6.48"%,
"FACIAL PLASTIC SURGERY","0736-6825","1098-8793","SURGERY - SCIE","1,675","1.446","Q4","0.49","0.36"%,
"CLEFT PALATE-CRANIOFACIAL JOURNAL","1055-6656","1545-1569","SURGERY - SCIE","5,115","1.433","Q4","0.6","1.67"%,
"Journal of Minimal Access Surgery","0972-9941","1998-3921","SURGERY - SCIE","874","1.407","Q4","0.45","100"%,
"Acta Cirurgica Brasileira","0102-8650","1678-2674","SURGERY - SCIE","1,731","1.388","Q4","0.44","100"%,
"Brazilian Journal of Cardiovascular Surgery","0102-7638","1678-9741","SURGERY - SCIE","1,136","1.312","Q4","0.35","100"%,
"Ophthalmic Surgery Lasers & Imaging Retina","2325-8160","2325-8179","SURGERY - SCIE","3,424","1.3","Q4","0.47","0.21"%,
"Journal of Foot & Ankle Surgery","1067-2516","1542-2224","SURGERY - SCIE","4,150","1.286","Q4","0.45","2.26"%,
"INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY","1066-8969","1940-2465","SURGERY - SCIE","1,930","1.271","Q4","0.4","0.22"%,
"Journal of Neurological Surgery Part A-Central European Neurosurgery","2193-6315","2193-6323","SURGERY - SCIE","788","1.268","Q4","0.38","0"%,
"SURGICAL AND RADIOLOGIC ANATOMY","0930-1038","1279-8517","SURGERY - SCIE","4,351","1.246","Q4","0.48","9.85"%,
"Videosurgery and Other Miniinvasive Techniques","1895-4588","2299-0054","SURGERY - SCIE","700","1.195","Q4","0.46","100"%,
"Progress in Transplantation","1526-9248","2164-6708","SURGERY - SCIE","1,005","1.187","Q4","0.38","1"%,
"PEDIATRIC NEUROSURGERY","1016-2291","1423-0305","SURGERY - SCIE","2,512","1.162","Q4","0.37","1.04"%,
"Journal of Orthopaedic Surgery","1022-5536","2309-4990","SURGERY - SCIE","2,058","1.118","Q4","0.38","100"%,
"ACTA CHIRURGICA BELGICA","0001-5458","0001-5458","SURGERY - SCIE","1,149","1.09","Q4","0.36","0.38"%,
"Vascular and Endovascular Surgery","1538-5744","1938-9116","SURGERY - SCIE","1,619","1.089","Q4","0.3","1.24"%,
"TRANSPLANTATION PROCEEDINGS","0041-1345","1873-2623","SURGERY - SCIE","13,635","1.066","Q4","0.3","6.3"%,
"JOURNAL OF CRANIOFACIAL SURGERY","1049-2275","1536-3732","SURGERY - SCIE","10,436","1.046","Q4","0.38","0.58"%,
"Handchirurgie Mikrochirurgie Plastische Chirurgie","0722-1819","1439-3980","SURGERY - SCIE","743","1.018","Q4","0.35","0"%,
"Turkish Neurosurgery","1019-5149","1019-5149","SURGERY - SCIE","1,673","1.003","Q4","0.35","0"%,
"Seminars in Vascular Surgery","0895-7967","1558-4518","SURGERY - SCIE","734","1","Q4","0.45","5.26"%,
"UNFALLCHIRURG","0177-5537","1433-044X","SURGERY - SCIE","1,710","1","Q4","0.44","11.37"%,
"MINERVA CHIRURGICA","0026-4733","1827-1626","SURGERY - SCIE","655","1","Q4","0.32","0"%,
"Hand Surgery & Rehabilitation","2468-1229","2468-1210","SURGERY - SCIE","383","0.969","Q4","0.34","1.38"%,
"CHIRURG","0009-4722","1433-0385","SURGERY - SCIE","1,451","0.955","Q4","0.37","8.99"%,
"European Surgery-Acta Chirurgica Austriaca","1682-8631","1682-4016","SURGERY - SCIE","330","0.953","Q4","0.35","34.51"%,
"Plastic Surgery","2292-5503","2292-5511","SURGERY - SCIE","300","0.947","Q4","0.32","0"%,
"ZENTRALBLATT FUR CHIRURGIE","0044-409X","1438-9592","SURGERY - SCIE","832","0.942","Q4","0.33","1.09"%,
"Annali Italiani di Chirurgia","0003-469X","2239-253X","SURGERY - SCIE","812","0.766","Q4","0.22","0"%,
"AMERICAN SURGEON","0003-1348","1555-9823","SURGERY - SCIE","6,964","0.688","Q4","0.24","0.22"%,
"HEART SURGERY FORUM","1098-3511","1522-6662","SURGERY - SCIE","696","0.676","Q4","0.17","0"%,
"Annales de Chirurgie Plastique Esthetique","0294-1260","1768-319X","SURGERY - SCIE","824","0.66","Q4","0.27","0.48"%,
"Indian Journal of Surgery","0972-2068","0973-9793","SURGERY - SCIE","1,514","0.656","Q4","0.19","2.46"%,
"Bariatric Surgical Practice and Patient Care","2168-023X","2168-0248","SURGERY - SCIE","166","0.607","Q4","0.27","0"%,
"NEUROCIRUGIA","1130-1473","2340-6305","SURGERY - SCIE","405","0.553","Q4","0.17","0"%,
"SOUTH AFRICAN JOURNAL OF SURGERY","0038-2361","2078-5151","SURGERY - SCIE","419","0.375","Q4","0.13","82.42"%,
"Cirugia y Cirujanos","0009-7411","0009-7411","SURGERY - SCIE","502","0.361","Q4","0.12","0.27"%,
"CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE","1210-7859","1802-4041","SURGERY - SCIE","242","0.35","Q4","0.1","0"%,
