"Journal Data Filtered By:  Selected Categories: NURSING Selected Editions: SSCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Nurse Education in Practice","1471-5953","N/A","NURSING - SSCI","3,334","2.281","Q2","1.22","3.88"%,
"APPLIED NURSING RESEARCH","0897-1897","1532-8201","NURSING - SSCI","2,902","2.257","Q2","1.18","2.27"%,
"RESEARCH IN NURSING & HEALTH","0160-6891","1098-240X","NURSING - SSCI","6,385","2.228","Q2","1.44","2.78"%,
"AMERICAN JOURNAL OF NURSING","0002-936X","1538-7488","NURSING - SSCI","2,364","2.22","Q2","0.77","0"%,
"ARCHIVES OF PSYCHIATRIC NURSING","0883-9417","1532-8228","NURSING - SSCI","2,788","2.218","Q2","0.82","2.6"%,
"PERSPECTIVES IN PSYCHIATRIC CARE","0031-5990","1744-6163","NURSING - SSCI","1,276","2.186","Q2","0.9","1.28"%,
"ONCOLOGY NURSING FORUM","0190-535X","1538-0688","NURSING - SSCI","4,230","2.172","Q2","0.76","0"%,
"Journal of Pediatric Nursing-Nursing Care of Children & Families","0882-5963","N/A","NURSING - SSCI","3,524","2.145","Q2","1.13","2.49"%,
"International Emergency Nursing","1755-599X","1878-013X","NURSING - SSCI","1,164","2.142","Q2","1.16","7.3"%,
"International Journal of Older People Nursing","1748-3735","1748-3743","NURSING - SSCI","1,121","2.115","Q2","0.7","12.58"%,
"JOURNAL OF PROFESSIONAL NURSING","8755-7223","1532-8481","NURSING - SSCI","2,171","2.104","Q2","1.29","1.18"%,
"Asian Nursing Research","1976-1317","2093-7482","NURSING - SSCI","1,247","2.085","Q2","1.12","100"%,
"Journal of Cardiovascular Nursing","0889-4655","1550-5049","NURSING - SSCI","2,462","2.083","Q2","0.92","3.95"%,
"Nurse Educator","0363-3624","1538-9855","NURSING - SSCI","1,414","2.082","Q2","0.96","0.86"%,
"Clinical Nursing Research","1054-7738","1552-3799","NURSING - SSCI","1,172","2.075","Q2","1.17","1.28"%,
"International Journal of Nursing Practice","1322-7114","1440-172X","NURSING - SSCI","2,676","2.066","Q2","0.93","5.26"%,
"CIN-COMPUTERS INFORMATICS NURSING","1538-2931","1538-9774","NURSING - SSCI","1,349","1.985","Q2","0.6","3.03"%,
"Journal of Child Health Care","1367-4935","1741-2889","NURSING - SSCI","1,205","1.979","Q2","0.88","7.34"%,
"Advances in Neonatal Care","1536-0903","1536-0911","NURSING - SSCI","1,351","1.968","Q2","1.05","0.53"%,
"WESTERN JOURNAL OF NURSING RESEARCH","0193-9459","1552-8456","NURSING - SSCI","2,908","1.967","Q2","1.14","1.08"%,
"Journal of Transcultural Nursing","1043-6596","1552-7832","NURSING - SSCI","1,897","1.959","Q2","1.07","2.46"%,
"International Journal of Qualitative Studies on Health and Well-Being","1748-2623","1748-2631","NURSING - SSCI","1,867","1.947","Q2","0.74","100"%,
"Pain Management Nursing","1524-9042","1532-8635","NURSING - SSCI","1,835","1.929","Q2","1.17","0.85"%,
"Journal of Hospice & Palliative Nursing","1522-2179","1539-0705","NURSING - SSCI","948","1.918","Q2","0.74","1.42"%,
"Nursing & Health Sciences","1441-0745","1442-2018","NURSING - SSCI","2,697","1.857","Q3","0.99","5.11"%,
"Journal of Emergency Nursing","0099-1767","1527-2966","NURSING - SSCI","1,861","1.836","Q3","0.93","2.38"%,
"Issues in Mental Health Nursing","0161-2840","1096-4673","NURSING - SSCI","3,310","1.835","Q3","0.66","6.67"%,
"ADVANCES IN NURSING SCIENCE","0161-9268","1550-5014","NURSING - SSCI","1,776","1.824","Q3","1.09","0.93"%,
"Journal of Pediatric Health Care","0891-5245","1532-656X","NURSING - SSCI","1,715","1.812","Q3","0.68","1.04"%,
"Contemporary Nurse","1037-6178","1839-3535","NURSING - SSCI","1,837","1.787","Q3","0.79","0.77"%,
"Nursing Open","2054-1058","2054-1058","NURSING - SSCI","705","1.762","Q3","1.01","100"%,
"Journal of Wound Ostomy and Continence Nursing","1071-5754","1528-3976","NURSING - SSCI","1,879","1.741","Q3","1.21","5.47"%,
"JOURNAL OF NURSING ADMINISTRATION","0002-0443","1539-0721","NURSING - SSCI","3,331","1.737","Q3","0.95","0.33"%,
"JOURNAL OF NURSING EDUCATION","0148-4834","1938-2421","NURSING - SSCI","3,535","1.726","Q3","0.75","0"%,
"JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING","0884-2175","1552-6909","NURSING - SSCI","3,377","1.716","Q3","0.77","1"%,
"Critical Care Nurse","0279-5442","1940-8250","NURSING - SSCI","1,214","1.708","Q3","0.64","0"%,
"Journal of Nursing Research","1682-3141","1948-965X","NURSING - SSCI","1,134","1.682","Q3","0.9","69.41"%,
"Australian Journal of Rural Health","1038-5282","1440-1584","NURSING - SSCI","1,741","1.662","Q3","0.76","3.29"%,
"JOURNAL OF PERINATAL & NEONATAL NURSING","0893-2190","1550-5073","NURSING - SSCI","944","1.638","Q3","0.67","0.85"%,
"Journal of Pediatric Oncology Nursing","1043-4542","1532-8457","NURSING - SSCI","1,338","1.636","Q3","0.69","0"%,
"Rehabilitation Nursing","0278-4807","2048-7940","NURSING - SSCI","1,073","1.625","Q3","0.67","0.88"%,
"JOURNAL OF NURSING CARE QUALITY","1057-3631","1550-5065","NURSING - SSCI","1,370","1.597","Q3","1.04","2.06"%,
"Research in Gerontological Nursing","1940-4921","1938-2464","NURSING - SSCI","619","1.571","Q3","0.69","1.18"%,
"Journal of Addictions Nursing","1088-4602","1548-7148","NURSING - SSCI","408","1.476","Q3","0.46","1.96"%,
"PUBLIC HEALTH NURSING","0737-1209","1525-1446","NURSING - SSCI","1,923","1.462","Q3","0.72","4.04"%,
"Revista Latino-Americana de Enfermagem","1518-8345","1518-8345","NURSING - SSCI","2,913","1.442","Q3","0.67","100"%,
"Japan Journal of Nursing Science","1742-7932","1742-7924","NURSING - SSCI","596","1.418","Q3","0.76","4.41"%,
"Workplace Health & Safety","2165-0799","2165-0969","NURSING - SSCI","891","1.413","Q3","0.84","1.06"%,
"MCN-The American Journal of Maternal-Child Nursing","0361-929X","1539-0683","NURSING - SSCI","1,097","1.412","Q3","0.8","0"%,
"JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE","1055-3290","1552-6917","NURSING - SSCI","1,582","1.354","Q3","0.89","3.49"%,
"Critical Care Nursing Clinics of North America","0899-5885","1558-3481","NURSING - SSCI","592","1.326","Q3","0.56","0.72"%,
"Journal of Renal Care","1755-6678","1755-6686","NURSING - SSCI","595","1.294","Q3","0.54","7.69"%,
"Australasian Emergency Care","N/A","2588-994X","NURSING - SSCI","93","1.283","Q3","0.68","2.97"%,
"Nursing Philosophy","1466-7681","1466-769X","NURSING - SSCI","615","1.279","Q3","0.72","9.09"%,
"Journal for Specialists in Pediatric Nursing","1539-0136","1744-6155","NURSING - SSCI","814","1.26","Q4","0.67","5.15"%,
"Journal of Gerontological Nursing","0098-9134","1938-243X","NURSING - SSCI","1,808","1.254","Q4","0.47","1.04"%,
"JOURNAL OF NEUROSCIENCE NURSING","0888-0395","1945-2810","NURSING - SSCI","1,127","1.23","Q4","0.55","3.51"%,
"JOURNAL OF CONTINUING EDUCATION IN NURSING","0022-0124","1938-2472","NURSING - SSCI","1,326","1.224","Q4","0.55","0"%,
"International Journal of Nursing Knowledge","2047-3087","2047-3095","NURSING - SSCI","423","1.222","Q4","0.84","1.74"%,
"NURSING CLINICS OF NORTH AMERICA","0029-6465","1558-1357","NURSING - SSCI","917","1.208","Q4","0.86","0.7"%,
"Journal of Forensic Nursing","1556-3693","1939-3938","NURSING - SSCI","431","1.175","Q4","0.48","0"%,
"Journal of the American Association of Nurse Practitioners","2327-6886","2327-6924","NURSING - SSCI","1,043","1.165","Q4","0.62","1.33"%,
"JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES","0279-3695","1938-2413","NURSING - SSCI","1,097","1.098","Q4","0.59","1.4"%,
"Revista da Escola de Enfermagem da USP","0080-6234","1980-220X","NURSING - SSCI","2,198","1.086","Q4","0.46","100"%,
"NURSING ECONOMICS","0746-1739","N/A","NURSING - SSCI","909","1.085","Q4","0.63","0"%,
"Journal of PeriAnesthesia Nursing","1089-9472","1532-8473","NURSING - SSCI","990","1.084","Q4","0.65","1.48"%,
"Clinical Nurse Specialist","0887-6274","1538-9782","NURSING - SSCI","702","1.067","Q4","0.48","0"%,
"Clinical Journal of Oncology Nursing","1092-1095","1538-067X","NURSING - SSCI","1,932","1.027","Q4","0.49","0"%,
"Journal of Trauma Nursing","1078-7496","1932-3883","NURSING - SSCI","594","1.01","Q4","0.4","1.34"%,
"Holistic Nursing Practice","0887-9311","1550-5138","NURSING - SSCI","923","1","Q4","0.56","0"%,
"Journal of Korean Academy of Nursing","2005-3673","2093-758X","NURSING - SSCI","1,229","0.984","Q4","0.38","53.16"%,
"Gastroenterology Nursing","1042-895X","1538-9766","NURSING - SSCI","585","0.978","Q4","0.32","0.64"%,
"Journal of Community Health Nursing","0737-0016","1532-7655","NURSING - SSCI","457","0.974","Q4","0.5","0"%,
"Nephrology Nursing Journal","1526-744X","2163-5390","NURSING - SSCI","610","0.959","Q4","0.34","0"%,
"Orthopaedic Nursing","0744-6020","1542-538X","NURSING - SSCI","749","0.913","Q4","0.48","1.64"%,
"NURSING SCIENCE QUARTERLY","0894-3184","1552-7409","NURSING - SSCI","1,016","0.883","Q4","0.49","0"%,
"Assistenza Infermieristica e Ricerca","1592-5986","2038-1778","NURSING - SSCI","151","0.804","Q4","0.49","0"%,
"JNP-Journal for Nurse Practitioners","1555-4155","1878-058X","NURSING - SSCI","905","0.767","Q4","0.44","1.15"%,
"Wound Management & Prevention","2640-5237","2640-5245","NURSING - SSCI","42","0.698","Q4","0.38","0"%,
"Research and Theory for Nursing Practice","1541-6577","1945-7286","NURSING - SSCI","453","0.688","Q4","0.36","0"%,
"AORN JOURNAL","0001-2092","1878-0369","NURSING - SSCI","1,553","0.676","Q4","0.48","0.36"%,
"Acta Paulista de Enfermagem","0103-2100","1982-0194","NURSING - SSCI","1,068","0.667","Q4","0.35","99.64"%,
"Pflege","1012-5302","1664-283X","NURSING - SSCI","202","0.655","Q4","0.29","0"%,
"Australian Journal of Advanced Nursing","0813-0531","1447-4328","NURSING - SSCI","794","0.647","Q4","0.4","0"%,
"Bariatric Surgical Practice and Patient Care","2168-023X","2168-0248","NURSING - SSCI","166","0.607","Q4","0.27","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
