"Journal Data Filtered By:  Selected Categories: PATHOLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"CYTOMETRY PART B-CLINICAL CYTOMETRY","1552-4949","1552-4957","PATHOLOGY - SCIE","2,051","3.058","Q2","1.04","8.61"%,
"Analytical Cellular Pathology","2210-7177","2210-7185","PATHOLOGY - SCIE","800","2.916","Q2","0.52","100"%,
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY","0277-1691","1538-7151","PATHOLOGY - SCIE","3,127","2.762","Q3","0.96","3.11"%,
"ALZHEIMER DISEASE & ASSOCIATED DISORDERS","0893-0341","0893-0341","PATHOLOGY - SCIE","4,055","2.703","Q3","0.8","4.44"%,
"Diagnostic Pathology","N/A","1746-1596","PATHOLOGY - SCIE","3,695","2.644","Q3","0.82","100"%,
"PATHOLOGY INTERNATIONAL","1320-5463","1440-1827","PATHOLOGY - SCIE","3,592","2.534","Q3","0.7","8.65"%,
"AMERICAN JOURNAL OF CLINICAL PATHOLOGY","0002-9173","1943-7722","PATHOLOGY - SCIE","13,772","2.493","Q3","0.78","4.82"%,
"ACTA CYTOLOGICA","0001-5547","1938-2650","PATHOLOGY - SCIE","2,670","2.319","Q3","0.61","4.08"%,
"Medical Molecular Morphology","1860-1480","1860-1499","PATHOLOGY - SCIE","700","2.309","Q3","0.8","8"%,
"HISTOLOGY AND HISTOPATHOLOGY","0213-3911","1699-5848","PATHOLOGY - SCIE","4,857","2.303","Q3","0.46","0"%,
"VETERINARY PATHOLOGY","0300-9858","1544-2217","PATHOLOGY - SCIE","7,242","2.221","Q3","1.06","2.03"%,
"CARDIOVASCULAR PATHOLOGY","1054-8807","1879-1336","PATHOLOGY - SCIE","2,501","2.185","Q3","0.59","6.18"%,
"SCIENCE & JUSTICE","1355-0306","1876-4452","PATHOLOGY - SCIE","1,657","2.124","Q3","0.82","4.71"%,
"CytoJournal","0974-5963","1742-6413","PATHOLOGY - SCIE","430","2.091","Q3","0.46","17.02"%,
"Annals of Diagnostic Pathology","1092-9134","1532-8198","PATHOLOGY - SCIE","2,319","2.09","Q3","0.69","4.38"%,
"APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY","1541-2016","1533-4058","PATHOLOGY - SCIE","2,490","2.085","Q3","0.89","4.7"%,
"CYTOPATHOLOGY","0956-5507","1365-2303","PATHOLOGY - SCIE","1,483","2.073","Q3","0.48","2.32"%,
"FOLIA NEUROPATHOLOGICA","1641-4640","1509-572X","PATHOLOGY - SCIE","876","2.038","Q3","0.44","100"%,
"Forensic Science Medicine and Pathology","1547-769X","1556-2891","PATHOLOGY - SCIE","1,501","2.007","Q3","0.59","13.49"%,
"INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY","0959-9673","1365-2613","PATHOLOGY - SCIE","2,299","1.925","Q3","0.64","5.32"%,
"NEUROPATHOLOGY","0919-6544","1440-1789","PATHOLOGY - SCIE","2,222","1.906","Q3","0.56","8.51"%,
"TOXICOLOGIC PATHOLOGY","0192-6233","1533-1601","PATHOLOGY - SCIE","6,780","1.902","Q4","0.49","3.56"%,
"Journal of Toxicologic Pathology","0914-9198","1881-915X","PATHOLOGY - SCIE","638","1.628","Q4","0.42","0"%,
"JOURNAL OF CUTANEOUS PATHOLOGY","0303-6987","1600-0560","PATHOLOGY - SCIE","4,611","1.587","Q4","0.52","1.54"%,
"DIAGNOSTIC CYTOPATHOLOGY","8755-1039","1097-0339","PATHOLOGY - SCIE","3,939","1.582","Q4","0.55","4.43"%,
"PEDIATRIC AND DEVELOPMENTAL PATHOLOGY","1093-5266","1615-5742","PATHOLOGY - SCIE","1,818","1.475","Q4","0.52","1.4"%,
"International Journal of Paleopathology","1879-9817","1879-9825","PATHOLOGY - SCIE","682","1.393","Q4","0.55","6.37"%,
"CLINICAL NEUROPATHOLOGY","0722-5091","0722-5091","PATHOLOGY - SCIE","982","1.368","Q4","0.37","0"%,
"JOURNAL OF COMPARATIVE PATHOLOGY","0021-9975","1532-3129","PATHOLOGY - SCIE","3,884","1.311","Q4","0.51","2.52"%,
"INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY","1066-8969","1940-2465","PATHOLOGY - SCIE","1,930","1.271","Q4","0.4","0.22"%,
"ULTRASTRUCTURAL PATHOLOGY","0191-3123","1521-0758","PATHOLOGY - SCIE","1,127","1.094","Q4","0.46","0.74"%,
"POLISH JOURNAL OF PATHOLOGY","1233-9687","1233-9687","PATHOLOGY - SCIE","569","1.072","Q4","0.31","92.91"%,
"PATHOLOGE","0172-8113","1432-1963","PATHOLOGY - SCIE","865","1.011","Q4","0.34","9.45"%,
"Fetal and Pediatric Pathology","1551-3815","1551-3823","PATHOLOGY - SCIE","672","0.958","Q4","0.32","1.03"%,
"AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY","0195-7910","1533-404X","PATHOLOGY - SCIE","1,924","0.921","Q4","0.33","1.33"%,
"Indian Journal of Pathology and Microbiology","0377-4929","0974-5130","PATHOLOGY - SCIE","1,630","0.74","Q4","0.26","100"%,
"Malaysian Journal of Pathology","0126-8635","0126-8635","PATHOLOGY - SCIE","473","0.656","Q4","0.19","0"%,
"LEPROSY REVIEW","0305-7518","2162-8807","PATHOLOGY - SCIE","989","0.537","Q4","0.2","0"%,
"ANNALES DE PATHOLOGIE","0242-6498","2213-008X","PATHOLOGY - SCIE","345","0.407","Q4","0.1","0"%,
"Medecine Nucleaire-Imagerie Fonctionnelle et Metabolique","0928-1258","1878-6820","PATHOLOGY - SCIE","95","0.263","Q4","0.05","0"%,
"Journal of Hematopathology","1868-9256","1865-5785","PATHOLOGY - SCIE","145","0.196","Q4","0.11","5.88"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
