"Journal Data Filtered By:  Selected Categories: IMMUNOLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Journal of Inflammation Research","N/A","1178-7031","IMMUNOLOGY - SCIE","1,321","6.922","Q1","0.77","100"%,
"EMERGING INFECTIOUS DISEASES","1080-6040","1080-6059","IMMUNOLOGY - SCIE","44,051","6.883","Q1","1.48","100"%,
"Immunity & Ageing","1742-4933","1742-4933","IMMUNOLOGY - SCIE","1,468","6.4","Q1","1.05","100"%,
"PEDIATRIC ALLERGY AND IMMUNOLOGY","0905-6157","1399-3038","IMMUNOLOGY - SCIE","5,778","6.377","Q1","1.53","13.39"%,
"ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY","1081-1206","1534-4436","IMMUNOLOGY - SCIE","10,809","6.347","Q1","0.92","10.32"%,
"EXERCISE IMMUNOLOGY REVIEW","1077-5552","1077-5552","IMMUNOLOGY - SCIE","1,093","6.308","Q1","0.71","0"%,
"Immune Network","1598-2629","2092-6685","IMMUNOLOGY - SCIE","1,629","6.303","Q2","0.62","50.36"%,
"Clinical & Translational Immunology","N/A","2050-0068","IMMUNOLOGY - SCIE","1,574","6.161","Q2","0.91","100"%,
"INFECTIOUS DISEASE CLINICS OF NORTH AMERICA","0891-5520","1557-9824","IMMUNOLOGY - SCIE","4,090","5.982","Q2","1.42","3.7"%,
"Virulence","2150-5594","2150-5608","IMMUNOLOGY - SCIE","5,784","5.882","Q2","1.09","99.67"%,
"ALLERGOLOGY INTERNATIONAL","1323-8930","1440-1592","IMMUNOLOGY - SCIE","3,122","5.836","Q2","0.9","100"%,
"BIODRUGS","1173-8804","1179-190X","IMMUNOLOGY - SCIE","2,581","5.807","Q2","1.09","40"%,
"Allergy Asthma & Immunology Research","2092-7355","2092-7363","IMMUNOLOGY - SCIE","2,345","5.764","Q2","0.98","52.85"%,
"BIOLOGY OF BLOOD AND MARROW TRANSPLANTATION","1083-8791","1523-6536","IMMUNOLOGY - SCIE","17,149","5.742","Q2","1.22","80.8"%,
"EUROPEAN JOURNAL OF IMMUNOLOGY","0014-2980","1521-4141","IMMUNOLOGY - SCIE","24,504","5.532","Q2","1.01","29.2"%,
"BONE MARROW TRANSPLANTATION","0268-3369","1476-5365","IMMUNOLOGY - SCIE","16,801","5.483","Q2","1.01","8.67"%,
"JOURNAL OF IMMUNOLOGY","0022-1767","1550-6606","IMMUNOLOGY - SCIE","146,980","5.422","Q2","1.15","3.62"%,
"Journal of the International AIDS Society","N/A","1758-2652","IMMUNOLOGY - SCIE","6,474","5.396","Q2","1.15","100"%,
"INTERNATIONAL REVIEWS OF IMMUNOLOGY","0883-0185","1563-5244","IMMUNOLOGY - SCIE","1,840","5.311","Q2","0.59","0"%,
"Frontiers in Cellular and Infection Microbiology","2235-2988","2235-2988","IMMUNOLOGY - SCIE","13,426","5.293","Q2","0.94","100"%,
"JOURNAL OF INFECTIOUS DISEASES","0022-1899","1537-6613","IMMUNOLOGY - SCIE","54,782","5.226","Q2","1.4","20.4"%,
"Expert Review of Vaccines","1476-0584","1744-8395","IMMUNOLOGY - SCIE","5,376","5.217","Q2","0.64","12.87"%,
"IMMUNOLOGY AND CELL BIOLOGY","0818-9641","1440-1711","IMMUNOLOGY - SCIE","5,812","5.126","Q2","0.76","19.29"%,
"CLINICAL AND EXPERIMENTAL ALLERGY","0954-7894","1365-2222","IMMUNOLOGY - SCIE","12,339","5.018","Q2","1.01","21.14"%,
"Journal of Inflammation-London","1476-9255","1476-9255","IMMUNOLOGY - SCIE","1,812","4.981","Q2","0.76","100"%,
"JOURNAL OF LEUKOCYTE BIOLOGY","0741-5400","1938-3673","IMMUNOLOGY - SCIE","21,186","4.962","Q2","0.8","14.98"%,
"TRANSPLANTATION","0041-1337","1534-6080","IMMUNOLOGY - SCIE","27,214","4.939","Q2","1.35","4.09"%,
"INTERNATIONAL IMMUNOPHARMACOLOGY","1567-5769","1878-1705","IMMUNOLOGY - SCIE","20,562","4.932","Q2","1.21","4.71"%,
"CELLULAR IMMUNOLOGY","0008-8749","1090-2163","IMMUNOLOGY - SCIE","6,746","4.868","Q2","0.8","6.9"%,
"INTERNATIONAL IMMUNOLOGY","0953-8178","1460-2377","IMMUNOLOGY - SCIE","7,333","4.823","Q2","0.74","17.01"%,
"Journal of Immunology Research","2314-8861","2314-7156","IMMUNOLOGY - SCIE","7,621","4.818","Q2","0.6","100"%,
"CURRENT ALLERGY AND ASTHMA REPORTS","1529-7322","1534-6315","IMMUNOLOGY - SCIE","3,395","4.806","Q2","0.62","6.6"%,
"MEDIATORS OF INFLAMMATION","0962-9351","1466-1861","IMMUNOLOGY - SCIE","16,551","4.711","Q2","0.61","100"%,
"FISH & SHELLFISH IMMUNOLOGY","1050-4648","1095-9947","IMMUNOLOGY - SCIE","29,735","4.581","Q2","1.75","1.44"%,
"INFLAMMATION RESEARCH","1023-3830","1420-908X","IMMUNOLOGY - SCIE","5,662","4.575","Q2","0.66","10.39"%,
"HLA","2059-2302","2059-2310","IMMUNOLOGY - SCIE","1,447","4.513","Q2","0.53","14.47"%,
"INFLAMMOPHARMACOLOGY","0925-4692","1568-5608","IMMUNOLOGY - SCIE","2,992","4.473","Q2","1.02","4.91"%,
"Expert Review of Clinical Immunology","1744-666X","1744-8409","IMMUNOLOGY - SCIE","3,774","4.473","Q2","0.57","2.24"%,
"JOURNAL OF IMMUNOTHERAPY","1524-9557","1537-4513","IMMUNOLOGY - SCIE","3,872","4.456","Q2","1.07","8.11"%,
"Vaccines","N/A","2076-393X","IMMUNOLOGY - SCIE","3,381","4.422","Q2","0.73","100"%,
"MOLECULAR IMMUNOLOGY","0161-5890","1872-9142","IMMUNOLOGY - SCIE","14,321","4.407","Q2","0.89","9.34"%,
"JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION","1684-1182","1995-9133","IMMUNOLOGY - SCIE","4,936","4.399","Q2","0.83","100"%,
"JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY","1018-9068","1698-0808","IMMUNOLOGY - SCIE","2,703","4.333","Q2","0.55","0"%,
"CLINICAL AND EXPERIMENTAL IMMUNOLOGY","0009-9104","1365-2249","IMMUNOLOGY - SCIE","16,216","4.33","Q2","0.82","21.75"%,
"ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS","0004-069X","1661-4917","IMMUNOLOGY - SCIE","2,389","4.291","Q2","0.56","27.43"%,
"Current Topics in Microbiology and Immunology","0070-217X","2196-9965","IMMUNOLOGY - SCIE","6,980","4.291","Q2","0.44","0"%,
"Current Opinion in HIV and AIDS","1746-630X","1746-6318","IMMUNOLOGY - SCIE","3,006","4.283","Q2","0.57","4.86"%,
"Journal of Asthma and Allergy","1178-6965","1178-6965","IMMUNOLOGY - SCIE","882","4.258","Q3","0.75","100"%,
"Immunotherapy","1750-743X","1750-7448","IMMUNOLOGY - SCIE","3,372","4.196","Q3","0.59","14.72"%,
"AIDS","0269-9370","1473-5571","IMMUNOLOGY - SCIE","20,317","4.177","Q3","1.09","7.79"%,
"INFLAMMATION","0360-3997","1573-2576","IMMUNOLOGY - SCIE","7,257","4.092","Q3","0.74","5.82"%,
"World Allergy Organization Journal","1939-4551","1939-4551","IMMUNOLOGY - SCIE","2,492","4.084","Q3","0.69","100"%,
"JOURNAL OF REPRODUCTIVE IMMUNOLOGY","0165-0378","1872-7603","IMMUNOLOGY - SCIE","4,150","4.054","Q3","1.08","10.15"%,
"CLINICAL IMMUNOLOGY","1521-6616","1521-7035","IMMUNOLOGY - SCIE","11,321","3.969","Q3","0.81","7.39"%,
"Transplantation Reviews","0955-470X","N/A","IMMUNOLOGY - SCIE","1,110","3.943","Q3","0.83","10.34"%,
"AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY","1046-7408","1600-0897","IMMUNOLOGY - SCIE","7,359","3.886","Q3","0.91","8.45"%,
"CYTOKINE","1043-4666","1096-0023","IMMUNOLOGY - SCIE","13,407","3.861","Q3","0.69","2.74"%,
"Open Forum Infectious Diseases","2328-8957","2328-8957","IMMUNOLOGY - SCIE","6,969","3.835","Q3","0.77","100"%,
"TRANSFUSION MEDICINE AND HEMOTHERAPY","1660-3796","1660-3818","IMMUNOLOGY - SCIE","1,625","3.747","Q3","0.54","8.61"%,
"MICROBIAL PATHOGENESIS","0882-4010","1096-1208","IMMUNOLOGY - SCIE","11,129","3.738","Q3","0.81","2.06"%,
"JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES","1525-4135","1077-9450","IMMUNOLOGY - SCIE","15,629","3.731","Q3","0.94","12.1"%,
"Journal of Virus Eradication","2055-6640","2055-6659","IMMUNOLOGY - SCIE","720","3.696","Q3","0.67","9.8"%,
"IMMUNOLOGY LETTERS","0165-2478","1879-0542","IMMUNOLOGY - SCIE","6,880","3.685","Q3","0.71","5.46"%,
"IMMUNOLOGICAL INVESTIGATIONS","0882-0139","1532-4311","IMMUNOLOGY - SCIE","2,207","3.657","Q3","0.82","0.99"%,
"VACCINE","0264-410X","1873-2518","IMMUNOLOGY - SCIE","50,113","3.641","Q3","0.88","29.65"%,
"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY","0145-305X","1879-0089","IMMUNOLOGY - SCIE","11,385","3.636","Q3","1.67","3.94"%,
"BMC IMMUNOLOGY","N/A","1471-2172","IMMUNOLOGY - SCIE","2,643","3.615","Q3","0.7","100"%,
"Advances in Immunology","0065-2776","1557-8445","IMMUNOLOGY - SCIE","3,044","3.543","Q3","0.52","0"%,
"SCANDINAVIAN JOURNAL OF IMMUNOLOGY","0300-9475","1365-3083","IMMUNOLOGY - SCIE","5,227","3.487","Q3","0.6","19.74"%,
"IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA","0889-8561","1557-8607","IMMUNOLOGY - SCIE","2,188","3.479","Q3","0.73","3.52"%,
"JOURNAL OF NEUROIMMUNOLOGY","0165-5728","1872-8421","IMMUNOLOGY - SCIE","12,584","3.478","Q3","0.75","5.56"%,
"Human Vaccines & Immunotherapeutics","2164-5515","2164-554X","IMMUNOLOGY - SCIE","9,472","3.452","Q3","0.64","19.12"%,
"INFECTION AND IMMUNITY","0019-9567","1098-5522","IMMUNOLOGY - SCIE","50,234","3.441","Q3","0.9","15.97"%,
"Allergy Asthma and Clinical Immunology","1710-1492","1710-1492","IMMUNOLOGY - SCIE","1,784","3.406","Q3","0.47","100"%,
"MEDICAL MICROBIOLOGY AND IMMUNOLOGY","0300-8584","1432-1831","IMMUNOLOGY - SCIE","2,578","3.402","Q3","0.61","25.47"%,
"INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY","0394-6320","2058-7384","IMMUNOLOGY - SCIE","2,857","3.219","Q3","0.74","100"%,
"APMIS","0903-4641","1600-0463","IMMUNOLOGY - SCIE","5,007","3.205","Q3","0.66","8.49"%,
"Pathogens and Disease","2049-632X","2049-632X","IMMUNOLOGY - SCIE","2,424","3.166","Q3","0.53","9.13"%,
"IMMUNOBIOLOGY","0171-2985","N/A","IMMUNOLOGY - SCIE","5,645","3.144","Q3","0.66","9.66"%,
"Current Opinion in Allergy and Clinical Immunology","1528-4050","1473-6322","IMMUNOLOGY - SCIE","3,557","3.142","Q3","0.5","0.83"%,
"TUBERCULOSIS","1472-9792","N/A","IMMUNOLOGY - SCIE","3,832","3.131","Q3","0.64","13.25"%,
"FOOD AND AGRICULTURAL IMMUNOLOGY","0954-0105","1465-3443","IMMUNOLOGY - SCIE","1,682","3.101","Q3","0.73","100"%,
"Infectious Agents and Cancer","1750-9378","1750-9378","IMMUNOLOGY - SCIE","1,273","2.965","Q3","0.53","100"%,
"Endocrine Metabolic & Immune Disorders-Drug Targets","1871-5303","2212-3873","IMMUNOLOGY - SCIE","1,786","2.895","Q3","0.55","0.27"%,
"HUMAN IMMUNOLOGY","0198-8859","1879-1166","IMMUNOLOGY - SCIE","6,042","2.85","Q3","0.56","2.37"%,
"IMMUNOGENETICS","0093-7711","1432-1211","IMMUNOLOGY - SCIE","3,776","2.846","Q3","0.6","25.75"%,
"IMMUNOLOGIC RESEARCH","0257-277X","1559-0755","IMMUNOLOGY - SCIE","4,334","2.829","Q3","0.62","9.95"%,
"AUTOIMMUNITY","0891-6934","1607-842X","IMMUNOLOGY - SCIE","2,647","2.815","Q4","0.5","5.63"%,
"INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY","1018-2438","1423-0097","IMMUNOLOGY - SCIE","5,908","2.749","Q4","0.67","6.85"%,
"EUROPEAN CYTOKINE NETWORK","N/A","1952-4005","IMMUNOLOGY - SCIE","1,216","2.737","Q4","0.35","0"%,
"IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY","0892-3973","1532-2513","IMMUNOLOGY - SCIE","2,383","2.73","Q4","0.7","0.9"%,
"MICROBES AND INFECTION","1286-4579","1769-714X","IMMUNOLOGY - SCIE","8,367","2.7","Q4","0.64","11.52"%,
"Innate Immunity","1753-4259","1753-4267","IMMUNOLOGY - SCIE","1,884","2.68","Q4","0.59","97.7"%,
"GENES AND IMMUNITY","1466-4879","1476-5470","IMMUNOLOGY - SCIE","3,029","2.676","Q4","0.78","16.82"%,
"JOURNAL OF ANTIBIOTICS","0021-8820","1881-1469","IMMUNOLOGY - SCIE","10,224","2.649","Q4","0.65","4.74"%,
"JOURNAL OF INTERFERON AND CYTOKINE RESEARCH","1079-9907","1557-7465","IMMUNOLOGY - SCIE","4,282","2.607","Q4","0.45","4.39"%,
"AIDS REVIEWS","1139-6121","1698-6997","IMMUNOLOGY - SCIE","633","2.5","Q4","0.37","0"%,
"NEUROIMMUNOMODULATION","1021-7401","1423-0216","IMMUNOLOGY - SCIE","1,788","2.492","Q4","0.39","1.25"%,
"INDIAN JOURNAL OF MEDICAL RESEARCH","0971-5916","0971-5916","IMMUNOLOGY - SCIE","7,782","2.375","Q4","0.37","100"%,
"ASIAN PACIFIC JOURNAL OF ALLERGY AND IMMUNOLOGY","0125-877X","2228-8694","IMMUNOLOGY - SCIE","1,359","2.31","Q4","0.27","0"%,
"JOURNAL OF IMMUNOLOGICAL METHODS","0022-1759","1872-7905","IMMUNOLOGY - SCIE","12,982","2.303","Q4","0.52","19.63"%,
"PARASITE IMMUNOLOGY","0141-9838","1365-3024","IMMUNOLOGY - SCIE","3,484","2.28","Q4","0.56","16.53"%,
"COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES","0147-9571","1878-1667","IMMUNOLOGY - SCIE","2,460","2.268","Q4","0.73","2.42"%,
"VIRAL IMMUNOLOGY","0882-8245","1557-8976","IMMUNOLOGY - SCIE","1,991","2.257","Q4","0.44","6.67"%,
"Immunity Inflammation and Disease","N/A","2050-4527","IMMUNOLOGY - SCIE","636","2.239","Q4","0.57","100"%,
"Transplant Infectious Disease","1398-2273","1399-3062","IMMUNOLOGY - SCIE","3,584","2.228","Q4","0.56","3.61"%,
"CRITICAL REVIEWS IN IMMUNOLOGY","1040-8401","2162-6472","IMMUNOLOGY - SCIE","1,546","2.214","Q4","0.35","0"%,
"AIDS RESEARCH AND HUMAN RETROVIRUSES","0889-2229","1931-8405","IMMUNOLOGY - SCIE","4,756","2.205","Q4","0.52","5.32"%,
"PEDIATRIC INFECTIOUS DISEASE JOURNAL","0891-3668","1532-0987","IMMUNOLOGY - SCIE","13,771","2.129","Q4","0.73","4"%,
"Central European Journal of Immunology","1426-3912","1644-4124","IMMUNOLOGY - SCIE","986","2.085","Q4","0.3","100"%,
"ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA","1217-8950","1588-2640","IMMUNOLOGY - SCIE","662","2.048","Q4","0.38","9.6"%,
"VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY","0165-2427","1873-2534","IMMUNOLOGY - SCIE","7,472","2.046","Q4","0.77","9.82"%,
"MICROBIOLOGY AND IMMUNOLOGY","0385-5600","1348-0421","IMMUNOLOGY - SCIE","3,850","1.955","Q4","0.39","6.48"%,
"JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS","0393-974X","1724-6083","IMMUNOLOGY - SCIE","3,171","1.711","Q4","0.29","0"%,
"TRANSPLANT IMMUNOLOGY","0966-3274","1878-5492","IMMUNOLOGY - SCIE","1,367","1.708","Q4","0.46","3.92"%,
"ALLERGOLOGIA ET IMMUNOPATHOLOGIA","0301-0546","1578-1267","IMMUNOLOGY - SCIE","1,543","1.667","Q4","0.32","0"%,
"Iranian Journal of Immunology","1735-1383","1735-367X","IMMUNOLOGY - SCIE","431","1.603","Q4","0.25","100"%,
"CURRENT HIV RESEARCH","1570-162X","1873-4251","IMMUNOLOGY - SCIE","1,270","1.581","Q4","0.25","0"%,
"International Journal of Immunogenetics","1744-3121","1744-313X","IMMUNOLOGY - SCIE","791","1.466","Q4","0.33","6.02"%,
"Iranian Journal of Allergy Asthma and Immunology","1735-1502","1735-5249","IMMUNOLOGY - SCIE","900","1.464","Q4","0.25","100"%,
"TRANSFUSION CLINIQUE ET BIOLOGIQUE","1246-7820","N/A","IMMUNOLOGY - SCIE","589","1.406","Q4","0.28","1.38"%,
"INTERNATIONAL JOURNAL OF STD & AIDS","0956-4624","1758-1052","IMMUNOLOGY - SCIE","3,553","1.359","Q4","0.35","4"%,
"Pediatric Allergy Immunology and Pulmonology","2151-321X","2151-3228","IMMUNOLOGY - SCIE","376","1.349","Q4","0.26","5.15"%,
"LYMPHOLOGY","0024-7766","N/A","IMMUNOLOGY - SCIE","1,173","1.286","Q4","0.18","0"%,
"ISJ-Invertebrate Survival Journal","1824-307X","N/A","IMMUNOLOGY - SCIE","648","1.115","Q4","0.32","100"%,
"TRANSPLANTATION PROCEEDINGS","0041-1345","1873-2623","IMMUNOLOGY - SCIE","13,635","1.066","Q4","0.3","6.3"%,
"Indian Journal of Medical Microbiology","0255-0857","1998-3646","IMMUNOLOGY - SCIE","1,795","0.985","Q4","0.18","100"%,
"European Journal of Inflammation","1721-727X","2058-7392","IMMUNOLOGY - SCIE","324","0.466","Q4","0.08","100"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
