"Journal Data Filtered By:  Selected Categories: DERMATOLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Pigment Cell & Melanoma Research","1755-1471","1755-148X","DERMATOLOGY - SCIE","5,765","4.693","Q1","0.96","12.23"%,
"JOURNAL OF DERMATOLOGICAL SCIENCE","0923-1811","1873-569X","DERMATOLOGY - SCIE","6,869","4.563","Q1","1.38","7.37"%,
"ACTA DERMATO-VENEREOLOGICA","0001-5555","1651-2057","DERMATOLOGY - SCIE","8,418","4.437","Q1","1.28","98.36"%,
"MYCOSES","0933-7407","1439-0507","DERMATOLOGY - SCIE","5,252","4.377","Q1","1.45","12.23"%,
"LASERS IN SURGERY AND MEDICINE","0196-8092","1096-9101","DERMATOLOGY - SCIE","7,332","4.025","Q1","1.39","11.86"%,
"JOURNAL OF DERMATOLOGY","0385-2407","1346-8138","DERMATOLOGY - SCIE","6,895","4.005","Q2","0.97","11.08"%,
"EXPERIMENTAL DERMATOLOGY","0906-6705","1600-0625","DERMATOLOGY - SCIE","9,059","3.96","Q2","1.32","12.58"%,
"WOUND REPAIR AND REGENERATION","1067-1927","1524-475X","DERMATOLOGY - SCIE","7,277","3.617","Q2","0.93","13.79"%,
"MELANOMA RESEARCH","0960-8931","1473-5636","DERMATOLOGY - SCIE","3,342","3.599","Q2","0.94","6.77"%,
"CLINICS IN DERMATOLOGY","0738-081X","1879-1131","DERMATOLOGY - SCIE","4,683","3.541","Q2","1.26","0"%,
"SKIN PHARMACOLOGY AND PHYSIOLOGY","1660-5527","1660-5535","DERMATOLOGY - SCIE","2,159","3.479","Q2","0.92","7.62"%,
"DERMATOLOGIC CLINICS","0733-8635","1558-0520","DERMATOLOGY - SCIE","2,969","3.478","Q2","1.53","0"%,
"CLINICAL AND EXPERIMENTAL DERMATOLOGY","0307-6938","1365-2230","DERMATOLOGY - SCIE","6,342","3.47","Q2","0.76","5.49"%,
"DERMATOLOGIC SURGERY","1076-0512","1524-4725","DERMATOLOGY - SCIE","10,750","3.398","Q2","0.89","1.83"%,
"JOURNAL OF DERMATOLOGICAL TREATMENT","0954-6634","1471-1753","DERMATOLOGY - SCIE","3,995","3.359","Q2","0.91","8.93"%,
"EUROPEAN JOURNAL OF DERMATOLOGY","1167-1122","1952-4013","DERMATOLOGY - SCIE","3,496","3.328","Q2","0.72","0"%,
"International Wound Journal","1742-4801","1742-481X","DERMATOLOGY - SCIE","4,946","3.315","Q2","1.19","17.42"%,
"Dermatology and Therapy","2193-8210","2190-9172","DERMATOLOGY - SCIE","1,279","3.264","Q2","1.05","100"%,
"PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE","0905-4383","1600-0781","DERMATOLOGY - SCIE","1,976","3.135","Q2","0.91","10.43"%,
"ARCHIVES OF DERMATOLOGICAL RESEARCH","0340-3696","1432-069X","DERMATOLOGY - SCIE","4,961","3.017","Q2","0.98","11.2"%,
"INTERNATIONAL JOURNAL OF COSMETIC SCIENCE","0142-5463","1468-2494","DERMATOLOGY - SCIE","3,241","2.97","Q2","0.6","21.2"%,
"Journal of Tissue Viability","0965-206X","1876-4746","DERMATOLOGY - SCIE","955","2.932","Q2","1.6","12.31"%,
"AUSTRALASIAN JOURNAL OF DERMATOLOGY","0004-8380","1440-0960","DERMATOLOGY - SCIE","2,451","2.875","Q3","0.6","2.73"%,
"Dermatologic Therapy","1396-0296","1529-8019","DERMATOLOGY - SCIE","4,699","2.851","Q3","0.69","2.1"%,
"BURNS","0305-4179","1879-1409","DERMATOLOGY - SCIE","10,973","2.744","Q3","0.78","3.8"%,
"INTERNATIONAL JOURNAL OF DERMATOLOGY","0011-9059","1365-4632","DERMATOLOGY - SCIE","10,106","2.736","Q3","0.72","2.28"%,
"Journal of Cosmetic Dermatology","1473-2130","1473-2165","DERMATOLOGY - SCIE","3,563","2.696","Q3","0.84","8.01"%,
"Indian Journal of Dermatology Venereology & Leprology","0378-6323","0973-3922","DERMATOLOGY - SCIE","2,753","2.545","Q3","0.52","100"%,
"Clinical Cosmetic and Investigational Dermatology","1178-7015","1178-7015","DERMATOLOGY - SCIE","1,779","2.489","Q3","0.73","100"%,
"SKIN RESEARCH AND TECHNOLOGY","0909-752X","1600-0846","DERMATOLOGY - SCIE","3,035","2.365","Q3","0.8","11.23"%,
"Advances in Skin & Wound Care","1527-7941","1538-8654","DERMATOLOGY - SCIE","1,782","2.347","Q3","0.88","6.28"%,
"Journal of Cosmetic and Laser Therapy","1476-4172","1476-4180","DERMATOLOGY - SCIE","1,570","2.247","Q3","0.59","1.02"%,
"Journal of Drugs in Dermatology","1545-9616","1545-9616","DERMATOLOGY - SCIE","3,875","2.114","Q3","0.64","0"%,
"JOURNAL OF CUTANEOUS MEDICINE AND SURGERY","1203-4754","1615-7109","DERMATOLOGY - SCIE","1,697","2.092","Q3","0.65","1.57"%,
"Journal of Wound Care","0969-0700","2062-2916","DERMATOLOGY - SCIE","3,417","2.072","Q3","0.71","0"%,
"International Journal of Lower Extremity Wounds","1534-7346","1552-6941","DERMATOLOGY - SCIE","1,152","2.057","Q3","0.69","0"%,
"GIORNALE ITALIANO DI DERMATOLOGIA E VENEREOLOGIA","0392-0488","1827-1820","DERMATOLOGY - SCIE","1,167","2.011","Q3","0.37","0"%,
"Dermatology Practical & Conceptual","2160-9381","2160-9381","DERMATOLOGY - SCIE","637","1.926","Q3","0.44","78.1"%,
"ANAIS BRASILEIROS DE DERMATOLOGIA","0365-0596","1806-4841","DERMATOLOGY - SCIE","3,520","1.896","Q3","0.48","100"%,
"Journal of Burn Care & Research","1559-047X","1559-0488","DERMATOLOGY - SCIE","4,287","1.845","Q4","0.57","4.19"%,
"Postepy Dermatologii i Alergologii","1642-395X","N/A","DERMATOLOGY - SCIE","1,308","1.837","Q4","0.39","100"%,
"VETERINARY DERMATOLOGY","0959-4493","1365-3164","DERMATOLOGY - SCIE","2,509","1.589","Q4","0.77","6.67"%,
"PEDIATRIC DERMATOLOGY","0736-8046","1525-1470","DERMATOLOGY - SCIE","5,374","1.588","Q4","0.57","2.1"%,
"JOURNAL OF CUTANEOUS PATHOLOGY","0303-6987","1600-0560","DERMATOLOGY - SCIE","4,611","1.587","Q4","0.52","1.54"%,
"WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE","1044-7946","1943-2704","DERMATOLOGY - SCIE","1,501","1.546","Q4","0.5","0"%,
"AMERICAN JOURNAL OF DERMATOPATHOLOGY","0193-1091","1533-0311","DERMATOLOGY - SCIE","3,936","1.533","Q4","0.44","0.21"%,
"INDIAN JOURNAL OF DERMATOLOGY","0019-5154","1998-3611","DERMATOLOGY - SCIE","2,425","1.494","Q4","0.45","100"%,
"Annals of Dermatology","1013-9087","2005-3894","DERMATOLOGY - SCIE","2,158","1.444","Q4","0.4","52.08"%,
"Dermatologica Sinica","1027-8117","2223-330X","DERMATOLOGY - SCIE","452","1.321","Q4","0.39","100"%,
"Acta Dermatovenerologica Croatica","1330-027X","1847-6538","DERMATOLOGY - SCIE","564","1.256","Q4","0.27","0"%,
"JOURNAL OF COSMETIC SCIENCE","1525-7886","N/A","DERMATOLOGY - SCIE","663","0.948","Q4","0.19","0"%,
"ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE","0151-9638","2214-5451","DERMATOLOGY - SCIE","1,528","0.777","Q4","0.21","0"%,
"HAUTARZT","0017-8470","1432-1173","DERMATOLOGY - SCIE","1,301","0.751","Q4","0.3","10.96"%,
"Wound Management & Prevention","2640-5237","2640-5245","DERMATOLOGY - SCIE","42","0.698","Q4","0.38","0"%,
"LEPROSY REVIEW","0305-7518","2162-8807","DERMATOLOGY - SCIE","989","0.537","Q4","0.2","0"%,
"Hong Kong Journal of Dermatology & Venereology","1814-7453","1814-7453","DERMATOLOGY - SCIE","27","0.091","Q4","0.03","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
