"Journal Data Filtered By:  Selected Categories: CARDIAC & CARDIOVASCULAR SYSTEMS Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Journal of Cardiovascular Emergencies","2457-5518","2457-550X","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","40","n/a","n/a","0.2","100"%,
"Journal of the Saudi Heart Association","1016-7315","2212-5043","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","428","n/a","n/a","0.23","100"%,
"Rational Pharmacotherapy in Cardiology","1819-6446","2225-3653","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","216","n/a","n/a","0.08","100"%,
"Research Reports in Clinical Cardiology","1179-8475","1179-8475","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","60","n/a","n/a","0.15","100"%,
"Expert Review  of Cardiovascular Therapy","1477-9072","1744-8344","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","2,385","n/a","n/a","0.39","2.33"%,
"Cardiovascular Endocrinology & Metabolism","2574-0954","2574-0954","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","102","n/a","n/a","0.3","0"%,
"Cardiovascular Revascularization Medicine","1553-8389","1878-0938","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","1,696","n/a","n/a","0.37","1.37"%,
"American Journal of Cardiovascular Disease","2160-200X","2160-200X","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","474","n/a","n/a","0.35","0"%,
"Cardiovascular Innovations and Applications","2009-8618","2009-8782","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","35","n/a","n/a","0.04","100"%,
"Cardiovascular Intervention and Therapeutics","1868-4300","1868-4297","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","666","n/a","n/a","0.42","14.12"%,
"International Cardiovascular Research Journal","2251-9130","2251-9149","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","126","n/a","n/a","0.06","0"%,
"Therapeutic Advances in Cardiovascular Disease","1753-9447","1753-9455","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","238","n/a","n/a","0.46","49.02"%,
"Archives of Cardiovascular Diseases Supplements","1878-6480","1878-6502","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","10","n/a","n/a","0","0"%,
"Journal Of Cardiovascular and Thoracic Research","2008-5117","2008-6830","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","486","n/a","n/a","0.29","100"%,
"Zeitschrift fur Herz Thorax und Gefasschirurgie","0930-9225","1435-1277","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","35","n/a","n/a","0.04","3.55"%,
"Revista de la Federacion Argentina de Cardiologia","0326-646X","1666-5694","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","36","n/a","n/a","0.03","0"%,
"Indian Journal of Thoracic and Cardiovascular Surgery","0970-9134","0973-7723","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","134","n/a","n/a","0.03","3.15"%,
"World Journal for Pediatric and Congenital Heart Surgery","2150-1351","2150-0136","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","966","n/a","n/a","0.23","3.91"%,
"Kardiologe","1864-9718","1864-9726","CARDIAC & CARDIOVASCULAR SYSTEMS - ESCI","182","n/a","n/a","0.17","2.91"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
