"Journal Data Filtered By:  Selected Categories: CLINICAL NEUROLOGY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Current Journal of Neurology","2717-011X","2717-011X","CLINICAL NEUROLOGY - ESCI",0,"n/a","n/a","n/a","0"%,
"Iranian Journal of Neurology","2008-384X","2252-0058","CLINICAL NEUROLOGY - ESCI","385","n/a","n/a","0.27","0"%,
"Scandinavian Journal of Pain","1877-8860","1877-8879","CLINICAL NEUROLOGY - ESCI","1,287","n/a","n/a","0.58","4.18"%,
"Turkish Journal of Neurology","1301-062X","1309-2545","CLINICAL NEUROLOGY - ESCI","116","n/a","n/a","0.08","100"%,
"Journal of Neurorestoratology","2324-2426","2324-2426","CLINICAL NEUROLOGY - ESCI","222","n/a","n/a","0.47","100"%,
"Zeitschrift fur Epileptologie","1617-6782","1610-0646","CLINICAL NEUROLOGY - ESCI","155","n/a","n/a","0.13","18.24"%,
"Epilepsy & Behavior Case Reports","N/A","2213-3232","CLINICAL NEUROLOGY - ESCI","377","n/a","n/a","0.35","100"%,
"Multiple Sclerosis International","2090-2654","2090-2662","CLINICAL NEUROLOGY - ESCI","472","n/a","n/a","0.29","100"%,
"Revista Mexicana de Neurociencia","1665-5044","1665-5044","CLINICAL NEUROLOGY - ESCI","36","n/a","n/a","0.02","8.46"%,
"Iranian Journal of Child Neurology","1735-4668","2008-0700","CLINICAL NEUROLOGY - ESCI","392","n/a","n/a","0.2","0"%,
"Journal of Pediatric Neurosciences","1817-1745","1998-3948","CLINICAL NEUROLOGY - ESCI","723","n/a","n/a","0.16","0"%,
"Activitas Nervosa Superior Rediviva","1337-933X","1338-4015","CLINICAL NEUROLOGY - ESCI","67","n/a","n/a","0.09","0"%,
"Neurology and Clinical Neuroscience","2049-4173","2049-4173","CLINICAL NEUROLOGY - ESCI","155","n/a","n/a","0.08","5.6"%,
"Movement Disorders Clinical Practice","2330-1619","2330-1619","CLINICAL NEUROLOGY - ESCI","1,569","n/a","n/a","0.7","16.05"%,
"Neurodegenerative Disease Management","1758-2024","1758-2032","CLINICAL NEUROLOGY - ESCI","816","n/a","n/a","0.63","18.09"%,
"Research and Reviews in Parkinsonism","N/A","2624-3733","CLINICAL NEUROLOGY - ESCI","3","n/a","n/a","0.11","100"%,
"Case Reports in Neurological Medicine","2090-6668","2090-6676","CLINICAL NEUROLOGY - ESCI","563","n/a","n/a","0.18","100"%,
"Journal of Neurological Surgery Reports","2193-6358","2193-6366","CLINICAL NEUROLOGY - ESCI","176","n/a","n/a","0.16","100"%,
"Tremor and Other Hyperkinetic Movements","2160-8288","2160-8288","CLINICAL NEUROLOGY - ESCI","827","n/a","n/a","0.37","100"%,
"African Journal of Neurological Sciences","1015-8618","1992-2647","CLINICAL NEUROLOGY - ESCI","54","n/a","n/a","0.01","0"%,
"Journal of Central Nervous System Disease","1179-5735","1179-5735","CLINICAL NEUROLOGY - ESCI","293","n/a","n/a","0.85","100"%,
"Journal of Neurosciences in Rural Practice","0976-3147","0976-3155","CLINICAL NEUROLOGY - ESCI","1,141","n/a","n/a","0.27","100"%,
"Dementia and Geriatric Cognitive Disorders Extra","N/A","1664-5464","CLINICAL NEUROLOGY - ESCI","991","n/a","n/a","0.55","100"%,
"Degenerative Neurological and Neuromuscular Disease","N/A","1179-9900","CLINICAL NEUROLOGY - ESCI","227","n/a","n/a","0.74","95.45"%,
"Journal of Brachial Plexus and Peripheral Nerve Injury","1749-7221","1749-7221","CLINICAL NEUROLOGY - ESCI","160","n/a","n/a","0.17","100"%,
"Journal of Turkish Sleep Medicine-Turk Uyku Tibbi Dergisi","2148-1504","2148-1504","CLINICAL NEUROLOGY - ESCI","34","n/a","n/a","0.04","100"%,
"Somnologie","1432-9123","1439-054X","CLINICAL NEUROLOGY - ESCI","336","n/a","n/a","0.26","22.43"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
