"Journal Data Filtered By:  Selected Categories: PHARMACOLOGY & PHARMACY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","1461-1457","1469-5111","PHARMACOLOGY & PHARMACY - SCIE","7,865","5.176","Q1","1.32","100"%,
"JOURNAL OF DRUG TARGETING","1061-186X","1029-2330","PHARMACOLOGY & PHARMACY - SCIE","5,278","5.121","Q1","1.23","2.68"%,
"Marine Drugs","N/A","1660-3397","PHARMACOLOGY & PHARMACY - SCIE","21,622","5.118","Q1","1.33","100"%,
"Expert Review of Anti-Infective Therapy","1478-7210","1744-8336","PHARMACOLOGY & PHARMACY - SCIE","5,263","5.091","Q1","0.75","5.19"%,
"Therapeutic Advances in Chronic Disease","2040-6223","2040-6231","PHARMACOLOGY & PHARMACY - SCIE","1,227","5.091","Q1","0.86","86.34"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","0278-5846","1878-4216","PHARMACOLOGY & PHARMACY - SCIE","13,777","5.067","Q1","1.26","4.38"%,
"Expert Review of Clinical Pharmacology","1751-2433","1751-2441","PHARMACOLOGY & PHARMACY - SCIE","2,804","5.045","Q1","0.85","4.01"%,
"LIFE SCIENCES","0024-3205","1879-0631","PHARMACOLOGY & PHARMACY - SCIE","33,802","5.037","Q1","1.21","3.15"%,
"Therapeutic Advances in Psychopharmacology","2045-1253","2045-1261","PHARMACOLOGY & PHARMACY - SCIE","961","5","Q1","0.69","83.49"%,
"PHARMACOECONOMICS","1170-7690","1179-2027","PHARMACOLOGY & PHARMACY - SCIE","6,543","4.981","Q1","1.29","42.07"%,
"ARCHIVES OF PHARMACAL RESEARCH","0253-6269","1976-3786","PHARMACOLOGY & PHARMACY - SCIE","8,561","4.946","Q1","0.94","5.28"%,
"MOLECULAR PHARMACEUTICS","1543-8384","1543-8392","PHARMACOLOGY & PHARMACY - SCIE","22,570","4.939","Q2","1.46","4.73"%,
"INTERNATIONAL IMMUNOPHARMACOLOGY","1567-5769","1878-1705","PHARMACOLOGY & PHARMACY - SCIE","20,562","4.932","Q2","1.21","4.71"%,
"CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS","0743-4863","2162-660X","PHARMACOLOGY & PHARMACY - SCIE","1,375","4.889","Q2","0.49","0"%,
"ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY","1382-6689","1872-7077","PHARMACOLOGY & PHARMACY - SCIE","9,700","4.86","Q2","1.08","1.38"%,
"Journal of Pharmaceutical Analysis","2095-1779","2214-0883","PHARMACOLOGY & PHARMACY - SCIE","2,862","4.769","Q2","1.05","100"%,
"Journal of Clinical Lipidology","1933-2874","1876-4789","PHARMACOLOGY & PHARMACY - SCIE","3,929","4.766","Q2","1.27","18.1"%,
"PHARMACOTHERAPY","0277-0008","1875-9114","PHARMACOLOGY & PHARMACY - SCIE","8,142","4.705","Q2","1.07","1.79"%,
"Antibiotics-Basel","2079-6382","2079-6382","PHARMACOLOGY & PHARMACY - SCIE","3,730","4.639","Q2","1","100"%,
"Biomolecules & Therapeutics","1976-9148","2005-4483","PHARMACOLOGY & PHARMACY - SCIE","2,338","4.634","Q2","0.84","0.49"%,
"Expert Review of Neurotherapeutics","1473-7175","1744-8360","PHARMACOLOGY & PHARMACY - SCIE","5,314","4.618","Q2","0.65","1.7"%,
"Drug Delivery and Translational Research","2190-393X","2190-3948","PHARMACOLOGY & PHARMACY - SCIE","2,801","4.617","Q2","1.1","10.24"%,
"EUROPEAN NEUROPSYCHOPHARMACOLOGY","0924-977X","1873-7862","PHARMACOLOGY & PHARMACY - SCIE","8,999","4.6","Q2","1.05","11.48"%,
"PSYCHOPHARMACOLOGY","0033-3158","1432-2072","PHARMACOLOGY & PHARMACY - SCIE","26,451","4.53","Q2","1.07","19.93"%,
"CURRENT MEDICINAL CHEMISTRY","0929-8673","1875-533X","PHARMACOLOGY & PHARMACY - SCIE","21,279","4.53","Q2","0.66","0"%,
"DRUG METABOLISM REVIEWS","0360-2532","1097-9883","PHARMACOLOGY & PHARMACY - SCIE","3,244","4.518","Q2","0.67","3.41"%,
"Expert Opinion on Drug Metabolism & Toxicology","1742-5255","1744-7607","PHARMACOLOGY & PHARMACY - SCIE","5,029","4.481","Q2","0.7","2.36"%,
"MOLECULAR PHARMACOLOGY","0026-895X","1521-0111","PHARMACOLOGY & PHARMACY - SCIE","18,638","4.436","Q2","1.21","15.89"%,
"EUROPEAN JOURNAL OF PHARMACOLOGY","0014-2999","1879-0712","PHARMACOLOGY & PHARMACY - SCIE","39,233","4.432","Q2","1.2","4.33"%,
"CNS & Neurological Disorders-Drug Targets","1871-5273","1996-3181","PHARMACOLOGY & PHARMACY - SCIE","4,004","4.388","Q2","0.72","0"%,
"EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES","0928-0987","1879-0720","PHARMACOLOGY & PHARMACY - SCIE","18,169","4.384","Q2","1.33","4.63"%,
"JOURNAL OF ETHNOPHARMACOLOGY","0378-8741","1872-7573","PHARMACOLOGY & PHARMACY - SCIE","45,538","4.36","Q2","1.35","2.33"%,
"DRUG DEVELOPMENT RESEARCH","0272-4391","1098-2299","PHARMACOLOGY & PHARMACY - SCIE","2,773","4.36","Q2","1.2","2.34"%,
"BRITISH JOURNAL OF CLINICAL PHARMACOLOGY","0306-5251","1365-2125","PHARMACOLOGY & PHARMACY - SCIE","18,560","4.335","Q2","1.1","26.59"%,
"SAUDI PHARMACEUTICAL JOURNAL","1319-0164","2213-7475","PHARMACOLOGY & PHARMACY - SCIE","4,583","4.33","Q2","1.05","100"%,
"NEUROTOXICOLOGY","0161-813X","1872-9711","PHARMACOLOGY & PHARMACY - SCIE","8,569","4.294","Q2","1.07","4.64"%,
"Expert Opinion On Drug Safety","1474-0338","1744-764X","PHARMACOLOGY & PHARMACY - SCIE","4,822","4.25","Q2","0.73","4.12"%,
"TOXICOLOGY","0300-483X","N/A","PHARMACOLOGY & PHARMACY - SCIE","16,221","4.221","Q2","1.28","4.42"%,
"TOXICOLOGY AND APPLIED PHARMACOLOGY","0041-008X","1096-0333","PHARMACOLOGY & PHARMACY - SCIE","23,426","4.219","Q2","1.16","4.69"%,
"PHARMACEUTICAL RESEARCH","0724-8741","1573-904X","PHARMACOLOGY & PHARMACY - SCIE","23,761","4.2","Q2","0.86","17.01"%,
"EXPERT OPINION ON EMERGING DRUGS","1472-8214","1744-7623","PHARMACOLOGY & PHARMACY - SCIE","997","4.191","Q2","0.64","0"%,
"Recent Patents on Anti-Cancer Drug Discovery","1574-8928","2212-3970","PHARMACOLOGY & PHARMACY - SCIE","980","4.169","Q2","0.5","0"%,
"Drug Design Development and Therapy","1177-8881","N/A","PHARMACOLOGY & PHARMACY - SCIE","10,056","4.162","Q2","1.05","100"%,
"JOURNAL OF PSYCHOPHARMACOLOGY","0269-8811","1461-7285","PHARMACOLOGY & PHARMACY - SCIE","8,158","4.153","Q2","0.97","16.01"%,
"Journal of Neuroimmune Pharmacology","1557-1890","1557-1904","PHARMACOLOGY & PHARMACY - SCIE","3,445","4.147","Q2","1.15","9.6"%,
"BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY","1742-7835","1742-7843","PHARMACOLOGY & PHARMACY - SCIE","5,988","4.08","Q2","0.87","7.88"%,
"International Journal for Parasitology-Drugs and Drug Resistance","2211-3207","2211-3207","PHARMACOLOGY & PHARMACY - SCIE","1,428","4.077","Q2","1.11","100"%,
"Molecular Diagnosis & Therapy","1177-1062","1179-2000","PHARMACOLOGY & PHARMACY - SCIE","1,598","4.074","Q2","0.82","12.37"%,
"CPT-Pharmacometrics & Systems Pharmacology","2163-8306","2163-8306","PHARMACOLOGY & PHARMACY - SCIE","2,462","4.054","Q2","1.2","100"%,
"JOURNAL OF NATURAL PRODUCTS","0163-3864","1520-6025","PHARMACOLOGY & PHARMACY - SCIE","32,074","4.05","Q2","1.32","3.08"%,
"Journal of Global Antimicrobial Resistance","2213-7165","2213-7173","PHARMACOLOGY & PHARMACY - SCIE","2,904","4.035","Q2","0.86","51.2"%,
"JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS","0022-3565","1521-0103","PHARMACOLOGY & PHARMACY - SCIE","30,999","4.03","Q2","1.2","15.02"%,
"AAPS Journal","1550-7416","1550-7416","PHARMACOLOGY & PHARMACY - SCIE","7,616","4.009","Q2","1.06","22.26"%,
"Infection and Drug Resistance","1178-6973","1178-6973","PHARMACOLOGY & PHARMACY - SCIE","3,973","4.003","Q2","0.94","100"%,
"JOURNAL OF DRUG DELIVERY SCIENCE AND TECHNOLOGY","1773-2247","2588-8943","PHARMACOLOGY & PHARMACY - SCIE","6,844","3.981","Q2","1.08","1.26"%,
"JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS","0731-7085","1873-264X","PHARMACOLOGY & PHARMACY - SCIE","25,684","3.935","Q2","0.98","2.96"%,
"DRUGS & AGING","1170-229X","1179-1969","PHARMACOLOGY & PHARMACY - SCIE","4,536","3.923","Q2","0.74","16.44"%,
"DRUG METABOLISM AND DISPOSITION","0090-9556","1521-009X","PHARMACOLOGY & PHARMACY - SCIE","16,269","3.922","Q2","1.15","10.91"%,
"Pharmacogenomics & Personalized Medicine","N/A","1178-7066","PHARMACOLOGY & PHARMACY - SCIE","662","3.912","Q2","0.77","100"%,
"EXPERT OPINION ON PHARMACOTHERAPY","1465-6566","1744-7666","PHARMACOLOGY & PHARMACY - SCIE","6,702","3.889","Q2","0.5","2.22"%,
"INVESTIGATIONAL NEW DRUGS","0167-6997","1573-0646","PHARMACOLOGY & PHARMACY - SCIE","5,827","3.85","Q2","1.02","17.87"%,
"ADVANCES IN THERAPY","0741-238X","1865-8652","PHARMACOLOGY & PHARMACY - SCIE","5,488","3.845","Q2","0.93","66.94"%,
"Therapeutic Advances in Drug Safety","2042-0986","2042-0994","PHARMACOLOGY & PHARMACY - SCIE","1,213","3.842","Q2","0.69","60"%,
"BioImpacts","2228-5652","2228-5660","PHARMACOLOGY & PHARMACY - SCIE","1,093","3.831","Q2","0.99","100"%,
"JOURNAL OF PHARMACY AND PHARMACOLOGY","0022-3573","2042-7158","PHARMACOLOGY & PHARMACY - SCIE","11,874","3.765","Q2","0.88","3.29"%,
"ARCHIV DER PHARMAZIE","0365-6233","1521-4184","PHARMACOLOGY & PHARMACY - SCIE","3,783","3.751","Q2","0.84","2.89"%,
"PEPTIDES","0196-9781","1873-5169","PHARMACOLOGY & PHARMACY - SCIE","11,944","3.75","Q2","0.81","5"%,
"CURRENT DRUG METABOLISM","1389-2002","1875-5453","PHARMACOLOGY & PHARMACY - SCIE","4,774","3.731","Q2","0.47","0"%,
"CARDIOVASCULAR DRUGS AND THERAPY","0920-3206","1573-7241","PHARMACOLOGY & PHARMACY - SCIE","2,744","3.727","Q2","1.04","22.97"%,
"THERAPEUTIC DRUG MONITORING","0163-4356","1536-3694","PHARMACOLOGY & PHARMACY - SCIE","5,137","3.681","Q2","0.87","3.33"%,
"JOURNAL OF LIPOSOME RESEARCH","0898-2104","1532-2394","PHARMACOLOGY & PHARMACY - SCIE","1,806","3.648","Q2","0.82","0.76"%,
"Drug Metabolism and Pharmacokinetics","1347-4367","1880-0920","PHARMACOLOGY & PHARMACY - SCIE","2,248","3.614","Q2","0.7","9.38"%,
"American Journal of Cardiovascular Drugs","1175-3277","1179-187X","PHARMACOLOGY & PHARMACY - SCIE","1,523","3.571","Q2","0.76","14.51"%,
"PHARMACOGENOMICS JOURNAL","1470-269X","1473-1150","PHARMACOLOGY & PHARMACY - SCIE","3,275","3.55","Q2","0.98","14.34"%,
"JOURNAL OF PHARMACEUTICAL SCIENCES","0022-3549","1520-6017","PHARMACOLOGY & PHARMACY - SCIE","29,179","3.534","Q2","0.89","5.68"%,
"PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR","0091-3057","1873-5177","PHARMACOLOGY & PHARMACY - SCIE","13,378","3.533","Q2","0.87","3.58"%,
"European Review for Medical and Pharmacological Sciences","1128-3602","1128-3602","PHARMACOLOGY & PHARMACY - SCIE","19,701","3.507","Q2","1.06","0"%,
"PHARMACEUTICAL BIOLOGY","1388-0209","1744-5116","PHARMACOLOGY & PHARMACY - SCIE","8,346","3.503","Q2","1.12","100"%,
"SKIN PHARMACOLOGY AND PHYSIOLOGY","1660-5527","1660-5535","PHARMACOLOGY & PHARMACY - SCIE","2,159","3.479","Q2","0.92","7.62"%,
"ChemMedChem","1860-7179","1860-7187","PHARMACOLOGY & PHARMACY - SCIE","8,477","3.466","Q2","1.06","13.52"%,
"CURRENT DRUG TARGETS","1389-4501","1873-5592","PHARMACOLOGY & PHARMACY - SCIE","6,871","3.465","Q3","0.5","0"%,
"Microbial Drug Resistance","1076-6294","1931-8448","PHARMACOLOGY & PHARMACY - SCIE","4,168","3.431","Q3","0.92","2.33"%,
"PULMONARY PHARMACOLOGY & THERAPEUTICS","1094-5539","N/A","PHARMACOLOGY & PHARMACY - SCIE","3,297","3.41","Q3","0.95","14.58"%,
"CLINICAL THERAPEUTICS","0149-2918","1879-114X","PHARMACOLOGY & PHARMACY - SCIE","9,397","3.393","Q3","0.81","24.18"%,
"DRUG AND CHEMICAL TOXICOLOGY","0148-0545","1525-6014","PHARMACOLOGY & PHARMACY - SCIE","2,109","3.356","Q3","0.68","0"%,
"PLANTA MEDICA","0032-0943","1439-0221","PHARMACOLOGY & PHARMACY - SCIE","15,387","3.352","Q3","1.01","0.89"%,
"Drug Testing and Analysis","1942-7603","1942-7611","PHARMACOLOGY & PHARMACY - SCIE","4,087","3.345","Q3","0.94","9.93"%,
"Current Molecular Pharmacology","1874-4672","1874-4702","PHARMACOLOGY & PHARMACY - SCIE","825","3.339","Q3","0.57","0"%,
"JOURNAL OF PHARMACOLOGICAL SCIENCES","1347-8613","1347-8648","PHARMACOLOGY & PHARMACY - SCIE","5,202","3.337","Q3","0.98","100"%,
"CANCER CHEMOTHERAPY AND PHARMACOLOGY","0344-5704","1432-0843","PHARMACOLOGY & PHARMACY - SCIE","11,933","3.333","Q3","0.8","19.39"%,
"REGULATORY TOXICOLOGY AND PHARMACOLOGY","0273-2300","1096-0295","PHARMACOLOGY & PHARMACY - SCIE","9,991","3.271","Q3","1.08","29.47"%,
"AAPS PHARMSCITECH","1530-9932","1530-9932","PHARMACOLOGY & PHARMACY - SCIE","10,553","3.246","Q3","0.91","5.27"%,
"DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY","0363-9045","1520-5762","PHARMACOLOGY & PHARMACY - SCIE","8,454","3.225","Q3","0.94","0.47"%,
"INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY","0394-6320","2058-7384","PHARMACOLOGY & PHARMACY - SCIE","2,857","3.219","Q3","0.74","100"%,
"EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY","1064-1297","1936-2293","PHARMACOLOGY & PHARMACY - SCIE","3,292","3.157","Q3","0.89","0"%,
"ANNALS OF PHARMACOTHERAPY","1060-0280","1542-6270","PHARMACOLOGY & PHARMACY - SCIE","8,125","3.154","Q3","0.66","1.33"%,
"JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY","0271-0749","1533-712X","PHARMACOLOGY & PHARMACY - SCIE","5,759","3.153","Q3","0.65","5.36"%,
"JOURNAL OF MICROENCAPSULATION","0265-2048","1464-5246","PHARMACOLOGY & PHARMACY - SCIE","3,629","3.142","Q3","0.63","0.55"%,
"PHARMACEUTICAL DEVELOPMENT AND TECHNOLOGY","1083-7450","1097-9867","PHARMACOLOGY & PHARMACY - SCIE","3,651","3.133","Q3","1.01","0.72"%,
"JOURNAL OF CLINICAL PHARMACOLOGY","0091-2700","1552-4604","PHARMACOLOGY & PHARMACY - SCIE","8,622","3.126","Q3","0.92","22.92"%,
"DARU-Journal of Pharmaceutical Sciences","N/A","2008-2231","PHARMACOLOGY & PHARMACY - SCIE","1,896","3.117","Q3","0.76","4.94"%,
"CURRENT PHARMACEUTICAL DESIGN","1381-6128","1873-4286","PHARMACOLOGY & PHARMACY - SCIE","22,156","3.116","Q3","0.49","0"%,
"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY","0160-2446","1533-4023","PHARMACOLOGY & PHARMACY - SCIE","6,305","3.105","Q3","0.74","7.65"%,
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","1084-9785","1557-8852","PHARMACOLOGY & PHARMACY - SCIE","2,281","3.099","Q3","0.78","3.84"%,
"TOXICON","0041-0101","1879-3150","PHARMACOLOGY & PHARMACY - SCIE","13,609","3.033","Q3","0.73","1.27"%,
"Pharmacological Reports","1734-1140","2299-5684","PHARMACOLOGY & PHARMACY - SCIE","6,113","3.024","Q3","0.85","11.7"%,
"Cardiovascular Therapeutics","1755-5914","1755-5922","PHARMACOLOGY & PHARMACY - SCIE","1,723","3.023","Q3","0.62","60.81"%,
"PEDIATRIC DRUGS","1174-5878","1179-2019","PHARMACOLOGY & PHARMACY - SCIE","1,542","3.022","Q3","0.89","16.88"%,
"Chinese Journal of Natural Medicines","2095-6975","1875-5364","PHARMACOLOGY & PHARMACY - SCIE","2,816","3","Q3","0.87","0"%,
"NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY","0028-1298","1432-1912","PHARMACOLOGY & PHARMACY - SCIE","5,812","3","Q3","0.77","7"%,
"EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY","0031-6970","1432-1041","PHARMACOLOGY & PHARMACY - SCIE","9,615","2.953","Q3","0.84","24.1"%,
"Journal of Managed Care & Specialty Pharmacy","2376-0540","2376-1032","PHARMACOLOGY & PHARMACY - SCIE","2,384","2.903","Q3","0.9","0.22"%,
"Endocrine Metabolic & Immune Disorders-Drug Targets","1871-5303","2212-3873","PHARMACOLOGY & PHARMACY - SCIE","1,786","2.895","Q3","0.55","0.27"%,
"PHARMACOEPIDEMIOLOGY AND DRUG SAFETY","1053-8569","1099-1557","PHARMACOLOGY & PHARMACY - SCIE","7,767","2.89","Q3","0.95","18.31"%,
"FITOTERAPIA","0367-326X","1873-6971","PHARMACOLOGY & PHARMACY - SCIE","11,961","2.882","Q3","0.89","1.36"%,
"CLINICAL DRUG INVESTIGATION","1173-2563","1179-1918","PHARMACOLOGY & PHARMACY - SCIE","2,838","2.859","Q3","0.72","25.37"%,
