"Journal Data Filtered By:  Selected Categories: OBSTETRICS & GYNECOLOGY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Menopause Review-Przeglad Menopauzalny","1643-8876","2299-0038","OBSTETRICS & GYNECOLOGY - ESCI","552","n/a","n/a","0.51","100"%,
"Obstetrics and Gynecology International","1687-9589","1687-9597","OBSTETRICS & GYNECOLOGY - ESCI","894","n/a","n/a","0.53","100"%,
"Reproductive and Developmental Medicine","2096-2924","2589-8728","OBSTETRICS & GYNECOLOGY - ESCI","117","n/a","n/a","0.19","100"%,
"Current Obstetrics and Gynecology Reports","2161-3303","2161-3303","OBSTETRICS & GYNECOLOGY - ESCI","224","n/a","n/a","0.32","7.46"%,
"Jornal Brasileiro de Reproducao Assistida","1517-5693","1518-0557","OBSTETRICS & GYNECOLOGY - ESCI","554","n/a","n/a","0.64","0"%,
"Therapeutic Advances in Reproductive Health","N/A","2633-4941","OBSTETRICS & GYNECOLOGY - ESCI","3","n/a","n/a","n/a","100"%,
"Journal of Obstetrics and Gynaecology Canada","1701-2163","1701-2163","OBSTETRICS & GYNECOLOGY - ESCI","3,736","n/a","n/a","0.6","3.35"%,
"Revista Peruana de Ginecologia y Obstetricia","2304-5124","2304-5124","OBSTETRICS & GYNECOLOGY - ESCI","54","n/a","n/a","0.03","2.26"%,
"Turkish Journal of Obstetrics and Gynecology","2149-9322","2149-9330","OBSTETRICS & GYNECOLOGY - ESCI","311","n/a","n/a","0.34","100"%,
"Giornale Italiano di Ostetricia e Ginecologia","0391-9013","1971-1433","OBSTETRICS & GYNECOLOGY - ESCI","46","n/a","n/a","0.02","0"%,
"Journal of Obstetrics and Gynecology of India","0971-9202","0975-6434","OBSTETRICS & GYNECOLOGY - ESCI","1,053","n/a","n/a","0.28","1"%,
"Clinical Medicine Insights-Reproductive Health","1179-5581","1179-5581","OBSTETRICS & GYNECOLOGY - ESCI","163","n/a","n/a","1.04","100"%,
"Gynecology and Minimally Invasive Therapy-GMIT","2213-3070","2213-3089","OBSTETRICS & GYNECOLOGY - ESCI","300","n/a","n/a","0.35","100"%,
"International Journal of Fertility & Sterility","2008-076X","2008-0778","OBSTETRICS & GYNECOLOGY - ESCI","1,029","n/a","n/a","0.78","100"%,
"Revista Brasileira de Ginecologia e Obstetricia","0100-7203","1806-9339","OBSTETRICS & GYNECOLOGY - ESCI","1,114","n/a","n/a","0.35","100"%,
"International Journal of Reproductive Biomedicine","2476-4108","2476-3772","OBSTETRICS & GYNECOLOGY - ESCI","981","n/a","n/a","0.5","100"%,
"Journal of Endometriosis and Pelvic Pain Disorders","2284-0265","2284-0273","OBSTETRICS & GYNECOLOGY - ESCI","236","n/a","n/a","0.2","3.09"%,
"Southern African Journal of Gynaecological Oncology","2074-2835","2220-105X","OBSTETRICS & GYNECOLOGY - ESCI","38","n/a","n/a","0.21","100"%,
"Clinica e Investigacion en Ginecologia y Obstetricia","0210-573X","1578-9349","OBSTETRICS & GYNECOLOGY - ESCI","28","n/a","n/a","0.02","0"%,
"Clinical and Experimental Reproductive Medicine-CERM","2233-8233","2233-8241","OBSTETRICS & GYNECOLOGY - ESCI","568","n/a","n/a","0.62","76.53"%,
"Journal of the Turkish-German Gynecological Association","1309-0399","1309-0380","OBSTETRICS & GYNECOLOGY - ESCI","568","n/a","n/a","0.37","100"%,
"Womens Health","1745-5057","1745-5065","OBSTETRICS & GYNECOLOGY - ESCI","1,283","n/a","n/a","0.86","100"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
