"Journal Data Filtered By:  Selected Categories: PHARMACOLOGY & PHARMACY Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"Canadian Pharmacists Journal","1715-1635","1913-701X","PHARMACOLOGY & PHARMACY - ESCI","659","n/a","n/a","0.48","5"%,
"Current Radiopharmaceuticals","1874-4710","1874-4729","PHARMACOLOGY & PHARMACY - ESCI","574","n/a","n/a","0.53","0"%,
"Istanbul Journal of Pharmacy","N/A","2587-2087","PHARMACOLOGY & PHARMACY - ESCI","57","n/a","n/a","0.11","57.45"%,
"JOURNAL OF PHARMACY PRACTICE","0897-1900","1531-1937","PHARMACOLOGY & PHARMACY - ESCI","1,365","n/a","n/a","0.48","2.72"%,
"Journal of Young Pharmacists","0975-1483","0975-1505","PHARMACOLOGY & PHARMACY - ESCI","902","n/a","n/a","0.17","91.25"%,
"Archives of Pharmacy Practice","2320-5210","2045-080X","PHARMACOLOGY & PHARMACY - ESCI","267","n/a","n/a","0.22","100"%,
"Current Clinical Pharmacology","1574-8847","2212-3938","PHARMACOLOGY & PHARMACY - ESCI","840","n/a","n/a","0.43","0"%,
"Pharmaceutical Patent Analyst","2046-8954","2046-8962","PHARMACOLOGY & PHARMACY - ESCI","267","n/a","n/a","0.31","0"%,
"Asian Journal of Pharmaceutics","0973-8398","1998-409X","PHARMACOLOGY & PHARMACY - ESCI","780","n/a","n/a","0.1","0"%,
"Indonesian Journal of Pharmacy","2338-9486","2338-9427","PHARMACOLOGY & PHARMACY - ESCI","99","n/a","n/a","0.09","100"%,
"JOURNAL OF PHARMACY TECHNOLOGY","8755-1225","1549-4810","PHARMACOLOGY & PHARMACY - ESCI","235","n/a","n/a","0.15","0.89"%,
"Egyptian Pharmaceutical Journal","1687-4315","2090-9853","PHARMACOLOGY & PHARMACY - ESCI","122","n/a","n/a","0.15","0"%,
"Journal of Research in Pharmacy","2630-6344","2630-6344","PHARMACOLOGY & PHARMACY - ESCI","140","n/a","n/a","0.23","0"%,
"Advanced Pharmaceutical Bulletin","2228-5881","2251-7308","PHARMACOLOGY & PHARMACY - ESCI","2,397","n/a","n/a","0.77","100"%,
"Advances in Traditional Medicine","2662-4052","2662-4060","PHARMACOLOGY & PHARMACY - ESCI","76","n/a","n/a","n/a","0.78"%,
"Drug Discoveries and Therapeutics","1881-7831","1881-784X","PHARMACOLOGY & PHARMACY - ESCI","1,392","n/a","n/a","0.32","0"%,
"Research Journal of Pharmacognosy","2345-4458","2345-5977","PHARMACOLOGY & PHARMACY - ESCI","223","n/a","n/a","0.23","100"%,
"Reviews on Recent Clinical Trials","1574-8871","1876-1038","PHARMACOLOGY & PHARMACY - ESCI","591","n/a","n/a","0.32","0"%,
"ANNALES PHARMACEUTIQUES FRANCAISES","0003-4509","0003-4509","PHARMACOLOGY & PHARMACY - ESCI","492","n/a","n/a","0.18","0"%,
"Advances in Pharmacological Sciences","1687-6334","1687-6342","PHARMACOLOGY & PHARMACY - ESCI","803","n/a","n/a","0.8","100"%,
"Advances in Pharmacology and Pharmacy","2332-0036","2332-0044","PHARMACOLOGY & PHARMACY - ESCI","39","n/a","n/a","0.13","100"%,
"CANADIAN JOURNAL OF HOSPITAL PHARMACY","0008-4123","0008-4123","PHARMACOLOGY & PHARMACY - ESCI","756","n/a","n/a","0.23","0"%,
"ACS Pharmacology & Translational Science","N/A","2575-9108","PHARMACOLOGY & PHARMACY - ESCI","286","n/a","n/a","0.97","4.76"%,
"International Journal of Pharmaceutics-X","N/A","2590-1567","PHARMACOLOGY & PHARMACY - ESCI","154","n/a","n/a","1.15","98.25"%,
"Journal of Research in Pharmacy Practice","2319-9644","2279-042X","PHARMACOLOGY & PHARMACY - ESCI","489","n/a","n/a","0.38","100"%,
"Future Journal of Pharmaceutical Sciences","2314-7245","2314-7253","PHARMACOLOGY & PHARMACY - ESCI","341","n/a","n/a","0.66","100"%,
"Integrated Pharmacy Research and Practice","2230-5254","2230-5254","PHARMACOLOGY & PHARMACY - ESCI","365","n/a","n/a","0.6","100"%,
"INTERNATIONAL JOURNAL OF PHARMACY PRACTICE","0961-7671","2042-7174","PHARMACOLOGY & PHARMACY - ESCI","1,428","n/a","n/a","0.45","11.32"%,
"Journal of Complementary Medicine Research","2146-8397","2577-5669","PHARMACOLOGY & PHARMACY - ESCI","34","n/a","n/a","0.19","100"%,
"Journal of Pharmaceutical Negative Results","0976-9234","2229-7723","PHARMACOLOGY & PHARMACY - ESCI","51","n/a","n/a","0.18","0"%,
"Journal of Pharmacy and Bioallied Sciences","0975-7406","0975-7406","PHARMACOLOGY & PHARMACY - ESCI","2,390","n/a","n/a","0.27","100"%,
"Turkish Journal of Pharmaceutical Sciences","1304-530X","1304-530X","PHARMACOLOGY & PHARMACY - ESCI","419","n/a","n/a","0.23","100"%,
"Oriental Pharmacy and Experimental Medicine","1598-2386","2211-1069","PHARMACOLOGY & PHARMACY - ESCI","398","n/a","n/a","0.37","1.12"%,
"Journal of Pharmacy & Pharmacognosy Research","0719-4250","0719-4250","PHARMACOLOGY & PHARMACY - ESCI","147","n/a","n/a","0.21","100"%,
"Journal of Pharmaceutical Policy and Practice","N/A","2052-3211","PHARMACOLOGY & PHARMACY - ESCI","467","n/a","n/a","0.63","100"%,
"Journal of Pharmacology & Pharmacotherapeutics","0976-500X","0976-5018","PHARMACOLOGY & PHARMACY - ESCI","1,445","n/a","n/a","0.2","0"%,
"Clinical Pharmacology-Advances and Applications","1179-1438","1179-1438","PHARMACOLOGY & PHARMACY - ESCI","538","n/a","n/a","0.64","100"%,
"Annals of Phytomedicine-An International Journal","2393-9885","2278-9839","PHARMACOLOGY & PHARMACY - ESCI","226","n/a","n/a","0.23","0"%,
"Journal of Anaesthesiology Clinical Pharmacology","0970-9185","2231-2730","PHARMACOLOGY & PHARMACY - ESCI","350","n/a","n/a","0.33","100"%,
"Journal of Pharmaceutical Research International","2456-9119","2456-9119","PHARMACOLOGY & PHARMACY - ESCI","235","n/a","n/a","0.06","0.56"%,
"Journal of Pharmaceutical Health Care and Sciences","2055-0294","2055-0294","PHARMACOLOGY & PHARMACY - ESCI","265","n/a","n/a","0.44","100"%,
"Pharmacy & Pharmacology-Farmatsiya i Farmakologiya","2307-9266","2413-2241","PHARMACOLOGY & PHARMACY - ESCI","20","n/a","n/a","0.08","100"%,
"International Journal of Pharmaceutical Investigation","2230-973X","2230-9713","PHARMACOLOGY & PHARMACY - ESCI","1,013","n/a","n/a","0.26","0"%,
"Jundishapur Journal of Natural Pharmaceutical Products","1735-7780","2228-7876","PHARMACOLOGY & PHARMACY - ESCI","448","n/a","n/a","0.23","81.88"%,
"Advances in Pharmacological and Pharmaceutical Sciences","2633-4682","2633-4690","PHARMACOLOGY & PHARMACY - ESCI","8","n/a","n/a","n/a","100"%,
"Recent Patents on Inflammation & Allergy Drug Discovery","1872-213X","2212-2710","PHARMACOLOGY & PHARMACY - ESCI","490","n/a","n/a","0.43","0"%,
"Asian Journal of Pharmaceutical Research and Health Care","2250-1444","2250-1460","PHARMACOLOGY & PHARMACY - ESCI","68","n/a","n/a","0.11","75.93"%,
"Expert Review of Precision Medicine and Drug Development","2380-8993","2380-8993","PHARMACOLOGY & PHARMACY - ESCI","247","n/a","n/a","0.26","2.06"%,
"GaBI Journal-Generics and Biosimilars Initiative Journal","2033-6403","2033-6772","PHARMACOLOGY & PHARMACY - ESCI","153","n/a","n/a","0.38","0"%,
"Journal of Advanced Pharmaceutical Technology & Research","2231-4040","0976-2094","PHARMACOLOGY & PHARMACY - ESCI","1,211","n/a","n/a","0.44","100"%,
"Journal of Population Therapeutics and Clinical Pharmacology","1710-6222","1710-6222","PHARMACOLOGY & PHARMACY - ESCI","384","n/a","n/a","0.19","78.95"%,
"International Journal of Pharmaceutical Research and Allied Sciences","2277-3657","2277-3657","PHARMACOLOGY & PHARMACY - ESCI","474","n/a","n/a","0.23","0"%,
"Biuletyn Wydzialu Farmaceutycznego Warszawskiego Uniwersytetu Medycznego","2080-1602","2080-1602","PHARMACOLOGY & PHARMACY - ESCI","13","n/a","n/a","0.02","0"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
