"Journal Data Filtered By:  Selected Categories: CLINICAL NEUROLOGY Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"PAIN","0304-3959","1872-6623","CLINICAL NEUROLOGY - SCIE","45,325","6.961","Q1","1.85","8.63"%,
"Translational Stroke Research","1868-4483","1868-601X","CLINICAL NEUROLOGY - SCIE","3,377","6.829","Q1","1.65","22.3"%,
"BIPOLAR DISORDERS","1398-5647","1399-5618","CLINICAL NEUROLOGY - SCIE","6,185","6.744","Q1","1.32","13.97"%,
"Therapeutic Advances in Neurological Disorders","1756-2856","1756-2864","CLINICAL NEUROLOGY - SCIE","2,328","6.57","Q1","1.16","100"%,
"BRAIN PATHOLOGY","1015-6305","1750-3639","CLINICAL NEUROLOGY - SCIE","6,559","6.508","Q1","2.02","33.48"%,
"Multiple Sclerosis Journal","1352-4585","1477-0970","CLINICAL NEUROLOGY - SCIE","15,551","6.312","Q1","1.5","14.86"%,
"CEPHALALGIA","0333-1024","1468-2982","CLINICAL NEUROLOGY - SCIE","12,756","6.292","Q1","1.38","12.77"%,
"EUROPEAN JOURNAL OF NEUROLOGY","1351-5101","1468-1331","CLINICAL NEUROLOGY - SCIE","14,490","6.089","Q1","1.3","16.51"%,
"HEADACHE","0017-8748","1526-4610","CLINICAL NEUROLOGY - SCIE","10,445","5.887","Q1","1.24","13.72"%,
"EPILEPSIA","0013-9580","1528-1167","CLINICAL NEUROLOGY - SCIE","33,890","5.864","Q1","1.79","20.02"%,
"SLEEP","0161-8105","1550-9109","CLINICAL NEUROLOGY - SCIE","28,688","5.849","Q1","1.21","12.63"%,
"JOURNAL OF PAIN","1526-5900","1528-8447","CLINICAL NEUROLOGY - SCIE","13,655","5.82","Q1","1.24","5.9"%,
"Neurology and Therapy","2193-8253","2193-6536","CLINICAL NEUROLOGY - SCIE","711","5.814","Q1","0.92","100"%,
"CNS DRUGS","1172-7047","1179-1934","CLINICAL NEUROLOGY - SCIE","5,948","5.749","Q1","1.23","24.42"%,
"Pain and Therapy","2193-8237","2193-651X","CLINICAL NEUROLOGY - SCIE","620","5.725","Q1","0.94","99.15"%,
"CURRENT OPINION IN NEUROLOGY","1350-7540","1473-6551","CLINICAL NEUROLOGY - SCIE","6,723","5.71","Q1","0.81","4.26"%,
"DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY","0012-1622","1469-8749","CLINICAL NEUROLOGY - SCIE","16,571","5.449","Q1","1.7","17.12"%,
"Nature and Science of Sleep","1179-1608","1179-1608","CLINICAL NEUROLOGY - SCIE","1,240","5.346","Q1","0.89","100"%,
"EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE","0940-1334","1433-8491","CLINICAL NEUROLOGY - SCIE","5,451","5.27","Q1","1.25","20.8"%,
"JOURNAL OF NEUROTRAUMA","0897-7151","1557-9042","CLINICAL NEUROLOGY - SCIE","19,004","5.269","Q1","1.24","8.38"%,
"International Journal of Stroke","1747-4930","1747-4949","CLINICAL NEUROLOGY - SCIE","6,321","5.266","Q1","1.21","11.67"%,
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","1323-1316","1440-1819","CLINICAL NEUROLOGY - SCIE","5,454","5.188","Q1","0.93","18.14"%,
"INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY","1461-1457","1469-5111","CLINICAL NEUROLOGY - SCIE","7,865","5.176","Q1","1.32","100"%,
"JOURNAL OF NEUROSURGERY","0022-3085","1933-0693","CLINICAL NEUROLOGY - SCIE","43,275","5.115","Q1","1.77","0.93"%,
"Current Neurology and Neuroscience Reports","1528-4042","1534-6293","CLINICAL NEUROLOGY - SCIE","4,549","5.081","Q1","0.71","10.55"%,
"PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","0278-5846","1878-4216","CLINICAL NEUROLOGY - SCIE","13,777","5.067","Q1","1.26","4.38"%,
"Pain Physician","1533-3159","N/A","CLINICAL NEUROLOGY - SCIE","6,424","4.965","Q1","1.08","0"%,
"Journal of Neurogastroenterology and Motility","2093-0879","2093-0887","CLINICAL NEUROLOGY - SCIE","2,217","4.924","Q1","0.89","99.42"%,
"PARKINSONISM & RELATED DISORDERS","1353-8020","1873-5126","CLINICAL NEUROLOGY - SCIE","13,674","4.891","Q1","1.17","7.89"%,
"JOURNAL OF NEUROLOGY","0340-5354","1432-1459","CLINICAL NEUROLOGY - SCIE","21,116","4.849","Q1","1.22","28.27"%,
"JOURNAL OF AFFECTIVE DISORDERS","0165-0327","1573-2517","CLINICAL NEUROLOGY - SCIE","46,992","4.839","Q2","1.27","6.01"%,
"NEUROMODULATION","1094-7159","1525-1403","CLINICAL NEUROLOGY - SCIE","4,447","4.722","Q2","1.16","14.5"%,
"JPAD-Journal of Prevention of Alzheimers Disease","2274-5807","2426-0266","CLINICAL NEUROLOGY - SCIE","649","4.671","Q2","1.01","26.32"%,
"NEUROSURGERY","0148-396X","1524-4040","CLINICAL NEUROLOGY - SCIE","34,635","4.654","Q2","1.64","7.44"%,
"Expert Review of Neurotherapeutics","1473-7175","1744-8360","CLINICAL NEUROLOGY - SCIE","5,314","4.618","Q2","0.65","1.7"%,
"EUROPEAN NEUROPSYCHOPHARMACOLOGY","0924-977X","1873-7862","CLINICAL NEUROLOGY - SCIE","8,999","4.6","Q2","1.05","11.48"%,
"Annals of Clinical and Translational Neurology","2328-9503","2328-9503","CLINICAL NEUROLOGY - SCIE","4,188","4.511","Q2","1.14","100"%,
"Sleep Health","2352-7218","2352-7226","CLINICAL NEUROLOGY - SCIE","2,255","4.45","Q2","1.14","3.42"%,
"CLINICAL AUTONOMIC RESEARCH","0959-9851","1619-1560","CLINICAL NEUROLOGY - SCIE","2,164","4.435","Q2","0.75","17.53"%,
"Multiple Sclerosis and Related Disorders","2211-0348","2211-0356","CLINICAL NEUROLOGY - SCIE","5,292","4.339","Q2","0.97","8.05"%,
"NEUROMUSCULAR DISORDERS","0960-8966","1873-2364","CLINICAL NEUROLOGY - SCIE","6,588","4.296","Q2","0.85","11.62"%,
"Spine Journal","1529-9430","1878-1632","CLINICAL NEUROLOGY - SCIE","12,504","4.166","Q2","1.28","4.99"%,
"JOURNAL OF PSYCHOPHARMACOLOGY","0269-8811","1461-7285","CLINICAL NEUROLOGY - SCIE","8,158","4.153","Q2","0.97","16.01"%,
"JOURNAL OF NEURO-ONCOLOGY","0167-594X","1573-7373","CLINICAL NEUROLOGY - SCIE","15,608","4.13","Q2","0.96","12.42"%,
"Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration","2167-8421","2167-9223","CLINICAL NEUROLOGY - SCIE","4,709","4.092","Q2","1.07","18.27"%,
"Stroke and Vascular Neurology","2059-8688","2059-8696","CLINICAL NEUROLOGY - SCIE","1,005","4.081","Q2","0.9","100"%,
"Journal of Clinical Sleep Medicine","1550-9389","1550-9397","CLINICAL NEUROLOGY - SCIE","9,720","4.062","Q2","1.1","0.17"%,
"Neurosurgical Focus","1092-0684","1092-0684","CLINICAL NEUROLOGY - SCIE","9,818","4.047","Q2","1.21","3.98"%,
"Journal of Neurodevelopmental Disorders","1866-1947","1866-1955","CLINICAL NEUROLOGY - SCIE","1,819","4.025","Q2","0.92","100"%,
"Frontiers in Neurology","1664-2295","1664-2295","CLINICAL NEUROLOGY - SCIE","18,626","4.003","Q2","0.8","100"%,
"JOURNAL OF SLEEP RESEARCH","0962-1105","1365-2869","CLINICAL NEUROLOGY - SCIE","8,023","3.981","Q2","1.02","16.51"%,
"JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY","0898-4921","1537-1921","CLINICAL NEUROLOGY - SCIE","1,988","3.956","Q2","1.04","1.47"%,
"EUROPEAN JOURNAL OF PAIN","1090-3801","1532-2149","CLINICAL NEUROLOGY - SCIE","9,204","3.931","Q2","1.15","17.86"%,
"NEUROREHABILITATION AND NEURAL REPAIR","1545-9683","1552-6844","CLINICAL NEUROLOGY - SCIE","6,710","3.919","Q2","1.53","7.36"%,
"AMERICAN JOURNAL OF NEURORADIOLOGY","0195-6108","1936-959X","CLINICAL NEUROLOGY - SCIE","27,423","3.825","Q2","0.95","88.09"%,
"NEUROLOGIC CLINICS","0733-8619","1557-9875","CLINICAL NEUROLOGY - SCIE","3,097","3.806","Q2","0.94","1.25"%,
"CNS SPECTRUMS","1092-8529","2165-6509","CLINICAL NEUROLOGY - SCIE","3,177","3.79","Q2","0.82","12.85"%,
"NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY","0987-7053","1769-7131","CLINICAL NEUROLOGY - SCIE","1,825","3.734","Q2","0.65","1.59"%,
"CLINICAL NEUROPHYSIOLOGY","1388-2457","1872-8952","CLINICAL NEUROLOGY - SCIE","23,593","3.708","Q2","0.98","10.36"%,
"JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY","0022-3069","1554-6578","CLINICAL NEUROLOGY - SCIE","11,189","3.685","Q2","1","10.26"%,
"Journal of Neurologic Physical Therapy","1557-0576","1557-0584","CLINICAL NEUROLOGY - SCIE","1,491","3.649","Q2","1.31","4.94"%,
"Clinical Neuroradiology","1869-1439","1869-1447","CLINICAL NEUROLOGY - SCIE","1,298","3.649","Q2","0.92","15.49"%,
"JOURNAL OF PAIN AND SYMPTOM MANAGEMENT","0885-3924","1873-6513","CLINICAL NEUROLOGY - SCIE","15,063","3.612","Q2","1.11","5.7"%,
"JOURNAL OF NEUROSURGERY-SPINE","1547-5654","1547-5646","CLINICAL NEUROLOGY - SCIE","10,175","3.602","Q2","1.13","0.32"%,
"Current Treatment Options in Neurology","1092-8480","1534-3138","CLINICAL NEUROLOGY - SCIE","1,809","3.598","Q2","0.64","8.59"%,
"NEUROGASTROENTEROLOGY AND MOTILITY","1350-1925","1365-2982","CLINICAL NEUROLOGY - SCIE","10,724","3.598","Q2","0.78","11.07"%,
"JOURNAL OF NEURAL TRANSMISSION","0300-9564","1435-1463","CLINICAL NEUROLOGY - SCIE","8,972","3.575","Q2","0.79","19.79"%,
"CLINICAL NEUROPSYCHOLOGIST","1385-4046","1744-4144","CLINICAL NEUROLOGY - SCIE","5,144","3.535","Q2","0.96","3.94"%,
"Current Alzheimer Research","1567-2050","1875-5828","CLINICAL NEUROLOGY - SCIE","5,357","3.498","Q2","0.76","0"%,
"JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM","1085-9489","1529-8027","CLINICAL NEUROLOGY - SCIE","2,264","3.494","Q2","0.74","13.87"%,
"Current Pain and Headache Reports","1531-3433","1534-3081","CLINICAL NEUROLOGY - SCIE","3,117","3.494","Q2","0.59","1.2"%,
"SLEEP MEDICINE","1389-9457","1878-5506","CLINICAL NEUROLOGY - SCIE","14,810","3.492","Q2","0.98","2.69"%,
"Neurospine","2586-6583","2586-6591","CLINICAL NEUROLOGY - SCIE","498","3.492","Q2","0.91","100"%,
"Neurology-Genetics","2376-7839","2376-7839","CLINICAL NEUROLOGY - SCIE","1,218","3.485","Q2","0.9","100"%,
"SPINE","0362-2436","1528-1159","CLINICAL NEUROLOGY - SCIE","53,384","3.468","Q2","1.08","1.95"%,
"JOURNAL OF NEURORADIOLOGY","0150-9861","1773-0406","CLINICAL NEUROLOGY - SCIE","1,475","3.447","Q2","0.74","2.63"%,
"CLINICAL JOURNAL OF PAIN","0749-8047","1536-5409","CLINICAL NEUROLOGY - SCIE","8,589","3.442","Q2","1","5.54"%,
"SEMINARS IN NEUROLOGY","0271-8235","1098-9021","CLINICAL NEUROLOGY - SCIE","2,594","3.42","Q2","0.59","0"%,
"PEDIATRIC NEUROLOGY","0887-8994","1873-5150","CLINICAL NEUROLOGY - SCIE","7,192","3.372","Q2","1","5.14"%,
"BEHAVIOURAL NEUROLOGY","0953-4180","1875-8584","CLINICAL NEUROLOGY - SCIE","2,030","3.342","Q2","0.66","100"%,
"NEUROLOGICAL SCIENCES","1590-1874","1590-3478","CLINICAL NEUROLOGY - SCIE","8,857","3.307","Q2","0.69","8.72"%,
"Brain Tumor Pathology","1433-7398","1861-387X","CLINICAL NEUROLOGY - SCIE","866","3.298","Q2","0.7","2.56"%,
"NEUROEPIDEMIOLOGY","0251-5350","1423-0208","CLINICAL NEUROLOGY - SCIE","4,484","3.282","Q3","0.86","5.66"%,
"MUSCLE & NERVE","0148-639X","1097-4598","CLINICAL NEUROLOGY - SCIE","15,760","3.217","Q3","0.76","9.32"%,
"Neurocritical Care","1541-6933","1556-0961","CLINICAL NEUROLOGY - SCIE","5,603","3.21","Q3","0.76","10.63"%,
"ACTA NEUROLOGICA SCANDINAVICA","0001-6314","1600-0404","CLINICAL NEUROLOGY - SCIE","8,457","3.209","Q3","0.86","12.3"%,
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY","1059-1311","1532-2688","CLINICAL NEUROLOGY - SCIE","8,044","3.184","Q3","0.72","4.57"%,
"Pain Practice","1530-7085","1533-2500","CLINICAL NEUROLOGY - SCIE","3,187","3.183","Q3","0.93","7.74"%,
"JOURNAL OF THE NEUROLOGICAL SCIENCES","0022-510X","1878-5883","CLINICAL NEUROLOGY - SCIE","22,390","3.181","Q3","0.69","6.12"%,
"EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY","1090-3798","1532-2130","CLINICAL NEUROLOGY - SCIE","3,856","3.14","Q3","1.07","8.29"%,
"EUROPEAN SPINE JOURNAL","0940-6719","1432-0932","CLINICAL NEUROLOGY - SCIE","20,361","3.134","Q3","0.93","15.16"%,
"Journal of Pain Research","1178-7090","1178-7090","CLINICAL NEUROLOGY - SCIE","5,058","3.133","Q3","0.75","100"%,
"NEUROLOGIA","0213-4853","1578-1968","CLINICAL NEUROLOGY - SCIE","1,877","3.109","Q3","0.55","100"%,
"Journal of Clinical Neurology","1738-6586","2005-5013","CLINICAL NEUROLOGY - SCIE","2,091","3.077","Q3","0.78","50.74"%,
"EPILEPSY RESEARCH","0920-1211","1872-6844","CLINICAL NEUROLOGY - SCIE","8,587","3.045","Q3","0.76","6.44"%,
"NEUROSURGICAL REVIEW","0344-5607","1437-2320","CLINICAL NEUROLOGY - SCIE","3,616","3.042","Q3","0.92","11.93"%,
"JOURNAL OF NEURO-OPHTHALMOLOGY","1070-8022","1536-5166","CLINICAL NEUROLOGY - SCIE","2,206","3.042","Q3","0.89","0.54"%,
"Pain Research & Management","1203-6765","1918-1523","CLINICAL NEUROLOGY - SCIE","2,523","3.037","Q3","0.59","100"%,
"BRAIN TOPOGRAPHY","0896-0267","1573-6792","CLINICAL NEUROLOGY - SCIE","3,130","3.02","Q3","0.94","28.96"%,
"Korean Journal of Pain","2005-9159","2093-0569","CLINICAL NEUROLOGY - SCIE","792","3.016","Q3","0.57","100"%,
"Neurodegenerative Diseases","1660-2854","1660-2862","CLINICAL NEUROLOGY - SCIE","1,798","2.977","Q3","0.64","6.25"%,
"Behavioral Sleep Medicine","1540-2002","1540-2010","CLINICAL NEUROLOGY - SCIE","2,032","2.964","Q3","1.16","3.57"%,
"DEMENTIA AND GERIATRIC COGNITIVE DISORDERS","1420-8008","1421-9824","CLINICAL NEUROLOGY - SCIE","5,326","2.959","Q3","0.71","10.47"%,
"EPILEPSY & BEHAVIOR","1525-5050","1525-5069","CLINICAL NEUROLOGY - SCIE","14,990","2.937","Q3","0.79","7.41"%,
"Global Spine Journal","2192-5682","2192-5690","CLINICAL NEUROLOGY - SCIE","2,389","2.915","Q3","0.8","100"%,
"JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY","1355-6177","1469-7661","CLINICAL NEUROLOGY - SCIE","8,866","2.892","Q3","0.78","4.59"%,
"Sleep and Breathing","1520-9512","1522-1709","CLINICAL NEUROLOGY - SCIE","4,728","2.816","Q3","0.72","12.37"%,
"NEURORADIOLOGY","0028-3940","1432-1920","CLINICAL NEUROLOGY - SCIE","6,702","2.804","Q3","0.68","15.07"%,
"APHASIOLOGY","0268-7038","1464-5041","CLINICAL NEUROLOGY - SCIE","4,157","2.773","Q3","1.03","5"%,
"SPINAL CORD","1362-4393","1476-5624","CLINICAL NEUROLOGY - SCIE","7,541","2.772","Q3","0.88","8.42"%,
"CEREBROVASCULAR DISEASES","1015-9770","1421-9786","CLINICAL NEUROLOGY - SCIE","6,560","2.762","Q3","0.71","9.62"%,
"JOURNAL OF HEAD TRAUMA REHABILITATION","0885-9701","1550-509X","CLINICAL NEUROLOGY - SCIE","5,426","2.71","Q3","1.14","0.75"%,
"Parkinsons Disease","2090-8083","2042-0080","CLINICAL NEUROLOGY - SCIE","2,059","2.704","Q3","0.56","100"%,
"ALZHEIMER DISEASE & ASSOCIATED DISORDERS","0893-0341","0893-0341","CLINICAL NEUROLOGY - SCIE","4,055","2.703","Q3","0.8","4.44"%,
"Operative Neurosurgery","2332-4252","2332-4260","CLINICAL NEUROLOGY - SCIE","2,150","2.703","Q3","0.81","2.55"%,
"Journal of Movement Disorders","2005-940X","2093-4939","CLINICAL NEUROLOGY - SCIE","556","2.683","Q3","0.72","100"%,
"JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY","0891-9887","1552-5708","CLINICAL NEUROLOGY - SCIE","2,184","2.68","Q3","0.67","8.24"%,
"NEUROGENETICS","1364-6745","1364-6753","CLINICAL NEUROLOGY - SCIE","1,390","2.66","Q3","0.79","13.95"%,
"REVUE NEUROLOGIQUE","0035-3787","2213-0004","CLINICAL NEUROLOGY - SCIE","2,625","2.607","Q3","0.5","1.56"%,
"Neuropsychiatric Disease and Treatment","N/A","1178-2021","CLINICAL NEUROLOGY - SCIE","8,303","2.57","Q3","0.62","100"%,
"NEUROSURGERY CLINICS OF NORTH AMERICA","1042-3680","1558-1349","CLINICAL NEUROLOGY - SCIE","2,414","2.509","Q3","0.86","2.92"%,
"CHILD NEUROPSYCHOLOGY","0929-7049","1744-4136","CLINICAL NEUROLOGY - SCIE","3,061","2.5","Q3","0.8","8.33"%,
"JOURNAL OF NEUROIMAGING","1051-2284","1552-6569","CLINICAL NEUROLOGY - SCIE","2,870","2.486","Q3","0.66","11.64"%,
"JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY","1380-3395","1744-411X","CLINICAL NEUROLOGY - SCIE","6,727","2.475","Q3","0.71","4.09"%,
"BMC Neurology","N/A","1471-2377","CLINICAL NEUROLOGY - SCIE","8,249","2.474","Q3","0.69","100"%,
"NEUROLOGICAL RESEARCH","0161-6412","1743-1328","CLINICAL NEUROLOGY - SCIE","5,066","2.448","Q3","0.69","0.22"%,
"ACTA NEUROLOGICA BELGICA","0300-9009","2240-2993","CLINICAL NEUROLOGY - SCIE","1,689","2.396","Q3","0.43","4.15"%,
"PSYCHIATRY RESEARCH-NEUROIMAGING","0925-4927","1872-7506","CLINICAL NEUROLOGY - SCIE","6,308","2.376","Q3","0.62","6.12"%,
"Journal of Neurosurgery-Pediatrics","1933-0707","1933-0715","CLINICAL NEUROLOGY - SCIE","5,911","2.375","Q3","0.88","0.37"%,
"OTOLOGY & NEUROTOLOGY","1531-7129","1537-4505","CLINICAL NEUROLOGY - SCIE","11,313","2.311","Q3","0.81","2.84"%,
"Developmental Neurorehabilitation","1751-8423","1751-8431","CLINICAL NEUROLOGY - SCIE","1,541","2.308","Q3","0.84","4.37"%,
"Journal of Neurosurgical Sciences","0390-5616","1827-1855","CLINICAL NEUROLOGY - SCIE","1,160","2.279","Q3","0.44","0"%,
"JOURNAL OF NERVOUS AND MENTAL DISEASE","0022-3018","1539-736X","CLINICAL NEUROLOGY - SCIE","10,037","2.254","Q3","0.58","0.45"%,
"Applied Neuropsychology-Adult","2327-9095","2327-9109","CLINICAL NEUROLOGY - SCIE","996","2.248","Q3","0.72","3.88"%,
"ACTA NEUROCHIRURGICA","0001-6268","0942-0940","CLINICAL NEUROLOGY - SCIE","11,865","2.216","Q4","0.68","19.26"%,
"JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES","0895-0172","1545-7222","CLINICAL NEUROLOGY - SCIE","4,177","2.198","Q4","0.63","1.26"%,
"JOURNAL OF CLINICAL NEUROPHYSIOLOGY","0736-0258","1537-1603","CLINICAL NEUROLOGY - SCIE","4,038","2.177","Q4","0.43","1.39"%,
"NEUROREHABILITATION","1053-8135","1878-6448","CLINICAL NEUROLOGY - SCIE","3,753","2.138","Q4","0.67","0"%,
"World Neurosurgery","1878-8750","1878-8769","CLINICAL NEUROLOGY - SCIE","23,506","2.104","Q4","0.63","0.79"%,
"CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES","0317-1671","2057-0155","CLINICAL NEUROLOGY - SCIE","3,577","2.104","Q4","0.4","9.28"%,
"American Journal of Alzheimers Disease and Other Dementias","1533-3175","1938-2731","CLINICAL NEUROLOGY - SCIE","2,838","2.035","Q4","0.49","39.67"%,
"CURRENT NEUROVASCULAR RESEARCH","1567-2026","1875-5739","CLINICAL NEUROLOGY - SCIE","1,370","1.99","Q4","0.46","0"%,
"JOURNAL OF CHILD NEUROLOGY","0883-0738","1708-8283","CLINICAL NEUROLOGY - SCIE","7,353","1.987","Q4","0.72","3.28"%,
"JOURNAL OF SPINAL CORD MEDICINE","1079-0268","2045-7723","CLINICAL NEUROLOGY - SCIE","3,426","1.985","Q4","0.54","4.06"%,
"JOURNAL OF CLINICAL NEUROSCIENCE","0967-5868","1532-2653","CLINICAL NEUROLOGY - SCIE","11,503","1.961","Q4","0.42","2.16"%,
"BRAIN & DEVELOPMENT","0387-7604","1872-7131","CLINICAL NEUROLOGY - SCIE","4,969","1.961","Q4","0.7","1.25"%,
"NEUROPEDIATRICS","0174-304X","1439-1899","CLINICAL NEUROLOGY - SCIE","2,286","1.947","Q4","0.6","0.44"%,
"NEUROPATHOLOGY","0919-6544","1440-1789","CLINICAL NEUROLOGY - SCIE","2,222","1.906","Q4","0.56","8.51"%,
"CLINICAL NEUROLOGY AND NEUROSURGERY","0303-8467","1872-6968","CLINICAL NEUROLOGY - SCIE","7,916","1.876","Q4","0.56","2.43"%,
"Clinical Spine Surgery","2380-0186","2380-0186","CLINICAL NEUROLOGY - SCIE","1,725","1.876","Q4","0.58","2.99"%,
"CLINICAL EEG AND NEUROSCIENCE","1550-0594","2169-5202","CLINICAL NEUROLOGY - SCIE","1,341","1.843","Q4","0.56","2.94"%,
"Journal of Neurological Surgery Part B-Skull Base","2193-6331","2193-634X","CLINICAL NEUROLOGY - SCIE","1,330","1.826","Q4","0.44","11.96"%,
"EPILEPTIC DISORDERS","1294-9361","1950-6945","CLINICAL NEUROLOGY - SCIE","1,968","1.819","Q4","0.49","4.21"%,
"NEUROLOGIA MEDICO-CHIRURGICA","0470-8105","1349-8029","CLINICAL NEUROLOGY - SCIE","3,545","1.742","Q4","0.52","98.53"%,
"Journal of Korean Neurosurgical Society","2005-3711","1598-7876","CLINICAL NEUROLOGY - SCIE","2,692","1.729","Q4","0.48","100"%,
"Brain Impairment","1443-9646","1839-5252","CLINICAL NEUROLOGY - SCIE","513","1.727","Q4","0.51","1.54"%,
"EUROPEAN NEUROLOGY","0014-3022","1421-9913","CLINICAL NEUROLOGY - SCIE","3,870","1.71","Q4","0.37","6.03"%,
"HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL","0885-6222","1099-1077","CLINICAL NEUROLOGY - SCIE","2,481","1.672","Q4","0.64","13.39"%,
"Seminars in Pediatric Neurology","1071-9091","1558-0776","CLINICAL NEUROLOGY - SCIE","1,375","1.636","Q4","0.35","4.62"%,
"Neurologia i Neurochirurgia Polska","0028-3843","1897-4260","CLINICAL NEUROLOGY - SCIE","1,160","1.621","Q4","0.36","0"%,
"INTERVENTIONAL NEURORADIOLOGY","1591-0199","2385-2011","CLINICAL NEUROLOGY - SCIE","1,851","1.61","Q4","0.44","1.52"%,
"Cognitive and Behavioral Neurology","1543-3633","1543-3641","CLINICAL NEUROLOGY - SCIE","923","1.6","Q4","0.37","3.85"%,
"BRITISH JOURNAL OF NEUROSURGERY","0268-8697","1360-046X","CLINICAL NEUROLOGY - SCIE","3,840","1.596","Q4","0.44","1.84"%,
"CLINICAL NEUROPHARMACOLOGY","0362-5664","1537-162X","CLINICAL NEUROLOGY - SCIE","2,450","1.592","Q4","0.24","2.04"%,
